ID	TARGET	TEXT	STANCE	WORDS	IS_CORRECT	PREDICT
665	春节放鞭炮	我爸也表示同意。不放鞭炮安全环保的春节从我做起，武哈哈！	AGAINST	我 爸 也 表示 表示同意 同意 不 放鞭 放鞭炮 鞭炮 安全 环保 春节 从我做起 做起 武 哈哈	False	FAVOR
670	春节放鞭炮	尤其在县城和农村，春节燃放鞭炮，辞旧迎新，还是大家的最爱。环境污染，空气质量下降，难道和这几挂鞭炮有多少关系？	FAVOR	尤其 在 县城 农村 春节 燃放 燃放鞭炮 放鞭 放鞭炮 鞭炮 辞旧迎新 旧迎新 迎新 还是 大家 最爱 环境 环境污染 污染 空气 空气质量 气质 质量 下降 难道 这 几 挂 鞭炮 有 多少 关系	True	FAVOR
672	春节放鞭炮	是对过去岁月的承认，也是对未来生活的期望。说为了减少雾霾，希望大家今年春节不要放鞭炮，减少雾霾浓度。其实汽车也是雾霾的原因，我们应该提倡春节大家不开车，鞭炮么就放放吧！	AGAINST	是 对 过去 岁月 承认 也 是 对 未来 生活 期望 说 为了 减少 雾 霾 希望 大家 今年 今年春节 春节 不要 放鞭 放鞭炮 鞭炮 减少 雾 霾 浓度 其实 汽车 也 是 雾 霾 原因 我们 应该 提倡 春节 大家 不 开车 鞭炮 么 就 放放	False	FAVOR
674	春节放鞭炮	请问为了让更多的人参与进来，你们采取了哪些宣传方法，让大家能够自觉主动积极地树立环保意识呢？ http://t.cn/8Ftp4sE	AGAINST	请问 为了 让 更 多 人 参与 进来 你们 采取 哪些 宣传 方法 让 大家 能够 自觉 主动 积极 地 树立 环保 意识 呢	False	FAVOR
681	春节放鞭炮	#春节回家九件事# 2016年，我家的年味，贴春联放鞭炮吃水饺，家家户户乐团圆。@文明武汉 @中国文明网	FAVOR	春节 回家 九件 事 NUMBER 年 我家 年 味 贴 春联 放鞭 放鞭炮 鞭炮 吃 水饺 家家 家家户户 家户 户户 乐团 圆 文明 武汉 中国 文明 网	True	FAVOR
682	春节放鞭炮	@解放日报、@东方早报 等媒体就春节燃放烟花爆竹进行了讨论；@上海发布 也向市民建言“不放鞭炮、少开私家车”，引来网友的热议和转评。	AGAINST	解放 解放日报 日报 东方 早报 等 媒体 就 春节 燃放 燃放烟花 放烟 烟花 爆竹 进行 讨论 上海 发布 也 向 市民 建言 不 放鞭 放鞭炮 鞭炮 少 开 私家 私家车 引来 网友 热 议和 转 评	True	AGAINST
692	春节放鞭炮	今年春节。不放鞭炮。 看看大家什么意见…… 支持的，转起ing	AGAINST	今年 今年春节 春节 不 放鞭 放鞭炮 鞭炮 看看 大家 什么 意见 支持 转起 ing	True	AGAINST
695	春节放鞭炮	再有就是让宝宝提前睡着，在鞭炮还没有大面积燃放之前就哄宝宝睡觉，宝宝睡踏实了，及时是有点动静，她也不会怎么样.把家里窗关紧，窗帘都拉好.	NONE	再有 就是 让 宝宝 提前 睡着 在 鞭炮 还 没有 大面 大面积 面积 燃放 之前 就 哄 宝宝 睡觉 宝宝 睡 踏实 及时 是 有点 动静 她 也 不会 怎么 怎么样 把 家里 窗 关紧 窗帘 都 拉 好	False	AGAINST
696	春节放鞭炮	传统的春节不但贴春联、放鞭炮，还有着许多你不知道的习俗，有着许多美丽的传说。一起来看... http://t.cn/zY2rzdE	FAVOR	传统 春节 不但 贴 春联 放鞭 放鞭炮 鞭炮 还有 着 许多 你 不 知道 习俗 有着 许多 美丽 传说 一起 来看	False	AGAINST
697	春节放鞭炮	又是一年春好时，不放鞭炮过大年！无烟春节，从我做起	AGAINST	又 是 一年 春 好 时 不 放鞭 放鞭炮 鞭炮 过大年 大年 无烟 春节 从我做起 做起	False	FAVOR
699	春节放鞭炮	在那几天，谁也管不了我，我可以大吃、大喝，熬夜、睡懒觉，放鞭炮 http://t.cn/zO73F15	FAVOR	在 那 几天 谁 也 管不了 不了 我 我 可以 大 吃 大 喝 熬夜 睡懒觉 懒觉 放鞭 放鞭炮 鞭炮	False	AGAINST
700	春节放鞭炮	街头烧烤、汽车尾气、扬尘等根源性＂空气祸害＂开火! http://t.cn/zO3w2MS	FAVOR	街头 烧烤 汽车 汽车尾气 车尾 尾气 扬 尘 等 根源 性 空气 祸害 开火	True	FAVOR
706	春节放鞭炮	你知道吗，意大利人也喜欢在新年燃放鞭炮，还会用摔摔砸砸的方式弄出响声，他们也相信这响亮的声音可以带来幸福顺利的一年！	AGAINST	你 知道 吗 意大利 意大利人 大利 利人 也 喜欢 在 新年 燃放 燃放鞭炮 放鞭 放鞭炮 鞭炮 还 会 用 摔 摔 砸 砸 方式 弄 出 响声 他们 也 相信 这 响亮 声音 可以 带来 幸福 顺利 一年	True	AGAINST
708	春节放鞭炮	还能想到你每年都逼着我放鞭炮，说这样可以蹦走霉运。还能想起你总是最在乎我情绪变化。三年了，你走了年味都没了，我想你。	FAVOR	还 能 想到 你 每年 都 逼 着 我 放鞭 放鞭炮 鞭炮 说 这样 可以 蹦 走霉运 霉运 还 能 想起 你 总是 最 在乎 我 情绪 变化 三年 你 走 年 味 都 没了 我 想 你	False	AGAINST
710	春节放鞭炮	那怕是一挂也不放。空气污染这么厉害，每个人要想到环保，从自己做起，从一点一滴做起，大家都这么想这么做了，我们所居住的环境就会好起来。	AGAINST	那 怕 是 一 挂 也 不放 空气 空气污染 污染 这么 厉害 每个 人 要 想到 环保 从 自己 做起 从 一点 一点一滴 一滴 做起 大家 都 这么 想 这么 做 我们 所 居住 环境 就 会 好 起来	True	AGAINST
715	春节放鞭炮	放鞭炮是巫术。呵呵，难怪报纸这日子一年年的越来越差，关门的辣么多……	FAVOR	放鞭 放鞭炮 鞭炮 是 巫术 呵呵 难怪 报纸 这 日子 一年 年 越来 越来越 差 关门 辣 么 多	False	AGAINST
730	春节放鞭炮	广大干部员工不燃放烟花爆竹，用实际行动打造碧水蓝天，保护我们赖以生存的自然环境环境！	AGAINST	广大 广大干部 大干 干部 员工 不 燃放 燃放烟花 放烟 烟花 爆竹 用 实际 实际行动 行动 打造 碧水 蓝天 保护 我们 赖以 赖以生存 生存 自然 自然环境 环境 环境	False	FAVOR
731	春节放鞭炮	#春节少放不放烟花爆竹#【哈尔滨市企业积极参与“春节不放鞭”活动】将军牛排7家门店今年过年不放鞭炮烟花。	AGAINST	春节 少 放 不放 烟花 烟花爆竹 爆竹 哈尔 哈尔滨 哈尔滨市 企业 积极 积极参与 参与 春节 不 放鞭 活动 将军 牛排 NUMBER 家 门店 今年 今年过年 过年 不 放鞭 放鞭炮 鞭炮 烟花	True	AGAINST
733	春节放鞭炮	发送短信“中国年+我最喜欢的春节传统代码+姓名+1100465680”到95511确认参加。｛01放鞭炮02贴春联03贴年画04挂灯笼05发红包06包饺子07打年糕08除夕守岁09烧香祭祖10贴门神11压岁钱12迎送财神13包元宵14办庙会15剪窗花16捏泥人17猜灯谜18舞龙舞狮19吃灶糖20佩戴桃木符}	NONE	发送 短信 中国 年 我 最 喜欢 春节 传统 代码 姓名 NUMBER 到 NUMBER 确认 参加 NUMBER 放鞭 放鞭炮 鞭炮 NUMBER 贴 春联 NUMBER 贴 年画 NUMBER 挂 灯笼 NUMBER 发红 发红包 红包 NUMBER 包 饺子 NUMBER 打 年糕 NUMBER 除夕 守岁 NUMBER 烧香 祭祖 NUMBER 贴 门神 NUMBER 压岁 压岁钱 NUMBER 迎送 财神 NUMBER 包 元宵 NUMBER 办 庙会 NUMBER 剪 窗花 NUMBER 捏 泥人 NUMBER 猜 灯谜 NUMBER 舞龙 舞狮 NUMBER 吃 灶 糖 NUMBER 佩戴 桃木 符	False	FAVOR
735	春节放鞭炮	看似一件简单的小事，却需要公民意识的觉醒，需要每一位公民的担当，并将这种环保的责任和担当融入日常生活的点滴中。为了蓝天，请您“割爱”。	AGAINST	看似 一件 简单 小事 却 需要 公民 意识 觉醒 需要 每 一位 公民 担当 并 将 这种 环保 责任 担当 融入 日常 日常生活 常生 生活 点滴 中 为了 蓝天 请 您 割爱	False	FAVOR
737	春节放鞭炮	放鞭炮等习俗，小年之后，家家户户开始准备年货，过年的气氛越来越浓，准备迎接春节的到来，大家小年快乐！	FAVOR	放鞭 放鞭炮 鞭炮 等 习俗 小 年 之后 家家 家家户户 家户 户户 开始 准备 年货 过年 气氛 越来 越来越 浓 准备 迎接 春节 到来 大家 小 年 快乐	False	AGAINST
739	春节放鞭炮	大叔认为不放鞭炮？怎么能算过年！稀饭除夕夜零点放鞭炮，听鞭炮声，看烟花，虽然污染大，还是很稀饭满街热闹的气氛，感觉这才是春节独有的气氛！	FAVOR	大叔 认为 不 放鞭 放鞭炮 鞭炮 怎么 能 算 过年 稀饭 除夕 除夕夜 零点 放鞭 放鞭炮 鞭炮 听 鞭炮 鞭炮声 炮声 看 烟花 虽然 污染 大 还是 很 稀饭 满街 热闹 气氛 感觉 这 才 是 春节 独有 气氛	False	AGAINST
740	春节放鞭炮	向 @哈尔滨环保 提问: #春节少放不放烟花爆竹#雾霾跟放鞭炮有什么必然联系吗？ http://t.cn/8kxmwTU	NONE	向 哈尔 哈尔滨 环保 提问 春节 少 放 不放 烟花 烟花爆竹 爆竹 雾 霾 跟 放鞭 放鞭炮 鞭炮 有 什么 必然 必然联系 联系 吗	False	FAVOR
742	春节放鞭炮	#少放鞭炮让环卫工回家# 春节不放鞭炮又能怎样 他们生活就好啦 涨工资不就行了 还有平时乱扔垃圾的  还有最后凭什么春节几天不能放鞭炮大家开心一下呢  你可以给环卫工人在春节每天发加班费啊 还有少拿放鞭炮污染环境说事 南京禁放了  我看还是雾霾	FAVOR	少 放鞭 放鞭炮 鞭炮 让 环卫 环卫工 回家 春节 不 放鞭 放鞭炮 鞭炮 又 能 怎样 他们 生活 就 好 啦 涨工资 工资 不 就行了 还有 平时 乱 扔 垃圾 还有 最后 凭 什么 春节 几天 不能 放鞭 放鞭炮 鞭炮 大家 开心 一下 呢 你 可以 给 环卫 环卫工 环卫工人 工人 在 春节 每天 发 加班 加班费 班费 啊 还有 少 拿 放鞭 放鞭炮 鞭炮 污染 污染环境 环境 说 事 南京 禁放 我 看 还是 雾 霾	False	AGAINST
743	春节放鞭炮	#春节放鞭炮# 大妈大爷也，放鞭炮不带在楼道放啊！太吵了！	AGAINST	春节 放鞭 放鞭炮 鞭炮 大妈 大爷 也 放鞭 放鞭炮 鞭炮 不 带 在 楼道 放 啊 太 吵	True	AGAINST
748	春节放鞭炮	有没想过会给他人带来麻烦呢？不放鞭炮，爱护环境，更为他人着想	AGAINST	有 没 想 过 会 给 他人 带来 麻烦 呢 不 放鞭 放鞭炮 鞭炮 爱护 环境 更为 他人 着想	True	AGAINST
750	春节放鞭炮	 穿新衣，戴新帽，舞龙舞狮放鞭炮！  春节是我们中华民族最隆重的传统佳节！老约翰绘本馆海 http://t.cn/zjENDV3	FAVOR	穿 新衣 戴 新 帽 舞龙 舞狮 放鞭 放鞭炮 鞭炮 春节 是 我们 中华 中华民族 民族 最 隆重 传统 佳节 老 约翰 绘 本馆 海	False	AGAINST
754	春节放鞭炮	为了向PM2.5宣战！倡议从自我做起，春节不放鞭炮，或者少放鞭炮@刘杰669 @漯河微公益 @平安中原 @沙澧卫士 @清风漯河 @纪许光 @车管小囡--禹州 @河南高速公安 @郑州海之韵瑜伽@平安漯河 我在:|沙北路	AGAINST	为了 向 pm2 5 宣战 倡议 从 自我 做起 春节 不 放鞭 放鞭炮 鞭炮 或者 少 放鞭 放鞭炮 鞭炮 刘 杰 NUMBER 漯河 微 公益 平安 中原 沙 澧 卫士 清风 漯河 纪 许 光 车管 小 囡 禹州 河南 高速 公安 郑州 海 之 韵 瑜伽 平安 漯河 我 在 沙 北路	False	FAVOR
755	春节放鞭炮	#晒出我身边的年味# 春节放鞭炮是一项不可缺少的项目，大大小小的鞭炮代表着喜庆，但是在放鞭炮的时候一定要注意安全哦，过一个平安祥和的新年。	FAVOR	晒 出 我 身边 年 味 春节 放鞭 放鞭炮 鞭炮 是 一项 不可 缺少 项目 大大 大大小小 大小 小小 鞭炮 代表 着 喜庆 但是 在 放鞭 放鞭炮 鞭炮 时候 一定 要 注意 注意安全 安全 哦 过 一个 平安 祥和 新年	False	AGAINST
756	春节放鞭炮	比往年同期减少约19.5%。其中，大多数的临时销售网点进了货还没开门，不少摊主却都不约而同地对今年的烟花销售情况作了预估：不好做。	FAVOR	比 往年 同期 减少 约 NUMBER 其中 大多 大多数 多数 临时 销售 网点 进 货 还 没 开门 不少 摊主 却 都 不约 不约而同 地 对 今年 烟花 销售 情况 作 预估 不好 做	True	FAVOR
757	春节放鞭炮	元宵这类传统的节日了。开业放，乔迁放，结婚放，死了送葬也放，总而言之，一切以制作噪音打扰他人来过节，来宣告某些东西。 |新年快乐	AGAINST	元宵 这 类 传统 节日 开业 放 乔迁 放 结婚 放 死 送葬 也 放 总而言之 而言 之 一切 以 制作 噪音 打扰 他人 来 过节 来 宣告 某些 东西 新年 新年快乐 快乐	True	AGAINST
762	春节放鞭炮	 今年春节就不放鞭炮了，低炭、环保的过个年。	AGAINST	今年 今年春节 春节 就 不 放鞭 放鞭炮 鞭炮 低 炭 环保 过 个 年	True	AGAINST
764	春节放鞭炮	 形成一种非凡的软实力, 间接地影响外国的政经各方面, 提高中国在世界局势上的发言权, 不战而屈人之兵. 这就像春节放鞭炮一样,将家族的势力团结起来,形成一股向心力. 治国齐家平天下可达矣.	FAVOR	形成 一种 非凡 软 实力 间接 地 影响 外国 政经 各 方面 提高 中国 在 世界 局势 上 发言 发言权 不战 而 屈 人 之 兵 这 就 像 春节 放鞭 放鞭炮 鞭炮 一样 将 家族 势力 团结 团结起来 结起 结起来 起来 形成 一股 向心 向心力 心力 治国 齐家 平天下 天下 可达 矣	True	FAVOR
766	春节放鞭炮	建议父母不放鞭炮。“春节不放鞭，赶走雾霾天”。	AGAINST	建议 父母 不 放鞭 放鞭炮 鞭炮 春节 不 放鞭 赶走 雾 霾 天	False	FAVOR
768	春节放鞭炮	而如今全国大范围的雾霾天气，严峻的垃圾处理问题，使得人们对鞭炮产生的污染都神经紧张起来。是否能放鞭炮的问题根源，也许在于地球环境已脆弱不堪，而我们还只把环保当做说说而已。	AGAINST	而 如今 全国 大 范围 雾 霾 天气 严峻 垃圾 垃圾处理 处理 问题 使得 人们 对 鞭炮 产生 污染 都 神经 紧张 起来 是否 能 放鞭 放鞭炮 鞭炮 问题 根源 也许 在于 地球 环境 已 脆弱 脆弱不堪 不堪 而 我们 还 只 把 环保 当做 说 说 而已	False	FAVOR
771	春节放鞭炮	小孩子年三十干什么？LOL？打麻将？ 每天宣传这些有什么用,给她们涨工资，纳入编制,让他们也可以买起房。也不枉费他们的付出… |南新街	FAVOR	小孩 小孩子 孩子 年三十 三十 干什么 什么 lol 打麻将 麻将 每天 宣传 这些 有 什么 用 给 她们 涨工资 工资 纳入 编制 让 他们 也 可以 买起 房 也 不 枉费 他们 付出 南 新街	False	AGAINST
772	春节放鞭炮	粘窗花、挂上一树红灯笼，喜气洋洋过年了！ |北京·姜庄...	AGAINST	粘 窗花 挂 上 一 树 红灯 红灯笼 灯笼 喜气 喜气洋洋 洋洋 过年 北京 姜 庄	False	FAVOR
775	春节放鞭炮	响应环保号召～今年过节不放鞭炮～来卖个萌欢度春节吧！版面关系，不一一艾特了～祝大家新年快乐，金蛇狂舞啊～发财了记得关照我	AGAINST	响应 环保 号召 今年 过节 不 放鞭 放鞭炮 鞭炮 来 卖 个 萌 欢度 欢度春节 春节 版面 关系 不 一一 艾 特 祝 大家 新年 新年快乐 快乐 金蛇 狂舞 啊 发财 记得 关照 我	True	AGAINST
778	春节放鞭炮	#春节少放鞭炮#生命比任信重要，严重支持今年不放烟花炮竹。	AGAINST	春节 少 放鞭 放鞭炮 鞭炮 生命 比 任 信 重要 严重 支持 今年 不 放 烟花 炮竹	True	AGAINST
781	春节放鞭炮	#春节回家九件事#1.跟奶奶说说话2贴春联3挂灯笼4放鞭炮5走亲戚6同学聚会7跟妈妈唠唠嗑8陪爸爸喝点儿酒9上坟祭祖@中国文明网@山东文明网	FAVOR	春节 回家 九件 事 NUMBER 跟 奶奶 说说话 说话 NUMBER 贴 春联 NUMBER 挂 灯笼 放鞭 放鞭炮 鞭炮 走亲戚 亲戚 同学 同学聚会 聚会 NUMBER 跟 妈妈 唠 唠嗑 NUMBER 陪 爸爸 喝 点儿 酒 NUMBER 上坟 祭祖 中国 文明 网 山东 文明 网	False	AGAINST
787	春节放鞭炮	导致有的小孩把鞭炮当做恶作剧的工具，对小动物，甚至是对人造成了不小的灾祸!请作为家长的人们一定要引起重视!008070 |中山西路	NONE	导致 有 小孩 把 鞭炮 当做 恶作剧 工具 对 小 动物 甚至 是 对 人 造成 不小 灾祸 请 作为 家长 人们 一定 要 引起 重视 NUMBER 中山 中山西路 山西 山西路 西路	False	AGAINST
788	春节放鞭炮	 这个我想说，这个脑残的记者，不懂你就闭嘴；那个二逼踩气球的人，请你不要侮辱环保二字!	AGAINST	这个 我 想 说 这个 脑 残 记者 不 懂 你 就 闭嘴 那个 二 逼 踩 气球 人 请 你 不要 侮辱 环保 二 字	True	AGAINST
791	春节放鞭炮	逛庙会，每个春节民俗都有着独特的传统年味儿，我是民俗控，我爱春节也爱民俗！跟着乐居姐一起体味中国年俗里那些说不完的故事，道不尽的风情 http://t.cn/zYqPA5h	FAVOR	逛庙会 庙会 每个 春节 民俗 都 有着 独特 传统 年 味儿 我 是 民俗 控 我 爱 春节 也 爱 民俗 跟着 乐 居 姐 一起 体味 中国 年 俗 里 那些 说不完 故事 道 不尽 风情	False	AGAINST
798	春节放鞭炮	是不争事实。春节期间主城区禁放鞭炮。新浪河南三门峡倡导今年#过年不放鞭#，需要你的支持！从我做起，为城市蓝天贡献一份力量！@平安中原 @平安三门峡 @平安三门峡灵宝 希望市环保局开通政务微博	AGAINST	是 不争 事实 春节 期间 主城 主城区 城区 禁 放鞭 放鞭炮 鞭炮 新浪 河南 三门 三门峡 倡导 今年 过年 不 放鞭 需要 你 支持 从我做起 做起 为 城市 蓝天 贡献 一份 力量 平安 中原 平安 三门 三门峡 平安 三门 三门峡 灵宝 希望 市 环保 环保局 开通 政务 微 博	False	FAVOR
799	春节放鞭炮	劳逸结合休息好，燃放鞭炮注意安全，特别是小朋友要看好！当然，为了我们清新的空气，建议大家尽量不放鞭炮，文明过新年！	AGAINST	劳逸 劳逸结合 结合 休息 好 燃放 燃放鞭炮 放鞭 放鞭炮 鞭炮 注意 注意安全 安全 特别 是 小朋友 朋友 要 看好 当然 为了 我们 清新 空气 建议 大家 尽量 不 放鞭 放鞭炮 鞭炮 文明 过 新年	False	FAVOR
801	春节放鞭炮	浪费水果是否也得停？与一年365天满大街空跑的私家车、遮天蔽日的钢铁厂、污水横流的化工厂、造纸厂相比，我们应该指责传统嘛！	FAVOR	浪费 水果 是否 也 得 停 与 一年 NUMBER 天 满大街 大街 空跑 私家 私家车 遮天 遮天蔽日 蔽日 钢铁 钢铁厂 铁厂 污水 横流 化工 化工厂 工厂 造纸 造纸厂 纸厂 相比 我们 应该 指责 传统 嘛	False	AGAINST
803	春节放鞭炮	蜀黍提醒，春节将至，燃放烟花爆竹危害大，一定要注意消防安全，避免火灾及其它安全事故的发生，消防官兵提倡安全文明过春节，远离烟花爆竹。	AGAINST	蜀黍 提醒 春节 将 至 燃放 燃放烟花 放烟 烟花 爆竹 危害 大 一定 要 注意 消防 消防安全 安全 避免 火灾 及其 它 安全 安全事故 事故 发生 消防 消防官兵 官兵 提倡 安全 文明 过 春节 远离 烟花 烟花爆竹 爆竹	False	FAVOR
805	春节放鞭炮	@哈尔滨环保 ，祝新春愉快，羊年大吉！	NONE	哈尔 哈尔滨 环保 祝 新春 新春愉快 愉快 羊 年 大吉	False	FAVOR
808	春节放鞭炮	方向朝下倾斜；④最关键，雾霾天，所有烟花炮竹都不宜燃放！过春节，我要蓝天，不放鞭炮！	AGAINST	方向 朝 下 倾斜 最 关键 雾 霾 天 所有 烟花 炮竹 都 不宜 燃放 过 春节 我 要 蓝天 不 放鞭 放鞭炮 鞭炮	False	FAVOR
809	春节放鞭炮	小时候，春节来临之时，我们总会把鞭炮弄的多多的，小朋友们一起玩|【白峰·闲...	FAVOR	小时 小时候 时候 春节 来临 之 时 我们 总会 把 鞭炮 弄 多多 小朋友 朋友 们 一起 玩 白 峰 闲	True	FAVOR
810	春节放鞭炮	#春节放鞭炮# 这货...天生演技派，过完年了，鞭炮你玩明白了吗？|微视	NONE	春节 放鞭 放鞭炮 鞭炮 这 货 天生 演技 演技派 过完 年 鞭炮 你 玩 明白 吗 微视	False	AGAINST
817	春节放鞭炮	发表了博文 《各界响应“少放爆竹”倡议名人用行动支持“文明过节”》 - 日前，“春节期间少放烟花爆竹”文明倡议获得社会各界广泛关注和赞成。今天，一批知名人士纷纷响应倡议——“不放鞭炮一样能过热闹年 http://t.cn/8FLxBpG	AGAINST	发表 博文 各界 响应 少 放爆竹 爆竹 倡议 名人 用 行动 支持 文明 过节 日前 春节 期间 少 放 烟花 烟花爆竹 爆竹 文明 倡议 获得 社会 社会各界 各界 广泛 关注 赞成 今天 一批 知名 知名人士 名人 人士 纷纷 响应 倡议 不 放鞭 放鞭炮 鞭炮 一样 能 过 热闹 年	True	AGAINST
822	春节放鞭炮	在此民警提醒，春节将至，燃放烟花爆竹危害大，一定要注意消防安全，避免火灾及其它安全事故的发生，提倡大家安全文明过春节，尽量远离烟花爆竹。	AGAINST	在 此 民警 提醒 春节 将 至 燃放 燃放烟花 放烟 烟花 爆竹 危害 大 一定 要 注意 消防 消防安全 安全 避免 火灾 及其 它 安全 安全事故 事故 发生 提倡 大家 安全 文明 过 春节 尽量 远离 烟花 烟花爆竹 爆竹	True	AGAINST
825	春节放鞭炮	今年春节不放鞭炮，为了平稳过渡，避免某些人抵触。自告奋勇临到新春钟声响起就跑到楼下模仿鞭炮声吼个10分钟。	AGAINST	今年 今年春节 春节 不 放鞭 放鞭炮 鞭炮 为了 平稳 平稳过渡 过渡 避免 某些 人 抵触 自告奋勇 奋勇 临到 新春 钟声 响起 就 跑 到 楼下 模仿 鞭炮 鞭炮声 炮声 吼 个 NUMBER 分钟	True	AGAINST
828	春节放鞭炮	事实上能对环境少点污染就应该尽一份力，支持环保，从我做起嘛——感谢老公深明大义，倾情支持！	AGAINST	事实 事实上 能 对 环境 少 点 污染 就 应该 尽 一份 力 支持 环保 从我做起 做起 嘛 感谢 老公 深明 深明大义 明大 明大义 大义 倾情 支持	False	FAVOR
831	春节放鞭炮	敲锣打鼓等习俗。了解中国传统习俗的同时，我们是否也可以多想想，当放鞭炮的老传统遭遇PM2.5的现代困境，我们可以怎么做？	NONE	敲锣 敲锣打鼓 打鼓 等 习俗 了解 中国 传统 传统习俗 习俗 同时 我们 是否 也 可以 多 想想 当 放鞭 放鞭炮 鞭炮 老 传统 遭遇 pm2 5 现代 困境 我们 可以 怎么 做	False	FAVOR
834	春节放鞭炮	4.儿童要在大人看护下燃放；5.放鞭炮地点选在室外开阔地区；6.远离正在燃放的爆竹或焰火；7.放完不要马上靠近燃放区；8.点鞭炮时保持安全距离。	AGAINST	NUMBER 儿童 要 在 大人 看护 下 燃放 NUMBER 放鞭 放鞭炮 鞭炮 地点 选 在 室外 开阔 地区 NUMBER 远离 正在 燃放 爆竹 或 焰火 NUMBER 放完 不要 马上 靠近 燃放 区 NUMBER 点 鞭炮 时 保持 安全 距离	True	AGAINST
835	春节放鞭炮	拜年访友，拿压岁钱等一样，全家一起看春晚早已像年俗一般印在我的心田。不管别人怎么看你，我始终对你如同初恋。每当《难忘今宵》响起，这才点赞了我心中的过年！！！	FAVOR	拜年 访友 拿 压岁 压岁钱 等 一样 全家 一起 看 春晚 早已 像 年 俗 一般 印 在 我 心田 不管 别人 怎么 看 你 我 始终 对 你 如同 初恋 每当 难忘 今宵 响起 这 才 点 赞 我 心中 过年	False	AGAINST
836	春节放鞭炮	花椒等，厚度约铅笔的直径。放在锅里，大火烧，两面翻），作为一年的干粮补充，意味着日子红红火火，不缺吃的。	FAVOR	花椒 等 厚度 约 铅笔 直径 放在 锅 里 大 火烧 两面 翻 作为 一年 干粮 补充 意味 意味着 日子 红红 红红火火 红火 火 不 缺 吃	False	AGAINST
838	春节放鞭炮	#春节快乐#第二个掌厨的春节，也是我们家实施环保计划～不放鞭炮的春节。今个最大梗就挑战的红烧鱼失败了。但是出乎意料的扣肉味道不错。。。。开吃 |怒江傈僳族...	AGAINST	春节 春节快乐 快乐 第二 第二个 二个 掌厨 春节 也 是 我们 家 实施 环保 计划 不 放鞭 放鞭炮 鞭炮 春节 今 个 最大 梗 就 挑战 红烧 红烧鱼 失败 但是 出乎 出乎意料 意料 扣肉 味道 不错 开 吃 怒江 傈僳 傈僳族	True	AGAINST
844	春节放鞭炮	怎么叫一家团圆。不放鞭炮，不买年货，不路途辛苦，怎么体会回家的迫切心愿 详情:|我想回家	FAVOR	怎么 叫 一家 团圆 不 放鞭 放鞭炮 鞭炮 不 买 年货 不 路途 辛苦 怎么 体会 回家 迫切 心愿 详情 我 想 回家	False	AGAINST
845	春节放鞭炮	年肝；P12那祠堂门上贴着的门神是可以打开看看的。门神、烛台、放鞭炮、舞龙、舞狮……儿时常见的农村的春节情景，如今已是难寻，不是不遗憾的	FAVOR	年 肝 p12 那 祠堂 门上 贴着 门神 是 可以 打开 看看 门神 烛台 放鞭 放鞭炮 鞭炮 舞龙 舞狮 儿时 常见 农村 春节 情景 如今 如今已是 已是 难寻 不是 不 遗憾	True	FAVOR
846	春节放鞭炮	贴春联、放鞭炮还是在走访亲友呢不管做什么，一家人其乐融融在一起就是最好的。凤凰知音在此也祝愿世界各地的会员朋友渡过一个喜庆、祥和、美满的春节~	FAVOR	贴 春联 放鞭 放鞭炮 鞭炮 还是 在 走访 亲友 呢 不管 做 什么 一家 一家人 家人 其乐融融 乐融融 融融 在 一起 就是 最好 凤凰 知音 在 此 也 祝愿 世界 世界各地 各地 会员 朋友 渡过 一个 喜庆 祥和 美满 春节	False	AGAINST
849	春节放鞭炮	让入土为安的传统反而变成陈腐的“旧观念”。试问，你敢干涉少数民族的殡葬习俗吗？你敢用行政手段强行从公务员开始推行殡葬“三不留”吗？	FAVOR	让 入土 入土为安 传统 反而 变成 陈腐 旧 观念 试问 你 敢 干涉 少数 少数民族 民族 殡葬 习俗 吗 你 敢 用 行政 手段 强行 从 公务 公务员 开始 推行 殡葬 三 不留 吗	True	FAVOR
852	春节放鞭炮	呼吁一下：今年春节不放鞭炮！同意的举手。	AGAINST	呼吁 一下 今年 今年春节 春节 不 放鞭 放鞭炮 鞭炮 同意 举手	True	AGAINST
854	春节放鞭炮	我市市民少放或不放鞭炮，用环保的方式来欢度新春佳节，过了一个清新、环保、舒适的“低碳”春节。家住安惠苑的王明先生说：“希望更多的人加入不放鞭炮的行列。”详见：http://t.cn/RwC6xQD	AGAINST	我市 市民 少 放 或 不 放鞭 放鞭炮 鞭炮 用 环保 方式 来 欢度 新春 新春佳节 佳节 过 一个 清新 环保 舒适 低 碳 春节 家住 安 惠 苑 王明 先生 说 希望 更多 人 加入 不 放鞭 放鞭炮 鞭炮 行列 详见	True	AGAINST
855	春节放鞭炮	最近网上有一组图片特别火，环卫工老大爷和老伴拿着一张呼吁大家春节少放鞭炮让老伴早点回家的牌子。春节放鞭炮，你还支持么？来聊聊吧~	NONE	最近 网上 有 一组 图片 特别 火 环卫 环卫工 老大 老大爷 大爷 老伴 拿 着 一张 呼吁 大家 春节 少 放鞭 放鞭炮 鞭炮 让 老伴 早点 回家 牌子 春节 放鞭 放鞭炮 鞭炮 你 还 支持 么 来 聊聊 聊聊吧	False	AGAINST
