ID	TARGET	TEXT	STANCE	PREDICT	IS_CORRECT
735	春节放鞭炮	#评论#【您的“割爱”正是公民的担当】在春节的脚步日益临近，我们刚刚送走又一场雾霾之时，烟花爆竹放还是不放？两种观点几乎打成平手。不放或者少放鞭炮，看似一件简单的小事，却需要公民意识的觉醒，需要每一位公民的担当，并将这种环保的责任和担当融入日常生活的点滴中。为了蓝天，请您“割爱”。	AGAINST	AGAINST	True
737	春节放鞭炮	【小年到】今天农历腊月二十三，民间传统的祭灶日，也称“小年”。小年这天，有祭灶、扫尘、放鞭炮等习俗，小年之后，家家户户开始准备年货，过年的气氛越来越浓，准备迎接春节的到来，大家小年快乐！	FAVOR	FAVOR	True
739	春节放鞭炮	#爆竹声中一岁除，春风送暖入马年。 千门万户曈曈日， 总把新桃换旧符#热闹的小区，满天地烟花，喜庆的味道，整个世界都在放鞭炮，庆贺新年的到来！大叔认为不放鞭炮？怎么能算过年！稀饭除夕夜零点放鞭炮，听鞭炮声，看烟花，虽然污染大，还是很稀饭满街热闹的气氛，感觉这才是春节独有的气氛！	FAVOR	FAVOR	True
740	春节放鞭炮	向 @哈尔滨环保 提问: #春节少放不放烟花爆竹#雾霾跟放鞭炮有什么必然联系吗？ http://t.cn/8kxmwTU	NONE	NONE	True
742	春节放鞭炮	#少放鞭炮让环卫工回家# 春节不放鞭炮又能怎样 他们生活就好啦 涨工资不就行了 还有平时乱扔垃圾的  还有最后凭什么春节几天不能放鞭炮大家开心一下呢  你可以给环卫工人在春节每天发加班费啊 还有少拿放鞭炮污染环境说事 南京禁放了  我看还是雾霾	FAVOR	AGAINST	False
743	春节放鞭炮	#春节放鞭炮# 大妈大爷也，放鞭炮不带在楼道放啊！太吵了！	AGAINST	FAVOR	False
748	春节放鞭炮	#春节不放鞭炮#刚回家路上一点半，环卫工人已经开始扫地了，大家尽情的放鞭炮，有没想过会给他人带来麻烦呢？不放鞭炮，爱护环境，更为他人着想	AGAINST	AGAINST	True
750	春节放鞭炮	发表了博文 《“过年啦”新年主题活动！！》 - “过年啦” 活动内容： 红红火火中国年，开开心心大团圆。 穿新衣，戴新帽，舞龙舞狮放鞭炮！  春节是我们中华民族最隆重的传统佳节！老约翰绘本馆海 http://t.cn/zjENDV3	FAVOR	FAVOR	True
754	春节放鞭炮	又是一年新春到，除夕之夜少放炮！为了纯净的天空，为了向PM2.5宣战！倡议从自我做起，春节不放鞭炮，或者少放鞭炮@刘杰669 @漯河微公益 @平安中原 @沙澧卫士 @清风漯河 @纪许光 @车管小囡--禹州 @河南高速公安 @郑州海之韵瑜伽@平安漯河 我在:|沙北路	AGAINST	AGAINST	True
755	春节放鞭炮	#晒出我身边的年味# 春节放鞭炮是一项不可缺少的项目，大大小小的鞭炮代表着喜庆，但是在放鞭炮的时候一定要注意安全哦，过一个平安祥和的新年。	FAVOR	FAVOR	True
756	春节放鞭炮	#春节放鞭炮#【主城区烟花临时销售点比往年少两成】昨天是重庆2014年烟花爆竹正式销售的第一天。据市政府燃放办介绍，今年主城区共有烟花爆竹临时销售点970个，比往年同期减少约19.5%。其中，大多数的临时销售网点进了货还没开门，不少摊主却都不约而同地对今年的烟花销售情况作了预估：不好做。	FAVOR	NONE	False
757	春节放鞭炮	#新年快乐#基本上一到节日就会有人放鞭炮，平安夜有人放，圣诞节有人放，元旦有人放，情人节也有人放，更别说春节、清明、重阳、元宵这类传统的节日了。开业放，乔迁放，结婚放，死了送葬也放，总而言之，一切以制作噪音打扰他人来过节，来宣告某些东西。 |新年快乐	AGAINST	FAVOR	False
762	春节放鞭炮	厚德载'雾' 自强不'吸' . 雾霾再次来袭，PM2.5再次爆表！ 今年春节就不放鞭炮了，低炭、环保的过个年。	AGAINST	AGAINST	True
764	春节放鞭炮	关于穿中国传统服饰的问题, 应该上升到一种战略的高度来看. 这样,可以在全世界范围内, 把华人的力量团结起来, 形成一种非凡的软实力, 间接地影响外国的政经各方面, 提高中国在世界局势上的发言权, 不战而屈人之兵. 这就像春节放鞭炮一样,将家族的势力团结起来,形成一股向心力. 治国齐家平天下可达矣.	FAVOR	FAVOR	True
766	春节放鞭炮	今年哈尔滨雾霾很严重，我作为一名少先队员积极号召大家少放鞭炮，从自我做起，建议父母不放鞭炮。“春节不放鞭，赶走雾霾天”。	AGAINST	AGAINST	True
768	春节放鞭炮	【春节减少或不放鞭炮的反思】春节放鞭炮，不仅是民俗，更是与父母、兄长、朋友在鞭炮声中哈哈大笑的美好童年回忆。而如今全国大范围的雾霾天气，严峻的垃圾处理问题，使得人们对鞭炮产生的污染都神经紧张起来。是否能放鞭炮的问题根源，也许在于地球环境已脆弱不堪，而我们还只把环保当做说说而已。	AGAINST	AGAINST	True
771	春节放鞭炮	#少放鞭炮让环卫工回家# 鞭炮是我国的传统,不要因此而一点点抹掉大家的年味。少放鞭炮,那卖鞭炮做鞭炮的呢？他们大春节的在外面做生意也不容易。不放炮,小孩子年三十干什么？LOL？打麻将？ 每天宣传这些有什么用,给她们涨工资，纳入编制,让他们也可以买起房。也不枉费他们的付出… |南新街	FAVOR	FAVOR	True
772	春节放鞭炮	今年春节不放鞭炮了。。贴春联、粘窗花、挂上一树红灯笼，喜气洋洋过年了！ |北京·姜庄...	AGAINST	AGAINST	True
775	春节放鞭炮	响应环保号召～今年过节不放鞭炮～来卖个萌欢度春节吧！版面关系，不一一艾特了～祝大家新年快乐，金蛇狂舞啊～发财了记得关照我	AGAINST	AGAINST	True
778	春节放鞭炮	#春节少放鞭炮#生命比任信重要，严重支持今年不放烟花炮竹。	AGAINST	AGAINST	True
781	春节放鞭炮	#春节回家九件事#1.跟奶奶说说话2贴春联3挂灯笼4放鞭炮5走亲戚6同学聚会7跟妈妈唠唠嗑8陪爸爸喝点儿酒9上坟祭祖@中国文明网@山东文明网	FAVOR	FAVOR	True
787	春节放鞭炮	#平安威清#春节放鞭炮是中国民间的传统习俗，很多家庭都会放鞭炮庆祝，也有很多父母会给小孩子买鞭炮当玩具，但是很多家庭都忽略了对小孩子的爱心教育，导致有的小孩把鞭炮当做恶作剧的工具，对小动物，甚至是对人造成了不小的灾祸!请作为家长的人们一定要引起重视!008070 |中山西路	NONE	FAVOR	False
788	春节放鞭炮	在新闻上看到一条消息，说春节放鞭炮加剧空气污染，呼吁大家不放或少放；最后还给了个好建议: 说环保达人在自个院子里放满了气球，通过踩气球过年! 这个我想说，这个脑残的记者，不懂你就闭嘴；那个二逼踩气球的人，请你不要侮辱环保二字!	AGAINST	FAVOR	False
791	春节放鞭炮	#午间分享#【年味儿“蛇”足 我爱春节也爱民俗】一个新年热热闹闹地正向我们走来，贴春联、放鞭炮、办年货，逛庙会，每个春节民俗都有着独特的传统年味儿，我是民俗控，我爱春节也爱民俗！跟着乐居姐一起体味中国年俗里那些说不完的故事，道不尽的风情 http://t.cn/zYqPA5h	FAVOR	FAVOR	True
798	春节放鞭炮	#过年不放鞭# 春节放鞭炮是传统习俗，有开门鞭、迎新鞭、团圆鞭等不同节点。但鞭炮会加剧雾霾强度，是不争事实。春节期间主城区禁放鞭炮。新浪河南三门峡倡导今年#过年不放鞭#，需要你的支持！从我做起，为城市蓝天贡献一份力量！@平安中原 @平安三门峡 @平安三门峡灵宝 希望市环保局开通政务微博	AGAINST	AGAINST	True
799	春节放鞭炮	【盘古智库新春祝福】感谢大家对盘古智库的关心、支持和建议！祝大家来年身体健康、一切平安！盘古智库春节期间提醒大家：少喝酒，饮食要均衡，荤素搭配好，劳逸结合休息好，燃放鞭炮注意安全，特别是小朋友要看好！当然，为了我们清新的空气，建议大家尽量不放鞭炮，文明过新年！	AGAINST	AGAINST	True
801	春节放鞭炮	#春节少放鞭炮# 那就干脆别卖！作为节日传统，一年不过就一次！是否西班牙的斗牛节，桔子节还有其它节日，涂炭生灵、浪费水果是否也得停？与一年365天满大街空跑的私家车、遮天蔽日的钢铁厂、污水横流的化工厂、造纸厂相比，我们应该指责传统嘛！	FAVOR	AGAINST	False
803	春节放鞭炮	#警方提示#贴春联、放鞭炮是农历春节的传统项目。随着春节的日益临近，年味渐浓，各大商场已经进入购物高峰，不少群众都提早准备过年的物品。在此，蜀黍提醒，春节将至，燃放烟花爆竹危害大，一定要注意消防安全，避免火灾及其它安全事故的发生，消防官兵提倡安全文明过春节，远离烟花爆竹。	AGAINST	FAVOR	False
805	春节放鞭炮	恭喜！在活动“【不放鞭炮不烧纸 移风易俗过春节】”中抽中奖品[绿色大米1份]，请在7天内使用电脑登陆进入链接 完善相关收货信息以便正常收取奖品噢~了解活动详情请点击 http://t.cn/RZFuFU1，@哈尔滨环保 ，祝新春愉快，羊年大吉！	NONE	AGAINST	False
808	春节放鞭炮	#生活贴士#【烟花爆竹安全燃放指南】不同种类的烟花爆竹有不同安全燃放常识。①爆竹类：安全引线应为绿色、无霉变、无损坏；②喷花类：应稳定直立于硬地之上；③线香类：点燃顶部纸条，方向朝下倾斜；④最关键，雾霾天，所有烟花炮竹都不宜燃放！过春节，我要蓝天，不放鞭炮！	AGAINST	AGAINST	True
809	春节放鞭炮	发表了博文《【白峰·闲言碎语】第70篇·放鞭炮》第70篇·放鞭炮少放些鞭炮多此人性关怀作者：白峰春节放鞭炮，是童年的乐趣，也是儿时的记忆。小时候，春节来临之时，我们总会把鞭炮弄的多多的，小朋友们一起玩|【白峰·闲...	FAVOR	FAVOR	True
810	春节放鞭炮	#春节放鞭炮# 这货...天生演技派，过完年了，鞭炮你玩明白了吗？|微视	NONE	FAVOR	False
817	春节放鞭炮	发表了博文 《各界响应“少放爆竹”倡议名人用行动支持“文明过节”》 - 日前，“春节期间少放烟花爆竹”文明倡议获得社会各界广泛关注和赞成。今天，一批知名人士纷纷响应倡议——“不放鞭炮一样能过热闹年 http://t.cn/8FLxBpG	AGAINST	AGAINST	True
822	春节放鞭炮	【春节将至年味浓 燃放烟花爆竹要注意！】贴春联、放鞭炮、包饺子是农历春节的传统项目，在光彩夺目、震耳欲聋的烟花爆竹燃放的背后，有不容忽视的隐患。在此民警提醒，春节将至，燃放烟花爆竹危害大，一定要注意消防安全，避免火灾及其它安全事故的发生，提倡大家安全文明过春节，尽量远离烟花爆竹。	AGAINST	AGAINST	True
825	春节放鞭炮	今年春节不放鞭炮，为了平稳过渡，避免某些人抵触。自告奋勇临到新春钟声响起就跑到楼下模仿鞭炮声吼个10分钟。	AGAINST	AGAINST	True
828	春节放鞭炮	#算是给津城PM2.5做点贡献吧#早晨接到老公电话说正在买鞭炮，我听后立即对其说服教育，还是响应“为了保护环境今年春节不放鞭炮”的号召吧，不管制度本身的好与坏，事实上能对环境少点污染就应该尽一份力，支持环保，从我做起嘛——感谢老公深明大义，倾情支持！	AGAINST	AGAINST	True
831	春节放鞭炮	【年俗系列，每天知道多一点 】春节是中国的传统节日，全国各地都有贴春联、放鞭炮、敲锣打鼓等习俗。了解中国传统习俗的同时，我们是否也可以多想想，当放鞭炮的老传统遭遇PM2.5的现代困境，我们可以怎么做？	NONE	FAVOR	False
834	春节放鞭炮	#消费提示# 【春节放鞭炮童鞋们一定注意安全】 1.不将鞭炮扔进下水道、井盖内等危险的地方；2.要把鞭炮固定住；3.不靠近点燃后未放响的鞭炮；4.儿童要在大人看护下燃放；5.放鞭炮地点选在室外开阔地区；6.远离正在燃放的爆竹或焰火；7.放完不要马上靠近燃放区；8.点鞭炮时保持安全距离。	AGAINST	NONE	False
835	春节放鞭炮	#春晚#春节，咱们国人最爱最重要的传统节日。从小就盼望着过年，正如像贴春联，放鞭炮，置办年货，拜年访友，拿压岁钱等一样，全家一起看春晚早已像年俗一般印在我的心田。不管别人怎么看你，我始终对你如同初恋。每当《难忘今宵》响起，这才点赞了我心中的过年！！！	FAVOR	FAVOR	True
836	春节放鞭炮	#春节1980s#今天农历腊月二十三。按照豫西南传统的春节习俗，今天正式开始进入过年的前奏。晚上要吃饺子，要放鞭炮；中午要自己炕火烧（一种面饼，面要揉得十分劲道，加上少许的盐、花椒等，厚度约铅笔的直径。放在锅里，大火烧，两面翻），作为一年的干粮补充，意味着日子红红火火，不缺吃的。	FAVOR	FAVOR	True
838	春节放鞭炮	#春节快乐#第二个掌厨的春节，也是我们家实施环保计划～不放鞭炮的春节。今个最大梗就挑战的红烧鱼失败了。但是出乎意料的扣肉味道不错。。。。开吃 |怒江傈僳族...	AGAINST	AGAINST	True
844	春节放鞭炮	#我想回家#传统的春节，传统的中国人，传统的父母，不回家过年，怎么叫一家团圆。不放鞭炮，不买年货，不路途辛苦，怎么体会回家的迫切心愿 详情:|我想回家	FAVOR	FAVOR	True
845	春节放鞭炮	#绘本推荐#《年兽来了》：这是一个中国传统的民间故事，老人把年兽降服的情节很简单，却难得地让儿子喜欢。P10有一张年兽图，画着年肺、年腮、年胃、年糕、年肝；P12那祠堂门上贴着的门神是可以打开看看的。门神、烛台、放鞭炮、舞龙、舞狮……儿时常见的农村的春节情景，如今已是难寻，不是不遗憾的	FAVOR	FAVOR	True
846	春节放鞭炮	#知音你早#春节啦~知音们过年好！今天是迎来癸巳蛇年的日子，也是中华民族最隆重的传统佳节，春节。不知道今天大早起的知音们在忙些什么呢？贴春联、放鞭炮还是在走访亲友呢不管做什么，一家人其乐融融在一起就是最好的。凤凰知音在此也祝愿世界各地的会员朋友渡过一个喜庆、祥和、美满的春节~	FAVOR	FAVOR	True
849	春节放鞭炮	公权干涉私权到了无以复加的地步：每到春节就提倡不放鞭炮，实际上是让百姓牺牲自己的传统，给现代工业造成的污染让路。 每到清明就提倡新型殡葬方式，让入土为安的传统反而变成陈腐的“旧观念”。试问，你敢干涉少数民族的殡葬习俗吗？你敢用行政手段强行从公务员开始推行殡葬“三不留”吗？	FAVOR	AGAINST	False
852	春节放鞭炮	呼吁一下：今年春节不放鞭炮！同意的举手。	AGAINST	AGAINST	True
854	春节放鞭炮	【我市文明洁净过大年】年味浓浓,雾霾浓浓，往年春节期间，烟花爆竹让空气污染颇为严重。今年春节期间，我市市民少放或不放鞭炮，用环保的方式来欢度新春佳节，过了一个清新、环保、舒适的“低碳”春节。家住安惠苑的王明先生说：“希望更多的人加入不放鞭炮的行列。”详见：http://t.cn/RwC6xQD	AGAINST	AGAINST	True
855	春节放鞭炮	#MYFM歌不停#今天我们一起来聊一聊，春节放鞭炮，你支持吗？最近网上有一组图片特别火，环卫工老大爷和老伴拿着一张呼吁大家春节少放鞭炮让老伴早点回家的牌子。春节放鞭炮，你还支持么？来聊聊吧~	NONE	AGAINST	False
858	春节放鞭炮	发表了博文《少放鞭炮吧，让老年俗回归“新常态”》钟倩据《济南时报》报道，济南市全民参与环保行动工作组、市环保局9日向广大市民发出倡议：今年春节期间少放或不放烟花爆竹，过一个文明祥和的环保年。　　烟花爆|少放鞭炮吧...	AGAINST	AGAINST	True
859	春节放鞭炮	我刚刚填写了问卷星上的一个问卷（人们对春节放鞭炮），大家一起帮忙来填写吧！ http://t.cn/Rwnx25D	NONE	FAVOR	False
860	春节放鞭炮	【雾霾天引发关注 济南鞭炮垃圾比去年少四成】春节前全省多地出现持续的雾霾天气,空气质量问题引发关注,不少市民今年过节自觉少放或不放鞭炮,使烟花爆竹销量减少,鞭炮垃圾也大大减少。春节期间省城清理鞭炮纸屑889吨,比去年同期减少四成多。	AGAINST	AGAINST	True
861	春节放鞭炮	【网友建议过年少放或不放鞭炮，你赞同吗？ 】春节临近，宁乡城镇及乡村都喜欢燃放鞭炮、礼花，我曾记得过年前后的老家黄材街上鞭炮声震耳欲聋，满地通红的纸屑。-宁乡网-红网宁乡站 http://t.cn/8Fz3Fsh	AGAINST	AGAINST	True
866	春节放鞭炮	#生活资讯#【春节放鞭炮注意安全小常识】在春节到来之际，提醒大家在燃放烟花炮竹时一定要注意安全，防止危险发生，防患于未然！请注意以下几点：	FAVOR	FAVOR	True
870	春节放鞭炮	#我为优秀传统文化代言#包粽子，贴对联，祭拜，放鞭炮烟花…这些可是过新年必不可少的前奏~在古代，最重要的是冬至，但是最团圆的可是春节，所以让我们上一锅圆圆的肉丸吧 @广西大学共青团 @广西大学中加国际学院 @黄菀菀不是guan	FAVOR	FAVOR	True
871	春节放鞭炮	【墨尔本春节活动】今年不回国的同学在这里同样可以感受到春节的氛围！从2013年一月起，墨尔本将会有一系列活动迎接春节。每个场地提供其自己独特的节日主题，表演和食品。大家将体验中国舞狮，放鞭炮，传统民间音乐，舞蹈演员，武术表演等。活动从1月13开始到到2月17结束。（via@墨尔本团购缤纷淘 ）	FAVOR	AGAINST	False
873	春节放鞭炮	发表了博文《春节放鞭炮（王韵芝）》现在是2015年的冬春交替之际，也是春节即元旦到来的时候。今天，二月十九号，正好就是春节。春节指的是我们中国华夏民族的元旦，农历的第一天，正月初一。春节又称农历新年、|春节放鞭炮...	FAVOR	FAVOR	True
874	春节放鞭炮	#烟花易冷还引起雾霾# ” 元宵节&情人节“再次呼吁： 表达爱意方法多多，我们不放烟花！ 合家欢乐喜庆祥和，我们不放鞭炮！ 春节PM2.5浓度降近四成 政府提倡百姓支持 京津地区少放鞭炮作用明显 ”元宵节&情人节“继续保持- 地球医生环保工作室 http://t.cn/8F0hWsZ	AGAINST	AGAINST	True
886	春节放鞭炮	和家人说，环保组织倡议春节不放鞭炮。大人小孩都同意不买了。 俺窃喜，省了鞭炮钱。	AGAINST	AGAINST	True
889	春节放鞭炮	我们的节日——春节 春节是中国最富有特色的传统节日。它标志农历旧的一年结束，新的 一年已经开始。春节是我国一个古老的传统节日，也是全年最重要的一个节日，因此春节的习俗也多种多样，有贴春联、放鞭炮、敲锣打 鼓、吃饺子、给压岁钱等习俗。 不同时期、不同地区、不同民族的 习俗都不相同。	NONE	FAVOR	False
895	春节放鞭炮	#春节放鞭炮#除夕夜燃放鞭炮将小区内堆放的垃圾引燃，烧毁了四辆车以及物业大楼北侧墙面。提醒博友：安全意识时刻都要放在心头。	AGAINST	FAVOR	False
902	春节放鞭炮	#【禁烟花？】#春节放鞭炮，若干年前我对禁止令强烈反对，因为这是一个行不通且伤害本来就无多少娱乐的民众感情，自从PM2.5日益高攀之后，我开始支持限制燃放，毕竟好环境对我们太稀缺了，但考虑到数千年的传统，我觉得不妨借鉴凯撒大帝的胡子税的做法——征收燃放税，而不是清朝留头不留发的做法。	FAVOR	FAVOR	True
903	春节放鞭炮	发表了博文《练字》春节即将来临，我知道大家一定非常喜欢过春节，因为可以贴春联，看春节联欢晚会，走亲访友，放鞭炮&bull;&bull;&bull;&bull;&bull;&bull;记得去年春节来临时|练字	FAVOR	FAVOR	True
904	春节放鞭炮	因为雾霾天气，春节前，各种媒体，公司，学校等团体都提倡大家环保过节，不放或少放鞭炮。但除夕，破五，元宵节轰隆隆的鞭炮爆炸声告诉我们：道德约束多么苍白，无力！	AGAINST	AGAINST	True
908	春节放鞭炮	#时政新闻#【不放鞭炮 让春节既安全又环保 】春节燃放的鞭炮不仅让垃圾成倍增长，由此造成的安全隐患、空气污染更是不能忽视。每年春节，医院都会接收到被鞭炮炸伤、烧伤的病人，全市除夕当天的消防接处警量非常大，安全重于泰山，防患于未然很关键······	AGAINST	AGAINST	True
909	春节放鞭炮	【环卫工人，海南三亚游客说啦：“今年不放烟花鞭炮！”】当清洁工人发出“市民少放鞭炮，工人早回家”心愿，海南三亚游客也隔空喊话啦！从黑龙江来三亚过春节的李女士说，今年不放烟花鞭炮，不污染三亚的好空气；河南游客黄先生说将尽举手之劳为三亚增添一份干净。（孙婧）http://t.cn/Rw7IRiD您呢？	AGAINST	AGAINST	True
920	春节放鞭炮	发表了博文 《家长如何带孩子过一个有意义的春节》 - 一、了解过年的习俗  春节作为中国传统的节日，有一些传统的习俗，比如放鞭炮、购年货、贴对联，贴年画、发压岁钱、拜年、包饺子、吃年夜饭等，家长可 http://t.cn/zj36jIt	FAVOR	FAVOR	True
921	春节放鞭炮	你们呼吁不放鞭炮我忍了，可为什么你们要把污染环境的责任推到鞭炮头上，一年就一次难道还胜过你们的全面的污染，我就不相信PM2.5是鞭炮造成的，放一个春节的鞭炮还低不上一个污染企业一个月的排放，你们有什么资格不让我放鞭炮，去你大爷的只是老纸比较尊重你们 我在:|飞霞北路	FAVOR	AGAINST	False
923	春节放鞭炮	【春节不放烟花爆竹最好】“为了您的健康，为了共同家园的美好，春节期间不放鞭炮！”环保志愿者刘红星在微博上发出倡议后，经成都晚报、成都晚报新浪官方微博关注，先后有14个社区响应。社区广播滚动播放倡议书、手机短信呼吁春节不放烟花爆竹、社区公告栏张贴温馨提示……http://t.cn/zYcACQa	AGAINST	AGAINST	True
926	春节放鞭炮	惠州在我出生第二年开始禁鞭，每次聊到过年啊爆竹啊爸妈就会讲，那个还是家家户户放鞭炮，房子外面硝烟弥漫能见度只有一两米的春节，一对没有经验的年轻父母，担心只有一个多月的我被鞭炮声吓到，用棉花把我耳朵塞住然后把小小的婴儿用被子整个严严实实包起来。	NONE	FAVOR	False
929	春节放鞭炮	"【当鞭炮齐鸣遇到空气污染 春节燃放鞭炮传统会否改变】""新年到，好热闹。穿新衣，放鞭炮…...""震耳欲聋的鞭炮声总能唤起我们很多人心中关于春节的那份兴奋和期待！可是，目前，越来越少的鞭炮声是否让您对春节的期待没了着落？沿袭千年的文化传统在现代生活中将怎样变迁？http://t.cn/RGbkD98"	FAVOR	FAVOR	True
930	春节放鞭炮	#你是被鞭炮声吵醒的吗#春节不放鞭炮，如今几千年的传统，已经丢得沒多少了，珍惜吧，以后都不知到什么是过年了， |你是被鞭炮... 我在:|326省道	FAVOR	AGAINST	False
932	春节放鞭炮	今年春节放鞭炮少了四成，让人一度觉得欣喜，看来许多人已经懂得爱护环境了。没想到，元宵节又炮火连天了。这无异于苦中作乐啊！人人都是要出门的，不要等到大雾阴霾再怨天尤人啊！	AGAINST	AGAINST	True
933	春节放鞭炮	#春节少放炮# 少放点鞭炮，不是这点事。要想保护环境，那就去好好整治那些工厂排放、汽车尾气等等，懂？放鞭炮是传统春节传下来的，不放鞭炮还算过年，那么些年大家一起放鞭炮怎么就没污染成现在这样？竟瞎扯些没用的，以为很爱国很环保，小儿无知。 详情:http://t.cn/zY2aekQ	FAVOR	FAVOR	True
942	春节放鞭炮	不让放鞭炮，保护环境从自身做起，呵呵，貌似百年前鞭炮比今天猛，环境也比今天不知好多少，传统没了，工业却更发达，春节越来越不春节，生命会变得毫无意义。信仰，不过是人自己给自己找的，无此，空虚恐惧接踵而至！	FAVOR	FAVOR	True
946	春节放鞭炮	一年一度纠结是否买鞭炮的时刻又到了…为了不让我妈买，我把春节放鞭炮是为了不让叫“春”的怪物为祸人间戮走少女，而不是什么福事的传说讲给了麻麻，结果我妈恍然大悟……说:那更得买了！咱家有个少女！！！	FAVOR	FAVOR	True
948	春节放鞭炮	#晚安#【淘宝出现9.99元“鞭炮险”】在孩子的记忆里,过春节放鞭炮几乎是保留节目,但缺乏自我保护能力的孩子面临被鞭炮炸伤的风险。近日,在淘宝保险就有保险公司推出了专门针对少年儿童烟花爆竹意外的“鞭炮险”,该产品仅限父母为子女投保。希望大家平平安安,不要出现赔付的情况。@思源经纪 @张鹏sys	FAVOR	NONE	False
951	春节放鞭炮	#我的春节这样过# 马年的春节实行了个三不：不放鞭炮、不开车出门、不大吃大喝。主要是为了环境，为了身体！不是新鲜事但是实际是！	AGAINST	AGAINST	True
953	春节放鞭炮	今天晚上就尽看CCTV6了，没想到下映才一个月的片子就能上电视…2个呢虽然不是特别出彩，但还是可以看看的，主要是都有一些别出心裁的剧情。2个老天王还是可以保证一定质量的~诶，初四迎财神就要这么过去了，反正今年都不放鞭炮，春节也不放，财神也不放，可以睡觉了~	AGAINST	AGAINST	True
955	春节放鞭炮	【7天长假禾城空气质量还不错】春节7天长假已经结束了，很多人感觉这个春节放鞭炮的越来越少了。市环境监测站的数据显示，春节7天假期里，市区空气质量整体还不错，好于去年同期，受雨水影响呈现“小清新”。据预测，在未来几天直到月底，受本地雨水影响，空气还会继续保持在优良水平。	NONE	FAVOR	False
957	春节放鞭炮	今年过年放鞭炮的特别少 一点年味儿都没有 一个中央电视台的主持人还说：“难道春节真的是无炮不欢吗”。他妈的 过年不放鞭炮 还有啥意思啊 还好意思问 真他妈应该拉出去 枪毙五分钟	FAVOR	AGAINST	False
960	春节放鞭炮	放鞭炮咋不行啊！支持放鞭炮	FAVOR	FAVOR	True
968	春节放鞭炮	#芒果TV小年夜嗨通晚# 采莲船，记得春节年初三四家里面也玩这个，还要放鞭炮呢，传统文化希望能继续发扬下去。	FAVOR	FAVOR	True
969	春节放鞭炮	#喜欢什么怪味道#喜欢春天鸟语花香 喜欢夏天雨后的清新 喜欢秋天东平湖里的肥鱼 喜欢冬天 过春节放鞭炮的味道 |喜欢什么怪...	FAVOR	FAVOR	True
973	春节放鞭炮	【相关部门呼吁不放或少放鞭炮】过春节，农村不放炮根本行不通，鞭炮声在农村是节气喜庆的标志，少放一点还是是可以的！	FAVOR	AGAINST	False
974	春节放鞭炮	#农历：大年初一#在老家过着传统的春节，热闹熟悉~每家人都在大年三十的12点，开始放鞭炮，因此一到12点就开始有鞭炮声响起，每家人都在自家的放的鞭炮声中诉说这对来年的憧憬与希望。也祝大家在新的一年开开心心，平平安安，顺顺利利~	FAVOR	FAVOR	True
976	春节放鞭炮	【新闻资讯】【羊年春节之“变”：抢红包玩“疯” 环保过新年】随着时代和互联网科技的发展，春节的过法也是新意跌出：从发红包的方式、到拜年的手段、再到跨年夜不放鞭炮，都在悄悄改变着了传统的过年方式。让我们一起来看看今年是怎样过年的，又有着怎样的变化？http://t.cn/RwNDjEE	NONE	AGAINST	False
977	春节放鞭炮	#BamBam# 【“破五”迎财神】初五俗称“破五”，春节里的各种禁忌过了今天便可破除。传说今天是财神生日，以往人们黎明起，放鞭炮，焚香拜神。转发这只财神爷，今年会发发发发发	NONE	FAVOR	False
991	春节放鞭炮	今年春节不放鞭炮，得到了家人的大力支持，特别是孩子的支持，看来环保意识在下一代已经逐步养成了。	AGAINST	AGAINST	True
1005	春节放鞭炮	【时事要闻】春节期间阖家团圆，亲友相聚，一年的辛苦需要在尽情玩乐中消解。对春节而言，玩是件大事。除了传统的放鞭炮、游园、打麻将、打牌之外，今天的中国人在春节期间的玩法越来越个性化、多样化。有人回家玩，就有... |正月里，吃...	FAVOR	FAVOR	True
1007	春节放鞭炮	#春节放鞭炮#一直以来每逢过年过节，很多地方都会有放鞭炮的习俗，爆竹增添了不少节日的气氛，然而近年来随着一些地区PM2.5爆表连连发生，以及每年春节期间因烟花爆竹伤人的事件频频被曝出，很多人开始倡议春节期间不要放鞭炮。春节放鞭炮你支持or反对？ http://t.cn/RbeEcFD	NONE	AGAINST	False
1008	春节放鞭炮	#少放鞭炮让环卫工回家# 喜庆，不在放多少鞭炮，而在于心灵的舒坦；爱心，不在于嘴上，而在于体贴；善良，不在于花言，而在于行动。春节少放或不放鞭炮，你好，为好，大家好，空气也好，环卫工人更好！	AGAINST	AGAINST	True
1012	春节放鞭炮	多部门拍组照呼吁春节不放鞭炮(组图)	AGAINST	AGAINST	True
1021	春节放鞭炮	今天高速公路堵车，意料之中。所以五一节没有出游。在家里打扫卫生，真正是过劳动节。也很开心了。放松的方法很多，在家也可以放松。何必非要出去挤热闹，徒增烦恼。就像过春节，现在再也不放鞭炮了，一来不污染空气，二来不吵闹到人家，毕竟时代不同我小时候了。 我在这里:|上海·上海...	AGAINST	AGAINST	True
1023	春节放鞭炮	今年安静的坐着烤火守岁看春晚感受热闹的春节气息 今年12点不放鞭炮了 每年每年不一样 过年又大了一岁又要懂事些 提前祝新年快乐阖家幸福❤希望今年快快乐乐家庭美满工作顺心❤	AGAINST	AGAINST	True
