ID	TARGET	TEXT	STANCE	WORDS	LENGTH
565	IphoneSE	所以就变前任了吗！其实我家也是这样……我嫌弃6P……然后就出了他的6P换了SE……	FAVOR	所以 就 变 前任 吗 其实 我家 也 是 这样 我 嫌弃 number p 然后 就 出 他 number p 换 se	22
566	IphoneSE	苹果便会带来这款手机。那么，在大屏手机流行的今天，苹果为什么还要逆势反推一款小尺寸机型呢	FAVOR	苹果 便 会 带来 这 款 手机 那么 在 大 屏 手机 流行 今天 苹果 为什么 什么 还要 逆势 反推 一款 小 尺寸 机型 呢	25
567	IphoneSE	第一次发现了安卓以外吸引我的好手机。所以我选尊享版。	FAVOR	第一 第一次 一次 发现 安 卓 以外 吸引 我 好 手机 所以 我 选 尊 享 版	17
568	IphoneSE	手持5s想换se的大有人在，对于我来说，小尺寸高配的手机你还能找出比se更好的机子？	FAVOR	手持 number s 想 换 se 大有人在 有人 在 对于 我 来说 小 尺寸 高 配 手机 你 还 能 找出 比 se 更好 机子	25
569	IphoneSE	本来想买的，这要考虑下了。毕竟小屏才有手机的感觉…再也不想用大家伙了！	AGAINST	本来 想买 这 要 考虑 下 毕竟 小 屏 才 有 手机 感觉 再也 不想 用 大家 大家伙 家伙	19
570	IphoneSE	另一个手机满格，这始终两格	AGAINST	另 一个 手机 满 格 这 始终 两 格	9
571	IphoneSE	回答我 iphone5se值不值得买？	NONE	回答 我 iphone5se 值不值 值不值得 不值 值得 买	8
573	IphoneSE	看上去，比较适合女性朋友们使用的吧	FAVOR	看上 看上去 上去 比较 适合 女性 女性朋友 朋友 们 使用	10
575	IphoneSE	 不过非阳光下还是灰常不错的！	FAVOR	不过 非 阳光 下 还是 灰 常 不错	8
576	IphoneSE	我由iPhone6P转SE，单手触控感觉良好！	FAVOR	我 由 iphone6p 转 se 单手 触 控 感觉 感觉良好 良好	11
577	IphoneSE	并不是单纯提升所谓的性能就能超越的！他是一个时代！	AGAINST	并 不是 单纯 提升 所谓 性能 就 能 超越 他 是 一个 时代	13
579	IphoneSE	我觉得续航肯定大悲剧，想象一下IP6续航的一半多么可怕	AGAINST	我 觉得 续航 肯定 大 悲剧 想象 一下 ip6 续航 一半 多么 可怕	13
580	IphoneSE	或许真的是这个行业的从业人员和爱好者喜欢小屏机。5se最大的意义其实应该是继续深化手机产品的分众趋势：消费者大小屏都用过了之后更清楚自己要什么。	NONE	或许 真的 是 这个 行业 从业 从业人员 人员 爱好 爱好者 好者 喜欢 小 屏 机 number se 最大 意义 其实 应该 是 继续 深化 手机 产品 分 众 趋势 消费 消费者 大小 屏 都 用 过 之后 更 清楚 自己 要 什么	42
581	IphoneSE	。。iPhone6还有6plus要卖不出去了！！	FAVOR	iphone6 还有 number plus 要 卖不出去 不出 出去	8
582	IphoneSE	虽然我是忠实的苹果粉丝用的笔记本、手机和iPad都是苹果但是对于这款iPhoneSE我确一点也不心动	AGAINST	虽然 我 是 忠实 苹果 粉丝 用 笔记 笔记本 手机 ipad 都 是 苹果 但是 对于 这款 iphonese 我 确 一点 也 不 心动	24
583	IphoneSE	iphone se这个配置这个价格，我心动了	FAVOR	iphone se 这个 配置 这个 价格 我 心动	8
584	IphoneSE	真机好Q啊啊啊啊啊	FAVOR	真 机 好 q 啊啊啊 啊 啊	7
586	IphoneSE	要让用户只为价值买单。硬件如此暴利还值得粉吗，你的消费观是什么	AGAINST	要 让 用户 只 为 价值 买单 硬件 如此 暴利 还 值得 粉 吗 你 消费 消费观 是 什么	19
588	IphoneSE	网上定的IPhone SE终于到了 开心 不黄屏 么么哒	FAVOR	网上 定 iphone se 终于 到 开心 不 黄 屏 么 么	12
589	IphoneSE	重度使用一天无压力，但到20%时得开启低电量模式	FAVOR	重度 使用 一天 无 压力 但 到 number 时 得 开启 低电量 电量 模式	14
590	IphoneSE	除了尺寸和造型之外，iPhone SE 和 iPhone 6s 还是存在一些细节方面的差异的。	NONE	除了 尺寸 造型 之外 iphone se iphone number s 还是 存在 一些 细节 方面 差异	15
591	IphoneSE	今天卖的iPhoneSE玫瑰金，的确够屌	FAVOR	今天 卖 iphonese 玫瑰 金 的确 够 屌	8
594	IphoneSE	从苹果5开始到今天的se，中途就6，6p稍微挽回了点存在感，其他产品基本一坨s	AGAINST	从 苹果 开始 到 今天 se 中途 就 number number p 稍微 挽回 点 存在 感 其他 产品 基本 一 坨 s	22
597	IphoneSE	能不能不要和5s长得一样	AGAINST	能 不能 不能不 不能不要 不要 number s 长 得 一样	10
598	IphoneSE	iPhone SE不会让你失望。而且价格确实很良心！啥，你说太像5s别人认不出来？骚年，手机自己用着开心就行了，换手机不是为了别人换的you know？	NONE	iphone se 不会 让 你 失望 而且 价格 确实 很 良心 啥 你 说 太 像 number s 别人 认不出 认不出来 不出 出来 骚 年 手机 自己 用 着 开心 就行了 换 手机 不是 为了 别人 换 you know	39
599	IphoneSE	但是在某些配置上并不输iPhone6s。	FAVOR	但是 在 某些 配置 上 并 不 输 iphone6s	9
600	IphoneSE	跟我的4s 对比屏幕根本不算黄啊，，，	FAVOR	跟 我 number s 对比 屏幕 根本 不算 黄 啊	10
601	春节放鞭炮	说鞭炮声嘈的，就不能忍耐几天吗，一年就那么几天。本来现在过年气氛越来越差，你们这些反对者是想等韩国人夺走了春节才去惋惜？ |你是被鞭炮...	FAVOR	说 鞭炮 鞭炮声 炮声 嘈 的 就 不能 忍耐 几天 吗 一年 就 那么 几天 本来 现在 过年 气氛 越来 越来越 差 你们 这些 反对 反对者 是 想 等 韩国 人 夺走 春节 才 去 惋惜 你 是 被 鞭炮	40
602	春节放鞭炮	今年省城的小年夜比较安静，几乎没有听到鞭炮声。以往鞭炮声声的小年夜，为何变得如此安静?请看@大众日报 记者的调查采访。http://t.cn/RbFWk1c	NONE	今年 省城 小年夜 年夜 比较 安静 几乎 没有 听到 鞭炮 鞭炮声 炮声 以往 鞭炮 鞭炮声 炮声 声 小年夜 年夜 为何 变得 如此 安静 请 看 大众 大众日报 日报 记者 调查 采访 http t cn rbfwk1c	35
603	春节放鞭炮	可能过年都没了，要感受过年，需要出国去。放鞭炮是有某些风险，但也就几天，但有危险就要禁吗？开车的危险相比放鞭炮，更大了去了，是否也要禁？	AGAINST	可能 过年 都 没了 要 感受 过年 需要 出国 去 放鞭 放鞭炮 鞭炮 是 有 某些 风险 但 也 就 几天 但 有 危险 就要 禁 吗 开车 危险 相比 放鞭 放鞭炮 鞭炮 更 大 去 是否 也 要 禁	40
610	春节放鞭炮	因为PM2.5，春节不放鞭炮空气就会好吗？那是因为汽车太多了，排放尾气的原车，为什么不提倡不开汽车，或者不在制造汽车呢！！！！ 详情:|除夕求放假	FAVOR	因为 pm2 5 春节 不 放鞭 放鞭炮 鞭炮 空气 就 会 好 吗 那 是因为 因为 汽车 太 多 排放 尾气 原 车 为什么 什么 不 提倡 不 开 汽车 或者 不 在 制造 汽车 呢 详情 除夕 求 放假	40
611	春节放鞭炮	或春节可以不放鞭炮，烟花，改用锣鼓既不更为环保健康！政府还是要起到引导作用啊！	AGAINST	或 春节 可以 不 放鞭 放鞭炮 鞭炮 烟花 改用 锣鼓 既 不 更为 环保 健康 政府 还是 要 起到 引导 作用 啊	22
612	春节放鞭炮	#春节少放鞭炮# 能不能不放或者少放烟花？雾霾大家都抱怨 还是做一些大家力所能及的爱护环境的事	AGAINST	春节 少 放鞭 放鞭炮 鞭炮 能 不能 不能不 放 或者 少 放 烟花 雾 霾 大家 都 抱怨 还是 做 一些 大家 力所能及 所能 能及 爱护 环境 事	28
616	春节放鞭炮	放鞭炮等，后者因为会导致区域压力值升高在二十年前被全面替换为电子烟花…这里是考点。嗯？想放假？（微笑）别天真了【bot：新年快乐～	FAVOR	放鞭 放鞭炮 鞭炮 等 后者 因为 会 导致 区域 压力 值 升高 在 二十 二十年 十年 前 被 全面 替换 为 电子 烟花 这里 是 考点 嗯 想 放假 微笑 别 天真 bot 新年 新年快乐 快乐	36
617	春节放鞭炮	民间自觉行动，很多居民选择过一个节俭环保的春节，少放或不放鞭炮，于是，我们明显感觉到，鞭炮声真的少了。http://t.cn/8FjOHnX	AGAINST	民间 自觉 行动 很多 居民 选择 过 一个 节俭 环保 春节 少 放 或 不 放鞭 放鞭炮 鞭炮 于是 我们 明显 感觉 到 鞭炮 鞭炮声 炮声 真的 少 http t cn number fjohnx	33
619	春节放鞭炮	购买简易包装礼品，为环保尽一份力。。	AGAINST	购买 简易 包装 礼品 为 环保 尽 一份 力	9
620	春节放鞭炮	就是幸福！广大群众素质都在提高啊，好事！！#春节不放鞭炮#	AGAINST	就是 幸福 广大 广大群众 大群 群众 素质 都 在 提高 啊 好事 春节 不 放鞭 放鞭炮 鞭炮	17
621	春节放鞭炮	4、警察/环卫工人等可以在家好好过个年；5、做公益，用买鞭炮的钱去帮助真正需要的人；6、不扰民，想想你家附近有多少婴幼儿会被吵醒；7、欢迎补充……	AGAINST	警察 环卫 环卫工 环卫工人 工人 等 可以 在家 好好 过 个 年 做 公益 用 买 鞭炮 钱 去 帮助 真正 需要 人 不 扰民 想想 你家 附近 有 多少 婴幼 婴幼儿 幼儿 会 被 吵醒 欢迎 补充	38
622	春节放鞭炮	在中国传统节日春节中，放炮竹是不可缺少的习俗之一。然而有不少网友呼吁春节少放炮、不放炮以缓解空气污染。春节放鞭炮引发空气污染，该放还是不放？	NONE	在 中国 传统 传统节日 节日 春节 中 放炮 竹 是 不可 缺少 习俗 之一 然而 有 不少 网友 呼吁 春节 少 放炮 不 放炮 以 缓解 空气 空气污染 污染 春节 放鞭 放鞭炮 鞭炮 引发 空气 空气污染 污染 该 放 还是 不 放	42
629	春节放鞭炮	安静、祥和！支持的转发！ @抱猴子的兔子	AGAINST	安静 祥和 支持 转发 抱 猴子 兔子	7
630	春节放鞭炮	用行动将环保进行到底！ 我在:|长沙大道	AGAINST	用 行动 将 环保 进行 到底 我 在 长沙 大道	10
632	春节放鞭炮	春节若再放鞭炮，谁来拯救我们的空气?或许仅仅不放鞭炮不能彻底解决雾霾问题，但如果人人行动起来不放或者少放鞭炮，至少会在一定程度上减少噪音污染和雾霾给我们的生活环境带来的负面影响。	AGAINST	春节 若 再 放鞭 放鞭炮 鞭炮 谁 来 拯救 我们 空气 或许 仅仅 不 放鞭 放鞭炮 鞭炮 不能 彻底 彻底解决 解决 雾 霾 问题 但 如果 人人 行动 起来 不 放 或者 少 放鞭 放鞭炮 鞭炮 至少 会 在 一定 程度 上 减少 噪音 污染 雾 霾 给 我们 生活 环境 带来 负面 负面影响 影响	55
633	春节放鞭炮	在我住的城市/今年春节放鞭炮的少了一半还多/追起原因有二/笫一是考虑空气污柒/笫二是百姓嫌贵/笫三是花钱听响不实惠/笫四是过年的传统被颠复 大家看还有哪些原因	AGAINST	在 我 住 城市 今年 今年春节 春节 放鞭 放鞭炮 鞭炮 少 一半 还 多 追 起 原因 有 二 笫 一 是 考虑 空气 污 柒 笫 二 是 百姓 嫌贵 笫 三 是 花钱 听 响 不 实惠 笫 四 是 过年 传统 被 颠复 大家 看 还有 哪些 原因	51
634	春节放鞭炮	谈理想，家人团聚其乐融融！2015，让美好的，留在心底；让遗憾的，随风而去。2016，重新起航！	FAVOR	谈 理想 家人 团聚 其乐融融 乐融融 融融 number 让 美好 留在 心底 让 遗憾 随风 随风而去 number 重新 起航	19
635	春节放鞭炮	也给很多车主带来了一定的麻烦，因为每年都有不少汽车被鞭炮炸伤。那么，在这情况下车主该如何理赔?如何避免呢?[微博益起来]	NONE	也 给 很多 车主 带来 一定 麻烦 因为 每年 都 有 不少 汽车 被 鞭炮 炸伤 那么 在 这 情况 下车 主 该 如何 理赔 如何 避免 呢 微 博 益 起来	32
636	春节放鞭炮	各位给我个建议！我倾向于闷声大发财。。。	AGAINST	各位 给 我 个 建议 我 倾向 于 闷声 大 发财	11
637	春节放鞭炮	初五、正月十五这四天可以燃放烟花，但中间的日子会增加禁放时间。而今年市面上售卖的烟花爆竹，则以“环保类”为主。价格上要比传统烟花高出5%到10%。	AGAINST	初五 正月 正月十五 十五 这 四天 可以 燃放 燃放烟花 放烟 烟花 但 中间 日子 会 增加 禁放 时间 而 今年 市面 市面上 面上 售卖 烟花 烟花爆竹 爆竹 则 以 环保 类 为主 价格 上 要 比 传统 烟花 高出 到 number	41
639	春节放鞭炮	空气质量轻度污染，污染指数仅为去年同期的1/4。你家春节放鞭炮了吗？ http://t.cn/8Fioka2	NONE	空气 空气质量 气质 质量 轻度 污染 污染 指数 仅 为 去年 去年同期 同期 number 你家 春节 放鞭 放鞭炮 鞭炮 吗 http t cn number fioka2	25
642	春节放鞭炮	应当放。因雾霭形成是湿气加工业污染毒素。而火正是湿气的克星，所以去年春节放鞭炮后几天北京天空反而晴朗；从宗教角度，净空法师2012年曾因担心炸伤其他维次众生而反对。（1）	NONE	应当 放 因 雾霭 形成 是 湿气 加工 加工业 工业 污染 毒素 而 火 正是 湿气 克星 所以 去年 春节 放鞭 放鞭炮 鞭炮 后 几天 北京 天空 反而 晴朗 从 宗教 角度 净空 法师 number 年 曾 因 担心 炸伤 其他 维 次 众生 而 反对	46
643	春节放鞭炮	何不试着用环保低碳方式和孩子共度春节呢？从今天开始，带着家人以环保方式走向低碳生活吧！,一起《不放鞭炮不烧纸 移风易俗过新年》 |不放鞭炮不...	AGAINST	何不 试 着 用 环保 低 碳 方式 孩子 共度 春节 呢 从 今天 开始 带 着 家人 以 环保 方式 走向 低 碳 生活 一起 不 放鞭 放鞭炮 鞭炮 不 烧纸 移风易俗 易俗 过 新年 不 放鞭 放鞭炮 鞭炮 不	41
644	春节放鞭炮	如果平时工业排放和尾气排放都少一点，365天都是好空气，请问又有谁会介意春节偶尔一天的超标呢 详情:|拒绝烟花爆...	FAVOR	如果 平时 工业 排放 尾气 排放 都 少 一点 number 天 都 是 好 空气 请问 又 有 谁 会 介意 春节 偶尔 一天 超标 呢 详情 拒绝 烟花 爆	30
645	春节放鞭炮	到现在一个也没有买，你们买了吗?	AGAINST	到 现在 一个 也 没有 买 你们 买 吗	9
647	春节放鞭炮	是没有兴趣，哈哈，一不小心还环保了 http://t.cn/8Ftp4sE	AGAINST	是 没有 兴趣 哈哈 一不小心 不小 小心 还 环保 http t cn number ftp4se	14
649	春节放鞭炮	就忍几天。毕竟就几天。有那口舌应该讨论讨论那长年累月无休无止萦绕在我们耳边的汽车喇叭声，电摩警报声，野蛮人永远改不了的随地吐痰、乱扔垃圾陋习，文明人的爱犬的随地狗屎……	NONE	就 忍 几天 毕竟 就 几天 有 那 口舌 应该 讨论 讨论 那 长年 长年累月 无休 无休无止 萦绕 萦绕在 我们 耳边 汽车 喇叭 喇叭声 电 摩 警报 警报声 野蛮 人 永远 改不了 不了 随地 随地吐痰 吐痰 乱 扔 垃圾 陋习 文明 人 爱犬 随地 狗屎	45
650	春节放鞭炮	被光明网等网站转载。半岛晨报新媒体再次倡议：从今天起，可以燃放烟花爆竹了，但是这个马年，咱们不放或者少放点鞭炮行不？http://t.cn/8Fto8cS	AGAINST	被 光明 光明网 等 网站 转载 半岛 晨报 新 媒体 再次 倡议 从今 从今天起 今天 起 可以 燃放 燃放烟花 放烟 烟花 爆竹 但是 这个 马 年 咱们 不 放 或者 少 放点 鞭炮 行 不 http t cn number fto8cs	40
652	春节放鞭炮	走亲戚、拜新年、吃年饭……春节这点事，我都喜欢。春节是举国欢庆合家团圆的节日，是中华民族的传统节日，一代代的传承，一年年的度过……每一年过春节，都会有不同的感受和不同的心情。	FAVOR	走亲戚 亲戚 拜 新年 吃 年饭 春节 这点 事 我 都 喜欢 春节 是 举国 举国欢庆 国欢庆 欢庆 合家 团圆 节日 是 中华 中华民族 民族 传统 传统节日 节日 一代 一代代 代代 传承 一年 年 度过 每 一年 过 春节 都 会 有 不同 感受 不同 心情	46
653	春节放鞭炮	村民坐茶馆招待客人。4除夕夜没有呛鼻鞭炮味：为了有好环境，她家一致决定，今后除夕再也不放鞭炮。详见《岳阳日报星期天》	AGAINST	村民 坐 茶馆 招待 客人 除夕 除夕夜 没有 呛鼻 鞭炮 味 为了 有 好 环境 她家 一致 决定 今后 除夕 再也 不 放鞭 放鞭炮 鞭炮 详见 岳 阳 日报 星期 星期天	31
654	春节放鞭炮	为了我们的老人和孩子健康，为了低碳环保生活，提倡今年春节不放或者少放鞭炮，平平安安欢欢乐乐过春节。	AGAINST	为了 我们 老人 孩子 健康 为了 低 碳 环保 生活 提倡 今年 今年春节 春节 不 放 或者 少 放鞭 放鞭炮 鞭炮 平平 平平安安 平安 安安 欢欢 欢欢乐乐 欢乐 乐乐 过 春节	31
655	春节放鞭炮	市民也是担心空气污染和噪声对健康造成伤害，所以自觉选择少放和不放，希望能坚持下去，过个安安静静的春节。	AGAINST	市民 也 是 担心 空气 空气污染 污染 噪声 对 健康 造成 伤害 所以 自觉 选择 少 放 不放 希望 能 坚持 坚持下去 下去 过 个 安安 安安静静 安静 静静 春节	30
656	春节放鞭炮	決定不放鞭炮，狗非常怕鞭炮聲，三姑最疼的母狗小白前年春節初六在一陣鞭炮聲中被汽車軋死！堂妹夫殼子在大門口拍照，一只老母雞立在左籬笆上看他呢！	FAVOR	決 定 不 放鞭 放鞭炮 鞭炮 狗 非常 怕 鞭炮 三姑 最 疼 母狗 小 白 前年 春 節 初六 在 一 陣 鞭炮 聲 中 被 汽 車 軋 死 堂 妹夫 殼 子 在 大 門 口 拍照 一只 老母 雞 立 在 左 籬 笆 上 看 他 呢	52
658	春节放鞭炮	我始终不明白，为什么要拿放鞭炮来说事儿”！ 答：现在人口这么多，居住这么集中。再发扬这种民俗就不是文化【文明】行为了。	FAVOR	我 始终 不 明白 为什么 什么 要 拿 放鞭 放鞭炮 鞭炮 来说 事儿 答 现在 人口 这么 多 居住 这么 集中 再 发扬 这种 民俗 就 不是 文化 文明 行为	30
659	春节放鞭炮	为了北京以后能有更多的蓝天，做出北京人自己一份微薄的力量。[呵呵]	AGAINST	为了 北京 以后 能 有 更 多 蓝天 做出 北京 人 自己 一份 微薄 力量 呵呵	16
662	春节放鞭炮	 // #我在看新闻# 《中国多地除夕PM2.5爆表》 主要系燃放烟花爆竹导致空气污染；武汉、长沙等地空气最差。 http://t.cn/8FiZlwC 来自@腾讯新闻客户端	AGAINST	我 在 看 新闻 中国 多 地 除夕 pm2 5 爆 表 主要 系 燃放 燃放烟花 放烟 烟花 爆竹 导致 空气 空气污染 污染 武汉 长沙 等 地 空气 最差 http t cn number fizlwc 来自 腾讯 新闻 客户 客户端	39
664	春节放鞭炮	我在爷爷奶奶家过年，放鞭炮的好多呀，声音太大了，我好害怕 我在:|112国道	AGAINST	我 在 爷爷 爷爷奶奶 奶奶 家 过年 放鞭 放鞭炮 鞭炮 好多 呀 声音 太 大 我 好 害怕 我 在 number 国道	22
666	春节放鞭炮	放鞭炮，贴春联，给压岁钱。隋代杜台卿在《五烛宝典》中说：“正月为端月，其一日为元日，亦云正朝，|春 &n...	NONE	放鞭 放鞭炮 鞭炮 贴 春联 给 压岁 压岁钱 隋代 杜 台 卿 在 五 烛 宝典 中 说 正月 为 端 月 其 一日 为 元日 亦 云 正 朝 春 n	32
667	春节放鞭炮	消防官兵及时赶到现场将大火扑灭,所幸火灾未造成人员伤亡。据调查,引起火灾的原因竟是车主自己放鞭炮。http://t.cn/8FI4XsV	NONE	消防 消防官兵 官兵 及时 赶到 现场 将 大火 扑灭 所幸 火灾 未 造成 人员 人员伤亡 伤亡 据调查 调查 引起 火灾 原因 竟是 车主 自己 放鞭 放鞭炮 鞭炮 http t cn number fi4xsv	32
668	春节放鞭炮	如遇空气重度污染橙色或红色预警一律禁放。22日哈市空气质量就给放鞭炮“戴了眼罩”，12个监测点空气质量全部为中重度污染，其中6个监测点AQI指数超过200。http://t.cn/8FtXemE #春节不放鞭#你愿意吗？	AGAINST	如 遇 空气 重度 污染 橙色 或 红色 预警 一律 禁放 number 日 哈市 空气 空气质量 气质 质量 就 给 放鞭 放鞭炮 鞭炮 戴 眼罩 number 个 监测 监测点 测点 空气 空气质量 气质 质量 全部 为 中重度 重度 污染 其中 number 个 监测 监测点 测点 aqi 指数 超过 number http t cn number ftxeme 春节 不 放鞭 你 愿意 吗	60
669	春节放鞭炮	就为环保出点力，今天春节不放鞭炮。 我在这里:|宿迁·锦绣...	AGAINST	就 为 环保 出点 力 今天 春节 不 放鞭 放鞭炮 鞭炮 我 在 这里 宿迁 锦绣	16
671	春节放鞭炮	废不废？再给你们长点见识吧 外国的斗牛 最后会把公牛刺死 残忍不残忍？某本捕鲸捕豚残忍不残忍 ？	AGAINST	废 不 废 再 给 你们 长 点 见识 外国 斗牛 最后 会 把 公牛 刺 死 残忍 不 残忍 某 本 捕鲸 捕 豚 残忍 不 残忍	28
673	春节放鞭炮	！！拍脑袋的规则能不能靠谱点！！！	FAVOR	拍 脑袋 规则 能 不能 靠 谱 点	8
675	春节放鞭炮	在以往我们过春节时总是要放鞭炮、逛庙会、走亲戚，但随着社会整体文明程度的提高，春节也在... |我眼中的春...	FAVOR	在 以往 我们 过 春节 时 总是 要 放鞭 放鞭炮 鞭炮 逛庙会 庙会 走亲戚 亲戚 但 随着 社会 整体 文明 程度 提高 春节 也 在 我 眼中 春	28
676	春节放鞭炮	年味十足，盛开过后，遍地彩花。在古时候，鞭炮是为除邪祭神之用，因此春节放鞭炮，其实很有讲究。过年放鞭炮是中华民族的一项传统，然而近些年却颁布了“禁放令”	FAVOR	年 味十足 十足 盛开 过后 遍地 彩花 在 古时 古时候 时候 鞭炮 是 为 除邪 祭神 之用 因此 春节 放鞭 放鞭炮 鞭炮 其实 很 有 讲究 过年 放鞭 放鞭炮 鞭炮 是 中华 中华民族 民族 一项 传统 然而 近些 近些年 却 颁布 禁放 禁放令	43
677	春节放鞭炮	包饺子、放鞭炮、吃年饭，尽情感受传统中国年的无限温情。注：参与该活动需要提前与农家院预订。地址：延庆县千家店镇，咨询电话：60188022	FAVOR	包 饺子 放鞭 放鞭炮 鞭炮 吃 年饭 尽情 感受 传统 中国 年 无限 温情 注 参与 该 活动 需要 提前 与 农家 农家院 预订 地址 延庆 延庆县 千家 店 镇 咨询 咨询电话 电话 number	34
678	春节放鞭炮	放鞭炮、贴对联、贴窗花，告诉她这是老祖宗传下来的东西，比圣诞节强多了。	FAVOR	放鞭 放鞭炮 鞭炮 贴 对联 贴 窗花 告诉 她 这 是 老祖 老祖宗 祖宗 传下 传下来 下来 东西 比 圣诞 圣诞节 强 多	23
679	春节放鞭炮	压岁钱、贴倒福、拜年、团圆饭等等。这些习俗都寓意着今年吉祥丰收、阖家幸福。在此费列罗Rocher祝愿大家春节快乐！（图片源自网络）	FAVOR	压岁 压岁钱 贴 倒 福 拜年 团圆 团圆饭 等等 这些 习俗 都 寓意 着 今年 吉祥 丰收 阖家 阖家幸福 幸福 在 此 费 列 罗 rocher 祝愿 大家 春节 春节快乐 快乐 图片 源自 网络	34
680	春节放鞭炮	比如春节不让放鞭炮、放烟花，但估计放鞭炮放烟花才是人们对其最深刻的印象与记忆。缺少了表达方式的传统节日，很难融入回人们的日常生活。	FAVOR	比如 春节 不让 放鞭 放鞭炮 鞭炮 放 烟花 但 估计 放鞭 放鞭炮 鞭炮 放 烟花 才 是 人们 对 其 最 深刻 印象 与 记忆 缺少 表达 表达方式 方式 传统 传统节日 节日 很 难 融入 回 人们 日常 日常生活 常生 生活	41
683	春节放鞭炮	医生提醒，市民不要宠物太过亲近，谨防意外。一旦受伤，市民应马上到定点医院接受正规的治疗。	AGAINST	医生 提醒 市民 不要 宠物 太 过 亲近 谨防 意外 一旦 受伤 市民 应 马上 到 定点 定点医院 医院 接受 正规 治疗	22
684	春节放鞭炮	不该喊百姓🈲，应该从源头抓起！要求停产…或者向英国学习～好闻无害的水果味烟花～～～啧啧️	NONE	不该 喊 百姓 应该 从 源头 抓起 要求 停产 或者 向 英国 学习 好闻 无害 水果 味 烟花 啧啧	19
685	春节放鞭炮	有一些体现，吃喝是一个方面，放鞭炮也是很好表现的途径，瑞雪兆丰年，烟花呈祥瑞，都有寄托期盼的内涵，所以有传承的必要	FAVOR	有 一些 体现 吃喝 是 一个 方面 放鞭 放鞭炮 鞭炮 也 是 很 好 表现 途径 瑞雪 瑞雪兆 瑞雪兆丰年 雪兆丰年 丰年 烟花 呈 祥瑞 都 有 寄托 期盼 内涵 所以 有 传承 必要	33
686	春节放鞭炮	在此，愿广大市民能度过一个安全祥和的新春佳节。可能纯文字有点单调，但真希望能给大家一个提醒，每个人都能过好一个美好的春节。	NONE	在 此 愿 广大 市民 能 度过 一个 安全 祥和 新春 新春佳节 佳节 可能 纯文字 文字 有点 单调 但 真 希望 能 给 大家 一个 提醒 每个 人 都 能 过 好 一个 美好 春节	35
687	春节放鞭炮	传统意义上的春节，放鞭炮接财神吃饺子一样不能少。	FAVOR	传统 传统意义 意义 上 春节 放鞭 放鞭炮 鞭炮 接财神 财神 吃饺子 饺子 一样 不能 少	15
688	春节放鞭炮	请自觉将自己的出口堵上。为了孩子，少上几次厕所又何妨？！	FAVOR	请 自觉 将 自己 出口 堵 上 为了 孩子 少 上 几次 厕所 又 何妨	15
689	春节放鞭炮	因为就可以和往年一样，跟姐姐和弟弟们一起尽情地玩，一起放鞭炮了。  我记得春节里最开心的事情，就是妈妈会 http://t.cn/zYj5stU	FAVOR	因为 就 可以 往年 一样 跟 姐姐 弟弟 们 一起 尽情 地 玩 一起 放鞭 放鞭炮 鞭炮 我 记得 春节 里 最 开心 事情 就是 妈妈 会 http t cn zyj5stu	31
690	春节放鞭炮	甚至是小城市也采取了一禁了之，好处确实有，坏处呢？那就是群体情绪的集体发泄少了个重要渠道。	FAVOR	甚至 是 小 城市 也 采取 一 禁 之 好处 确实 有 坏处 呢 那 就是 群体 情绪 集体 发泄 少 个 重要 渠道	24
691	春节放鞭炮	此外，烟花爆竹燃放后产生的化学物质和颗粒物会直接刺激人的鼻黏膜、呼吸道黏膜，危害身体健康。因此，我们倡导春节不放鞭炮http://t.cn/zY5hT3A	AGAINST	此外 烟花 烟花爆竹 爆竹 燃放 后 产生 化学 化学物质 物质 颗粒 颗粒物 会 直接 刺激 人 鼻黏膜 黏膜 呼吸 呼吸道 黏膜 危害 身体 身体健康 体健 健康 因此 我们 倡导 春节 不 放鞭 放鞭炮 鞭炮 http t cn zy5ht3a	38
693	春节放鞭炮	风风火火过大年！”这是我们的民族传统，但是这里也要提醒一下朋友们，为了我们的空气质量~过年放炮适可而止哦~	FAVOR	风风 风风火火 风火 火 过大年 大年 这 是 我们 民族 传统 但是 这里 也 要 提醒 一下 朋友 们 为了 我们 空气 空气质量 气质 质量 过年 放炮 适可而止 哦	29
694	春节放鞭炮	竟然拿相机去拍春节放鞭炮！@薰丨尐ImissU 买新的吗？你怎么看？——998.19（运费要25.81）	NONE	竟然 拿 相机 去 拍 春节 放鞭 放鞭炮 鞭炮 薰 尐 imissu 买 新 吗 你 怎么 看 998 19 运费 要 25 81	24
698	春节放鞭炮	吃什么熟饭，得多大雾啊，影响环境！对于这种呼吁还能说什么呢，只能夸句真单纯，梦做多了吧！	FAVOR	吃 什么 熟饭 得 多 大雾 啊 影响 环境 对于 这种 呼吁 还 能 说 什么 呢 只能 夸 句 真 单纯 梦 做 多	25
