ID	TARGET	TEXT	STANCE	WORDS	LENGTH
236	IphoneSE	iPhoneSE 感觉没有想入手的想发了	AGAINST	iphonese 感觉 没有 想 入手 想 发	7
237	IphoneSE	就冲苹果的流畅度，也足够秒杀一堆国产机了吧	FAVOR	就 冲 苹果 流畅 度 也 足够 秒杀 一堆 国产 国产机	11
238	IphoneSE	还不如华为手机了，3000多国产手机都很高端了！	AGAINST	还 不如 华为 手机 number 多 国产 国产手机 手机 都 很 高端	12
239	IphoneSE	哈哈哈哈哈哈iPhoneSE 为什么和5s一个样啊	AGAINST	哈哈 哈哈哈 哈哈 哈哈 哈哈哈 哈哈 iphonese 为什么 什么 number s 一个 一个样 啊	14
240	IphoneSE	我想不会有这么多人关心吧，再多的吐槽，你也不得不承认他是一部很好用的手机	FAVOR	我 想 不会 有 这么 多 人 关心 再 多 吐 槽 你 也 不得 不得不 承认 他 是 一部 很 好用 手机	23
241	IphoneSE	今年的iphone是SE的话我是不是要至少明年才能换手机了 ……用惯plus之后无法面对小屏啊。	AGAINST	今年 iphone 是 se 的话 我 是不是 不是 要 至少 明年 才能 换 手机 用惯 plus 之后 无法 面对 小 屏 啊	22
242	IphoneSE	然后在我旁边各种显摆，各种挑衅，出门后，她上了电动车，我上了奥迪。	NONE	然后 在 我 旁边 各种 显摆 各种 挑衅 出门 后 她 上 电动 电动车 动车 我 上 奥迪	18
243	IphoneSE	安卓完全无法和IOS比，在软件和硬件短时间内不会被轻易淘汰的情况下，还是一个比较不错的选择。	FAVOR	安 卓 完全 无法 ios 比 在 软件 硬件 短时 短时间 时间 内 不会 被 轻易 淘汰 情况 下 还是 一个 比较 不错 选择	24
244	IphoneSE	但屏幕用起来有点感觉不习惯了。	AGAINST	但 屏幕 用 起来 有点 感觉 不 习惯	8
245	IphoneSE	方便携带，分辨率清晰。	FAVOR	方便 携带 分辨 分辨率 辨率 清晰	6
246	IphoneSE	iPhoneSE就是为了清库存的	AGAINST	iphonese 就是 为了 清 库存	5
247	IphoneSE	可以可以 这下放心了，6s用户哭晕，5s再战两年   睡觉睡觉，可以不用看了	FAVOR	可以 可以 这 下 放心 number s 用户 哭 晕 number s 再战 两年 睡觉 睡觉 可以 不用 看	19
248	IphoneSE	4斤说没就没了。100，距离95还有一顶距离。现在矛盾了，如果很快达到95，iPhonese是买还是不买	NONE	number 斤 说 没 就 没了 number 距离 number 还有 一顶 距离 现在 矛盾 如果 很快 达到 number iphonese 是 买 还是 不 买	24
249	IphoneSE	6s的硬件配置，这是要逼疯多少中端机啊！！！	NONE	number s 硬件 配置 这 是 要 逼 疯 多少 中 端机 啊	13
250	IphoneSE	iPhone SE看得上眼的功能，也就是有NFC了…	AGAINST	iphone se 看得 上 眼 功能 也 就是 有 nfc	10
251	IphoneSE	真不咋地，打开记录本竟然卡死……	AGAINST	真不 咋 地 打开 记录 记录本 竟然 卡死	8
252	IphoneSE	为了小屏，决定转阵营买iPhone se	FAVOR	为了 小 屏 决定 转 阵营 买 iphone se	9
253	IphoneSE	外观怎么看都顺眼	FAVOR	外观 怎么 看 都 顺眼	5
254	IphoneSE	配备A9+M9的iPhoneSE感觉外观太没诚意了……	AGAINST	配备 a9 m9 iphonese 感觉 外观 太 没 诚意	9
255	IphoneSE	没有黄屏home键也没有松动	FAVOR	没有 黄 屏 home 键 也 没有 松动	8
256	IphoneSE	比前代突破大点，SE这个披着肾五皮肤的肾六还研发费用？设计和部件都是现成的	AGAINST	比 前代 突破 大 点 se 这个 披着 肾 五 皮肤 肾 六 还 研发 费用 设计 部件 都 是 现成	21
257	IphoneSE	可是我没钱可是我没钱可是我没钱 我得考虑一下去做家教了 生活怎么这么艰难 手机真的很卡。。。卡。。啊。啊啊	NONE	可是 我 没钱 可是 我 没钱 可是 我 没钱 我 得 考虑 考虑一下 一下 去 做 家教 生活 怎么 这么 艰难 手机 真的 很 卡 卡 啊 啊 啊	29
258	IphoneSE	单手操作挺好的 谁说手机非要大屏的 少放屁啦	FAVOR	单手 单手操作 操作 挺 好 谁 说 手机 非要 大 屏 少 放屁 啦	14
259	IphoneSE	三千多买个一线安卓品牌都比它强百倍。	AGAINST	三千 三千多 千多 买 个 一线 安 卓 品牌 都 比 它 强 百倍	14
260	IphoneSE	我觉得缺点就是棱角太过于锋利了。	FAVOR	我 觉得 缺点 就是 棱角 太 过于 锋利	8
261	IphoneSE	嫌贵可以买5s，5s过不了几天就会停产的。在这段时间可以考虑一下。	NONE	嫌贵 可以 买 number s number s 过 不了 几天 就 会 停产 在 这 段时间 时间 可以 考虑 考虑一下 一下	21
262	IphoneSE	说实话如没有别的理由，比如比较钟爱苹果之类的，可能更多人愿意看国产机吧	AGAINST	说实话 实话 如 没有 别的 理由 比如 比较 钟爱 苹果 之类 可能 更 多 人 愿意 看 国产 国产机	19
263	IphoneSE	屏幕尺寸个人喜欢吧，我认为是单手操作的最佳比例。	FAVOR	屏幕 尺寸 个人 喜欢 我 认为 是 单手 单手操作 操作 最佳 比例	12
264	IphoneSE	因为都是库存芯片啊……人家拆解了都发现内存颗粒和soc芯片实际上是去年六月八月生产的，那时候恰好是哪部手机发布之前几个月呢……	AGAINST	因为 都 是 库存 芯片 啊 人家 拆解 都 发现 内存 颗粒 soc 芯片 实际 实际上 是 去年 六月 八月 生产 那 时候 恰好 是 哪 部手机 手机 发布 之前 几个 月 呢	33
265	IphoneSE	光是初期预订就突破 350 万台了。	NONE	光是 初期 预订 就 突破 number 万台	7
266	IphoneSE	当你用过大屏再拿起小屏，真有那种想立马扔掉小屏的冲动！	AGAINST	当 你 用 过 大 屏 再 拿 起 小 屏 真 有 那种 想 立马 扔掉 小 屏 冲动	20
267	IphoneSE	但是，作为一个男人，我觉得我的肾更重要	NONE	但是 作为 一个 男人 我 觉得 我 肾 更 重要	10
268	IphoneSE	有调查显示，有41.6%的网友表示4英寸的iPhone很适合单手操控，必须鼎力支持；还有30.7%的网友表示，如何4英寸iPhone的价格和配置都相对合理的话就会考虑。	FAVOR	有 调查 显示 有 41 6 网友 表示 英寸 iphone 很 适合 单手 操控 必须 鼎力 鼎力支持 支持 还有 30 7 网友 表示 如何 英寸 iphone 价格 配置 都 相对 合理 的话 就 会 考虑	35
269	IphoneSE	但是这外观额。。。399美元好便宜。大家会买吗？	NONE	但是 这 外观 额 number 美元 好 便宜 大家 会 买 吗	12
270	IphoneSE	但卖的都非常快，这也让供应商几乎没有零部件库存压力，也在一定程度上冲击了小米、华为等国产手机厂商。	NONE	但 卖 都 非常 快 这 也 让 供应 供应商 几乎 没有 零部件 部件 库存 压力 也 在 一定 程度 上 冲击 小米 华为 等 国产 国产手机 手机 厂商	29
271	IphoneSE	，单手操作，特别开车难免看看手机，se很好的解决了！	FAVOR	单手 单手操作 操作 特别 开车 难免 看看 手机 se 很 好 解决	12
272	IphoneSE	iPhoneSE貌似摄像头不外突了，普天同庆	FAVOR	iphonese 貌似 摄像 摄像头 像头 不 外突 普天 普天同 普天同庆 天同 同庆	12
273	IphoneSE	之前手机里的照片怎么能找回来啊：（，开了一下照片流同步，结果就同步了几张在摩洛哥的照片，其他都没了呀	NONE	之前 手机 里 照片 怎么 能 找 回来 啊 开 一下 照片 流 同步 结果 就 同步 几张 在 摩洛 摩洛哥 照片 其他 都 没 呀	26
274	IphoneSE	更快的4g速度（体验不出），更高像素摄像头。所以买SE体验提升最大的是iphone 5的用户。	FAVOR	更快 number g 速度 体验 不 出 更 高像素 像素 摄像 摄像头 像头 所以 买 se 体验 提升 最大 是 iphone number 用户	23
275	IphoneSE	外观，握感，一般（上一步是5S），无缝切换放佛没有换手机。电池续航，惊喜。	FAVOR	外观 握 感 一般 上 一步 是 number s 无缝 切换 放 佛 没有 换 手机 电池 续航 惊喜	19
276	IphoneSE	店员说不知道，至今没有开过，天啦，16g都没有一台卖掉，这个市场多差	AGAINST	店员 说 不 知道 至今 没有 开 过 天 啦 number g 都 没有 一台 卖掉 这个 市场 多 差	20
277	IphoneSE	以后是不是还有各色mod、外壳dlc啊？ 再来个season pass……过两年再来个经典高清重制版（提高配置）……再过两年来个重制合集，包含123456啥的……能不能行了……	AGAINST	以后 是不是 不是 还有 各色 mod 外壳 dlc 啊 再 来 个 season pass 过 两年 再 来 个 经典 高清 重 制版 提高 配置 再 过 两年 来 个 重制 合集 包含 number 啥 能 不能 行	38
278	IphoneSE	我也把6给了妈妈用，自己定了一台se	FAVOR	我 也 把 number 给 妈妈 用 自己 定 一台 se	11
279	IphoneSE	堪称史上便宜的iPhone；后者4388元起，iPad Air2的大小享受iPad Pro的感觉。小屏时代似乎真的在招手了！	NONE	堪称 史 上 便宜 iphone 后者 number 元 起 ipad air2 大小 享受 ipad pro 感觉 小 屏 时代 似乎 真的 在 招手	23
280	IphoneSE	中国市场这么大，库克看到了钱景，却看不到我们的需求，这样的烂苹果像极了当初的诺基亚。	AGAINST	中国 市场 这么 大 库克 看到 钱 景 却 看不到 不到 我们 需求 这样 烂 苹果 像 极了 当初 诺基亚 基亚	21
281	IphoneSE	就是所谓的屏占比。如果iphone5s或者se有一个4.7或者5寸的屏幕，那就真的完美了。希望手机厂商能够长点脑子。	AGAINST	就是 所谓 屏 占 比 如果 iphone5s 或者 se 有 一个 4 7 或者 number 寸 屏幕 那 就 真的 完美 希望 手机 厂商 能够 长 点 脑子	28
282	IphoneSE	满意，尤其电池续航！	FAVOR	满意 尤其 电池 续航	4
283	IphoneSE	东西是挺好其实 但是你tm要提前做好保密啊！！俩月前就被曝光了 开发布会还有何意义	NONE	东西 是 挺 好 其实 但是 你 tm 要 提前 做好 保密 啊 俩 月 前 就 被 曝光 开 发布 发布会 还 有何意义 何意 意义	26
284	IphoneSE	CEO库克预计会推出新款小号iPhone，库克的举动无疑是反潮流的；一些用户不喜欢大屏设备，苹果希望新iPhone可以引诱他们升级。	NONE	ceo 库克 预计 会 推出 新款 小号 iphone 库克 举动 无疑 是 反潮流 潮流 一些 用户 不 喜欢 大 屏 设备 苹果 希望 新 iphone 可以 引诱 他们 升级	29
285	IphoneSE	别跟着安卓比大小了，他们还整天比内存和Core呢，苹果不需要参与以弥补缺陷为目的的比拼。如果6se是4寸，我就买。	FAVOR	别 跟着 安 卓 比 大小 他们 还 整天 比 内存 core 呢 苹果 不 需要 参与 以 弥补 缺陷 为 目的 比拼 如果 number se 是 number 寸 我 就 买	32
286	IphoneSE	所以留给我操作手机的手只有一只，当时我才真切感受到了 4 寸小屏的「美好」，屏幕上每一个角落我都能通过拇指去触碰。	AGAINST	所以 留给 我 操作 手机 手 只有 一只 当时 我 才 真切 真切感 受到 寸 小 屏 美好 屏幕 上 每 一个 角落 我 都 能 通过 拇指 去 触 碰	31
287	IphoneSE	苹果iPhone SE蚕食了不少当地品牌的市场份额	NONE	苹果 iphone se 蚕食 不少 当地 品牌 市场 市场份额 份额	10
288	IphoneSE	喜欢小屏幕的人，价格真是给力	FAVOR	喜欢 小 屏幕 人 价格 真是 给 力	8
289	IphoneSE	64g粉4020、64g金4080、64g白4220、64g灰4150。	NONE	number g 粉 number number g 金 number number g 白 number number g 灰 number	16
290	IphoneSE	iPhone SE真不错，备胎首选	FAVOR	iphone se 真不 真不错 不错 备胎 首选	7
291	IphoneSE	各有所好，喜欢小屏手机的支持一个	FAVOR	各有所好 有所 好 喜欢 小 屏 手机 支持 一个	9
292	IphoneSE	装逼都不好用。又是一个短命手机，我赌五毛。	AGAINST	装 逼 都 不好 用 又 是 一个 短命 手机 我 赌 五毛	13
293	IphoneSE	本来就是废物利用，不出故障真对不起这些用剩的硬件了	AGAINST	本来 就是 废物 废物利用 利用 不 出 故障 真对 真对不起 对不起 这些 用 剩 硬件	15
294	IphoneSE	联想有摩托罗拉撑住，锤子定价一向比较高，小米就悲剧了，去年才开始布局高端	NONE	联想 有 摩托 摩托罗拉 托罗 罗拉 撑住 锤子 定价 一向 比较 高 小米 就 悲剧 去年 才 开始 布局 高端	20
295	IphoneSE	很小巧。总之没感觉买错。每个人的看法不一，别一杆子打死了……	FAVOR	很 小巧 总之 没 感觉 买 错 每个 人 看法 不 一 别 一 杆子 打死	16
296	IphoneSE	但作为史上配置最强大的 4 英寸 iPhone，iPhone SE 还是值得“小屏 iPhone 爱好者”的等待。	NONE	但 作为 史 上 配置 最 强大 英寸 iphone iphone se 还是 值得 小 屏 iphone 爱好 爱好者 好者 等待	20
297	IphoneSE	相机，指纹识别没看到吗 和6s同样的性能，还比6s便宜 不得不说都是只看外表的……	FAVOR	相机 指纹 指纹识别 识别 没 看到 吗 number s 同样 性能 还 比 number s 便宜 不得 不得不 说 都 是 只 看 外表	24
298	IphoneSE	iPhone 5s也许才是大赢家：不知道这一次，苹果能不能让小屏手机重新火起来？	NONE	iphone number s 也许 才 是 大赢家 赢家 不 知道 这 一次 苹果 能 不能 让 小 屏 手机 重新 火 起来	22
299	IphoneSE	我的略黄，和6一比就看出来了	AGAINST	我 略 黄 number 一比 就 看 出来	8
300	IphoneSE	有业内人士称，iPhone SE在上海连续多日“一机难求”，“是备货不足，也不排除是一场饥饿营销。	NONE	有 业内 业内人士 内人 人士 称 iphone se 在 上海 连续 多日 一 机 难 求 是 备货 不足 也 不 排除 是 一场 饥饿 营销	26
301	IphoneSE	五：2G的运行内存，运行流畅，用三年就算系统更新也不会卡，硬件跟得上。六：A9处理器，2G运行，带一个640p分辨率的屏幕，简直就是飞速！速度比苹果6s和任何iPhone都要快！(因为同样的硬件，se不带那个3d触控和分辨率较小，所以占用的处理器和运行内存比较少)	FAVOR	五 number g 运行 内存 运行 流畅 用 三年 就算 系统 更新 也 不会 卡 硬件 跟得 跟得上 六 a9 处理 处理器 理器 number g 运行 带 一个 number p 分辨 分辨率 辨率 屏幕 简直 就是 飞速 速度 比 苹果 number s 任何 iphone 都 要 快 因为 同样 硬件 se 不 带 那个 number d 触 控 分辨 分辨率 辨率 较 小 所以 占用 处理 处理器 理器 运行 内存 比较 少	72
302	IphoneSE	吓的不敢买了。我今天看了看要等2-3周才发货	AGAINST	吓 不敢 买 我 今天 看 看 要 等 number number 周 才 发货	14
303	IphoneSE	另外水果这个16G上面是64G的这个内存分级营销方式真的是反社会，反科技发展，库克几乎可以堪称业界毒瘤了。	AGAINST	另外 水果 这个 number g 上面 是 number g 这个 内存 分级 营销 方式 真的 是 反 社会 反 科技 发展 库克 几乎 可以 堪称 业界 毒瘤	27
304	IphoneSE	摄像头；第二，内存。如果摄像头还是突出的或者内存还是1g的话，那我会很失望的。	NONE	摄像 摄像头 像头 第二 内存 如果 摄像 摄像头 像头 还是 突出 或者 内存 还是 number g 的话 那 我会 很 失望	21
305	IphoneSE	其实不论大屏小屏，一天，最多只要一天，对于现在的低头党们来说也就习惯了	NONE	其实 不论 大 屏 小 屏 一天 最 多 只要 一天 对于 现在 低头 党 们 来说 也 就 习惯	20
306	IphoneSE	样子挺好看，我稀饭	FAVOR	样子 挺 好看 我 稀饭	5
307	IphoneSE	配置跟6S一致，居然在这个64GB标配时代还真的出了16GB的版本2600元，苹果这是铁了心要拼三星搞低端市场了，目测国行3500起～	NONE	配置 跟 number s 一致 居然 在 这个 number gb 标配 时代 还 真的 出 number gb 版本 number 元 苹果 这 是 铁了心 要 拼 三星 搞 低端 市场 目测 国 行 number 起	35
308	IphoneSE	主要面对喜欢小屏又嫌5s配置太低的人，压感屏其实在很多人眼里都是一个然并卵的功能，喜欢4寸的人真不一定需要	AGAINST	主要 面对 喜欢 小 屏 又 嫌 number s 配置 太 低 人 压感 屏 其实 在 很多 人 眼里 都 是 一个 然 并 卵 功能 喜欢 number 寸 人 真不 一定 需要	34
309	IphoneSE	不存在黄不黄的问题，人家是故意把屏幕做成这个颜色、	NONE	不 存在 黄 不 黄 问题 人家 是 故意 把 屏幕 做成 这个 颜色	14
310	IphoneSE	也就还是那样的手感好点。至于价格更不用说了。2400的卖3288，这就是中国	AGAINST	也 就 还是 那样 手感 好 点 至于 价格 更 不用 不用说 number 卖 number 这 就是 中国	18
311	IphoneSE	连讲义都配上 iPhone SE 配图了。太像是 Apple 自己在斯坦福开的课了！	NONE	连 讲义 都 配上 iphone se 配图 太 像是 apple 自己 在 斯坦福 开 课	15
312	IphoneSE	对iphoneSE很心动，但是又很期待iphone7，心塞	FAVOR	对 iphonese 很 心动 但是 又 很 期待 iphone7 心 塞	11
313	IphoneSE	一直觉得ip设计5s是巅峰，精致细腻严谨。	FAVOR	一直 觉得 ip 设计 number s 是 巅峰 精致 细腻 严谨	11
314	IphoneSE	很怀旧的感觉，这价格3288亲民	FAVOR	很 怀旧 感觉 这 价格 number 亲 民	8
315	IphoneSE	他做过实验，利用镭射技术，只需几十元就可以任意更改手机后壳上的字样。	NONE	他 做 过 实验 利用 镭射 技术 只 需 几十 几十元 十元 就 可以 任意 更改 手机 后 壳 上 字样	21
316	IphoneSE	毕竟4寸手机尺寸已经out，娱乐度不够。	AGAINST	毕竟 number 寸 手机 尺寸 已经 out 娱乐 度 不够	10
317	IphoneSE	且价格并不低，真假难辨识，放弃换手机了。	AGAINST	且 价格 并 不 低 真假 真假难辨 难辨 识 放弃 换 手机	12
318	IphoneSE	感觉会大卖，16G, 399美元。	FAVOR	感觉 会 大 卖 number g number 美元	8
319	IphoneSE	因此该机也会支持苹果Apple Pay移动支付服务。此外，其还表示，iPhoneSE中国首发，颜色为四种，容量只有16GB和64GB。	NONE	因此 该机 也 会 支持 苹果 apple pay 移动 支付 服务 此外 其 还 表示 iphonese 中国 首发 颜色 为 四种 容量 只有 number gb number gb	27
320	IphoneSE	就自然容易缺貨。又或者蘋果故意不出貨，營造大賣的景象，這是蘋果一向的技倆。	AGAINST	就 自然 容易 缺 貨 又 或者 蘋 果 故意 不出 貨 營 造 大 賣 景象 這 是 蘋 果 一向 技 倆	24
321	IphoneSE	可以的。	FAVOR	可以	1
322	IphoneSE	我就喜欢4英寸的手机，而且运行起来也非常快，价格也还行	FAVOR	我 就 喜欢 英寸 手机 而且 运行 起来 也 非常 快 价格 也 还行	14
323	IphoneSE	iPhone SE看上去挺好看的	FAVOR	iphone se 看上 看上去 上去 挺 好看	7
324	IphoneSE	看看看着眉毛就就起来了，眼累	AGAINST	看看 看着 眉毛 就 就 起来 眼 累	8
325	IphoneSE	苹果SE的利润率明显下降。SE的物料成本和6s相比，降低了22%。可见苹果对供应链的掌控能力，利用了6s手机剩余的零部件库存，从而降低了成本。	AGAINST	苹果 se 利润 利润率 明显 下降 se 物料 成本 number s 相比 降低 number 可见 苹果 对 供应 供应链 掌控 能力 利用 number s 手机 剩余 零部件 部件 库存 从而 降低 成本	32
326	IphoneSE	但是你1G运存，还能不能还好的做一个小屏旗舰呢。我感觉买se的完全就是情怀，现在我依然认为，iPhone 5s的工业设计与手感最棒没有之一！	AGAINST	但是 你 number g 运 存 还 能 不能 还好 做 一个 小 屏 旗舰 呢 我 感觉 买 se 完全 就是 情怀 现在 我 依然 认为 iphone number s 工业 设计 与 手感 最 棒 没有 之一	38
327	IphoneSE	顺便说说用着感觉如何，本人打算入手一台。	NONE	顺便 说 说 用 着 感觉 如何 本人 打算 入手 一台	11
328	IphoneSE	现在的趋势是5寸以上大屏这我们都知道，不过4寸到5寸这个区间的小屏用户也肯定是有的，只是把这个小屏需求作为刚性需求的群体规模有多大不得而知。	NONE	现在 趋势 是 number 寸 以上 大 屏 这 我们 都 知道 不过 number 寸 到 number 寸 这个 区间 小 屏 用户 也 肯定 是 有 只是 把 这个 小 屏 需求 作为 刚性 需求 群体 规模 有 多 大 不得 不得而知	43
329	IphoneSE	苹果推出小尺寸iPhone SE，一些手机厂商也和往常一样，迅速跟风。	NONE	苹果 推出 小 尺寸 iphone se 一些 手机 厂商 也 往常 一样 迅速 跟风	14
330	IphoneSE	这就是那个没有了乔布斯之后的苹果商人，眼前卖更多赚更多就好，根本没必要考虑更美好的世界和将来。洗洗睡吧，晚安。	AGAINST	这 就是 那个 没有 乔布 乔布斯 布斯 之后 苹果 商人 眼前 卖 更多 赚 更多 就 好 根本 没 必要 考虑 更 美好 世界 将来 洗洗 睡 晚安	28
331	IphoneSE	而几乎无创新的iPhone SE，打出了iPhone史上最低3288元的价格，这与正在冲击高端市场的国产品牌可谓狭路相逢。	AGAINST	而 几乎 无 创新 iphone se 打出 iphone 史 上 最低 number 元 价格 这 与 正在 冲击 高端 市场 国产 国产品牌 产品 品牌 可谓 狭路 狭路相逢 相逢	28
332	IphoneSE	像素有所提升，电池能力比以前好很多	FAVOR	像素 有所 提升 电池 能力 比 以前 好 很多	9
333	IphoneSE	你们说值不值？	NONE	你们 说 值不值 不值	4
334	IphoneSE	苹果并未重新设计一部新的四寸手机。”——去库存还能当新品卖，苹果好“机智”！但这样真的好吗？	AGAINST	苹果 并未 重新 设计 一部 新 四寸 手机 去 库存 还 能 当 新品 卖 苹果 好 机智 但 这样 真的 好 吗	23
335	IphoneSE	这个新手机和旧手机又是一模一样的，有意思嘛？没有创新。	AGAINST	这个 新手 新手机 手机 旧 手机 又 是 一模一样 一样 有意 有意思 意思 嘛 没有 创新	16
336	IphoneSE	这是翻新5s清理库存吧	AGAINST	这 是 翻新 number s 清理 库存	7
337	IphoneSE	迷你版的6s谁用谁知道。与5s没法比	AGAINST	迷你 迷你版 number s 谁 用 谁 知道 与 number s 没法 比	13
338	IphoneSE	硬件系统强悍，屏幕小了点。如果以此外观推出4.7屏幕的手机，那简直完美至极。	FAVOR	硬件 系统 强悍 屏幕 小 点 如果 以此 外观 推出 4 7 屏幕 手机 那 简直 完美 至极	18
339	IphoneSE	但是3000多这个价位始终是一个高不高低不低的尴尬区间。	AGAINST	但是 number 多 这个 价位 始终 是 一个 高 不 高低 不 低 尴尬 区间	15
340	IphoneSE	还想要我们心甘情愿的mai吗？！！真当我们是被洗脑的傻子啊	AGAINST	还 想要 我们 心甘 心甘情愿 情愿 mai 吗 真 当 我们 是 被 洗脑 傻子 啊	16
341	IphoneSE	小屏幕手机，拿在手里很优雅，看起来也比较扎实，5s苹果最亮的手机。	FAVOR	小 屏幕 手机 拿 在 手里 很 优雅 看起 看起来 起来 也 比较 扎实 number s 苹果 最亮 手机	19
342	IphoneSE	好期待小屏机啊，要是现在还能买到MX2该有多好啊，那么好看的背壳和正面，简直是最漂亮的手机	AGAINST	好 期待 小 屏 机 啊 要是 现在 还 能 买到 mx2 该 有 多 好 啊 那么 好看 背 壳 正面 简直 是 最 漂亮 手机	27
343	IphoneSE	性价比不是太高哦内部硬件的更新比较好网络和5s支持的速率是一样的没有提升	AGAINST	性价比 不是 太 高 哦 内部 硬件 更新 比较 好 网络 number s 支持 速率 是 一样 没有 提升	19
344	IphoneSE	前所未有的一个低价，来袭	FAVOR	前所 前所未有 未有 一个 低价 来 袭	7
345	IphoneSE	还有什么理由不用它？因为没有情怀么？ 	FAVOR	还有 什么 理由 不用 它 因为 没有 情怀 么	9
346	IphoneSE	一开始是非常开心的，用着用着就感觉还是IPHONE6好	AGAINST	一 开始 是 非常 开心 用 着 用 着 就 感觉 还是 iphone6 好	14
347	IphoneSE	送 iPhone SE 啦！	NONE	送 iphone se 啦	4
348	IphoneSE	3288的价格买到6s的配置不错啦，iphone se翻译出来是iphone special edition吧	FAVOR	number 价格 买到 number s 配置 不错 啦 iphone se 翻译 出来 是 iphone special edition	16
349	IphoneSE	 新机iPhonese 等了你多久终于要出来了4寸机。3:31号回武汉并给小S4放回当初买你的盒子里。	NONE	新机 iphonese 等 你 多久 终于 要 出来 number 寸 机 number 号 回 武汉 并 给 小 s number 放回 当初 买 你 盒子 里	26
350	IphoneSE	可爱！	FAVOR	可爱	1
351	IphoneSE	能接受！	FAVOR	能 接受	2
352	IphoneSE	也要考虑我们这些4.0的忠实用户啊！现在Siri动不动就跳出来，大大影响到我的日常使用了。	FAVOR	也 要 考虑 我们 这些 4 0 忠实 用户 啊 现在 siri 动不动 不动 就 跳 出来 大大 影响 到 我 日常 使用	23
353	IphoneSE	31号到的用了半个月我没发现有什么不好的地！可能运气问题，我这台是台积电芯片续航确实比三星的好	FAVOR	number 号 到 用 半个 月 我 没 发现 有 什么 不好 地 可能 运气 问题 我 这 台 是 台 积 电 芯片 续航 确实 比 三星 好	29
354	IphoneSE	史上最便宜的iPhone SE成功激起了中国市场消费者的购买欲。在所有340万部iPhone SE中，最受欢迎的配色为玫瑰金以及金色两种配色。	NONE	史 上 最 便宜 iphone se 成功 激起 中国 市场 消费 消费者 购买 购买欲 在 所有 number 万部 iphone se 中 最 受欢迎 欢迎 配色 为 玫瑰 金 以及 金色 两种 配色	32
355	IphoneSE	老子买了三天的iphonese突然发现光线传感器忽明忽暗的亮起了红灯！	AGAINST	老子 买 三天 iphonese 突然 发现 光线 传感 传感器 感器 忽明 忽明忽暗 亮起 红灯	14
356	IphoneSE	各方面都很好。有当年iOS6时4s的感觉	FAVOR	各 方面 都 很 好 有 当年 ios6 时 number s 感觉	12
357	IphoneSE	感觉一点也不减低我们的逼格，扩大了消费群体了	FAVOR	感觉 一点 也 不 减低 我们 逼 格 扩大 消费 群体	11
358	IphoneSE	该机相当于将iPhone6s的配置装进了iPhone5s的机身，苹果像往常一样没有公布新机的运行内存，但据外媒BGR爆料称该机仅有1GB RAM	NONE	该机 相当 相当于 当于 将 iphone6s 配置 装进 iphone5s 机身 苹果 像 往常 一样 没有 公布 新机 运行 内存 但 据 外 媒 bgr 爆料 称 该机 仅 有 number gb ram	32
359	IphoneSE	激进的“芯”是为了在中端产品里更有竞争力。	FAVOR	激进 芯 是 为了 在 中 端 产品 里 更 有 竞争 竞争力	13
360	IphoneSE	真真是5s的身，6s的心。而且售价很亲切，64G内存售价4088人民币。 比起之前的新机， 这可省了三分之一的肾哪 	FAVOR	真真 真真是 真是 number s 身 number s 心 而且 售价 很 亲切 number g 内存 售价 number 人民 人民币 比起 之前 新机 这 可 省 三分 三分之一 之一 肾 哪	31
361	IphoneSE	以后有了钱，加倍奉还。说到做到～～～～～～ 	NONE	以后 有了钱 加倍 奉还 说到做到 做到	6
362	IphoneSE	无论如何这也是有史以来最便宜的 iPhone 了。	FAVOR	无论 无论如何 如何 这 也 是 有史以来 以来 最 便宜 iphone	11
363	IphoneSE	继续做好自己的逼格市场就好。我对SE的推出其实挺惊讶的，没想到苹果沦落到这一天。。	AGAINST	继续 做好 自己 逼 格 市场 就 好 我 对 se 推出 其实 挺 惊讶 没想 没想到 想到 苹果 沦落 到 这 一天	23
364	IphoneSE	没办法。设计新的手机又增加生产线成本，这样不利于压低价格，妥协之下才推出和iphone5s外观一样的iphone se。	AGAINST	没 办法 设计 新 手机 又 增加 生产 生产线 成本 这样 不利 不利于 利于 压低 价格 妥协 之下 才 推出 iphone5s 外观 一样 iphone se	25
365	IphoneSE	光是初期预订就突破 350 万台了。	NONE	光是 初期 预订 就 突破 number 万台	7
366	IphoneSE	那么小玩游戏都玩不了，还有信号差得到死，万能钥匙又不能用，垃圾中的垃圾，千万不要买	AGAINST	那么 小 玩游 玩游戏 游戏 都 玩 不了 还有 信号 差 得到 死 万能 万能钥匙 钥匙 又 不能 用 垃圾 中 垃圾 千万 不要 买	25
367	IphoneSE	辣鸡，也就iOS9.3可以，夜间模式	AGAINST	辣 鸡 也 就 ios9 3 可以 夜间 模式	9
368	IphoneSE	特别是隔三差五的再出个S系列，SE系列，不知道下一个是不是SEX系列。	NONE	特别 是 隔三差五 再 出 个 s 系列 se 系列 不 知道 下 一个 是不是 不是 sex 系列	18
369	IphoneSE	vivo，oppo.等等这类大牌子手机，在外观上哪一个不是照着苹果做的，都没有自己的特点。	FAVOR	vivo oppo 等等 这类 大 牌子 手机 在 外观 上 哪 一个 不是 照着 苹果 做 都 没有 自己 特点	20
