ID	TARGET	TEXT	STANCE
692	春节放鞭炮	不放鞭炮。 看看大家什么意见…… 支持的，转起ing	AGAINST
693	春节放鞭炮	风风火火过大年！”这是我们的民族传统，但是这里也要提醒一下朋友们，为了我们的空气质量~过年放炮适可而止哦~	FAVOR
694	春节放鞭炮	竟然拿相机去拍春节放鞭炮！@薰丨尐ImissU 买新的吗？你怎么看？——998.19（运费要25.81）	NONE
695	春节放鞭炮	再有就是让宝宝提前睡着，在鞭炮还没有大面积燃放之前就哄宝宝睡觉，宝宝睡踏实了，及时是有点动静，她也不会怎么样.把家里窗关紧，窗帘都拉好.	NONE
696	春节放鞭炮	传统的春节不但贴春联、放鞭炮，还有着许多你不知道的习俗，有着许多美丽的传说。一起来看... http://t.cn/zY2rzdE	FAVOR
697	春节放鞭炮	不放鞭炮过大年！无烟春节，从我做起	AGAINST
698	春节放鞭炮	吃什么熟饭，得多大雾啊，影响环境！对于这种呼吁还能说什么呢，只能夸句真单纯，梦做多了吧！	FAVOR
699	春节放鞭炮	在那几天，谁也管不了我，我可以大吃、大喝，熬夜、睡懒觉，放鞭炮 http://t.cn/zO73F15	FAVOR
700	春节放鞭炮	街头烧烤、汽车尾气、扬尘等根源性＂空气祸害＂开火! http://t.cn/zO3w2MS	FAVOR
701	春节放鞭炮	今天中午12点@全球华语广播网 主持人@中国之声杨波 @李欣CNR 一起与您聊聊在国外，节假日能任性地燃放烟花爆竹吗？有哪些管理措施？对唐人街是否有特殊政策？欢迎参与节目互动，今年你放炮吗？	NONE
702	春节放鞭炮	教会组织圣诗班在平安夜“报佳音”等。看看咱们的春节，就贴春联、放鞭炮、吃年夜饭、看春晚、贴春联、祭祖，烟花爆竹被禁止。	FAVOR
703	春节放鞭炮	少使用汽车呢！打仗也会污染环境，为什么不呼吁不要打仗呢？ 详情:|春节雾霾	FAVOR
704	春节放鞭炮	难道只有春节联欢晚会才是春节的主题吗？那就做一台喜闻乐见的春节大餐出来，不需要添菊恶心人吧！ |媒体：莫让...	AGAINST
705	春节放鞭炮	#春节不放鞭，沈阳见蓝天#为了我们的呼吸更加清新 要少放鞭炮	AGAINST
706	春节放鞭炮	你知道吗，意大利人也喜欢在新年燃放鞭炮，还会用摔摔砸砸的方式弄出响声，他们也相信这响亮的声音可以带来幸福顺利的一年！	AGAINST
707	春节放鞭炮	这都是过度开发，发展汽车业，房地广，厂矿造成的。//【春节长沙空气质量明显好转 新年第一天请少放开门炮】 http://t.cn/RwCoQg7	FAVOR
708	春节放鞭炮	还能想到你每年都逼着我放鞭炮，说这样可以蹦走霉运。还能想起你总是最在乎我情绪变化。三年了，你走了年味都没了，我想你。	FAVOR
709	春节放鞭炮	影人没有一个转发相关微博评论的，当然还有一位大咖在为了人民的环境斗争在春节放不放鞭炮这个伟大命题里，这么说来，我们这些刷存在感的好像都是第四等公民啊，最后感谢梅姨感谢12次陪跑的最佳摄影当然还有勤劳的洗碗工	NONE
710	春节放鞭炮	那怕是一挂也不放。空气污染这么厉害，每个人要想到环保，从自己做起，从一点一滴做起，大家都这么想这么做了，我们所居住的环境就会好起来。	AGAINST
711	春节放鞭炮	痛心的声音。点个火就能发财？到时候命都没了钱有个鸟用？#放鞭炮迎财神##全国雾霾##春节不放鞭炮# |嘉兴·嘉兴...	AGAINST
712	春节放鞭炮	防火灾防伤害，在2015年春节不放鞭炮不烧纸，拥有一份蓝天白云。http://t.cn/8kxrGT6 http://t.cn/RZY8cGu	AGAINST
713	春节放鞭炮	多不过几亿人的需要，春节放鞭炮形成的污染和噪音必竟就那么几天，大家都能接受的，它是千...//【鞭炮这种巫术必须从春节传统里开除了】 http://t.cn/RZnjxnm	FAVOR
714	春节放鞭炮	 鞭炮是否该禁，民俗专家高天星认为春节放鞭炮是古老文化的一部分，不应该全面禁止，但要合理引导，市民玩得高兴又不带来太多负面影响。	FAVOR
715	春节放鞭炮	放鞭炮是巫术。呵呵，难怪报纸这日子一年年的越来越差，关门的辣么多……	FAVOR
716	春节放鞭炮	允许燃放的时间更短，只有除夕、正月初一，初五和元宵节4天。如果大气重污染预警级别达Ⅱ级以上，还将加大查处力度。http://t.cn/8FyAQDo	AGAINST
717	春节放鞭炮	避免加重早已持续多日的雾霾天气，八成受访市民表示，愿意“自觉禁鞭”。	AGAINST
718	春节放鞭炮	还有正西方。这四个方向叫旺方，旺的地方能催动财气，官位、事业、及儿童的学业等.	FAVOR
719	春节放鞭炮	大娘：哎呀姑娘呀，我在楼上爬窗户看的呀，可好看啦。记者：•••••• @寶_娜 @清风明月醉花阴 @笑多了会怀孕	FAVOR
720	春节放鞭炮	人是不会怕放鞭炮的！ http://t.cn/RZm9BIr	FAVOR
721	春节放鞭炮	让生活在海外的孩子们尽可能多地感受到我们中国人过春节的热闹和喜庆。比如，贴春联、吃年夜饭、放鞭炮、给国内亲友写信、穿新衣……	FAVOR
722	春节放鞭炮	但小番还是要呼吁大家过年不要燃放烟花爆竹，以免增加空气污染。节庆气氛固然要热闹，但保护环境更需要你我的行动，爱护环境就是爱护自己。	AGAINST
723	春节放鞭炮	说怕污染,老百姓过春节放鞭炮,也就图个热闹,喜庆。传统文化不能丢。一些伪专家特TM喜欢用PM在做文章。	FAVOR
724	春节放鞭炮	我真的一个节目都没有完整听清楚！当传统节日仅仅剩下吃年饭放鞭炮搓麻将这些形式的时候，越来越失去其魅力了。	AGAINST
725	春节放鞭炮	有红包，还可以放鞭炮。	FAVOR
726	春节放鞭炮	发表了一篇转载博文《[转载]#春节回家九件事#之与父母一起放鞭炮》|[转载]#春...	FAVOR
727	春节放鞭炮	除夕夜，“南京环保”发布微博呼吁大家尽量少放或不放烟花爆竹，这个春节里，您放鞭炮了吗？我们究竟还要不要放鞭炮呢？您怎么看？也欢迎在评论中告诉我们您的想法。http://t.cn/zYIUZpT	NONE
728	春节放鞭炮	环境保护指望鞭炮改善，多少年后的传统何去何从？现在本就受国外节日的冲击，这个做法是否也有点不利于本国文化的持续发展呢？	FAVOR
729	春节放鞭炮	这种污染环境、制造噪音、浪费钱的风俗真的值得传承吗？	AGAINST
730	春节放鞭炮	广大干部员工不燃放烟花爆竹，用实际行动打造碧水蓝天，保护我们赖以生存的自然环境环境！	AGAINST
731	春节放鞭炮	#春节少放不放烟花爆竹#【哈尔滨市企业积极参与“春节不放鞭”活动】将军牛排7家门店今年过年不放鞭炮烟花。	AGAINST
732	春节放鞭炮	河北中南部、河南南部、湖北中东部、湖南西北部、四川盆地中南部等地的部分地区气象条件不适宜燃放烟花爆竹，请尽量不要燃放。	AGAINST
733	春节放鞭炮	发送短信“中国年+我最喜欢的春节传统代码+姓名+1100465680”到95511确认参加。｛01放鞭炮02贴春联03贴年画04挂灯笼05发红包06包饺子07打年糕08除夕守岁09烧香祭祖10贴门神11压岁钱12迎送财神13包元宵14办庙会15剪窗花16捏泥人17猜灯谜18舞龙舞狮19吃灶糖20佩戴桃木符}	NONE
734	春节放鞭炮	坚强乐观的好歌手姚贝娜@姚贝娜 姚贝儿，你在那边还好吗？春节放鞭炮了没啊？在那边好好唱歌，一定好好儿的	FAVOR
735	春节放鞭炮	看似一件简单的小事，却需要公民意识的觉醒，需要每一位公民的担当，并将这种环保的责任和担当融入日常生活的点滴中。为了蓝天，请您“割爱”。	AGAINST
736	春节放鞭炮	鞭炮少放，空气就好！厦门、福州刚刚上榜年度“五星美好城市”，重在呵护。请少放鞭炮，让猴年春节更清新，让生活更美好。（单志强）	AGAINST
737	春节放鞭炮	放鞭炮等习俗，小年之后，家家户户开始准备年货，过年的气氛越来越浓，准备迎接春节的到来，大家小年快乐！	FAVOR
738	春节放鞭炮	过绿色春节。	AGAINST
739	春节放鞭炮	大叔认为不放鞭炮？怎么能算过年！稀饭除夕夜零点放鞭炮，听鞭炮声，看烟花，虽然污染大，还是很稀饭满街热闹的气氛，感觉这才是春节独有的气氛！	FAVOR
740	春节放鞭炮	向 @哈尔滨环保 提问: #春节少放不放烟花爆竹#雾霾跟放鞭炮有什么必然联系吗？ http://t.cn/8kxmwTU	NONE
741	春节放鞭炮	不知道从什麽时候开始 春节放鞭炮被禁了 春联渐渐懒得贴了 祝福开始群发了 走亲访友用信息电话代替了 连红包都可以用微信抢了 我不知道过年本来的方式 但我知道不应该是这样子	FAVOR
742	春节放鞭炮	#少放鞭炮让环卫工回家# 春节不放鞭炮又能怎样 他们生活就好啦 涨工资不就行了 还有平时乱扔垃圾的  还有最后凭什么春节几天不能放鞭炮大家开心一下呢  你可以给环卫工人在春节每天发加班费啊 还有少拿放鞭炮污染环境说事 南京禁放了  我看还是雾霾	FAVOR
743	春节放鞭炮	放鞭炮不带在楼道放啊！太吵了！	AGAINST
744	春节放鞭炮	近日，在淘宝保险就有保险公司推出了专门针对少年儿童烟花爆竹意外的“鞭炮险”。该产品仅限父母为子女投保。	NONE
745	春节放鞭炮	【济南市环保局倡议春节不放鞭炮 引导环保过大年】 http://t.cn/Rw51AhQ @百度新闻	AGAINST
746	春节放鞭炮	#春节回家九件事#1.跟奶奶说说话2贴春联3挂灯笼4放鞭炮5走亲戚6同学聚会7跟妈妈唠唠嗑	FAVOR
747	春节放鞭炮	就不守夜、不放鞭炮、不吃饺子，我们回族，没有这些讲究。给力！给那些失去信仰的人以警醒！	AGAINST
748	春节放鞭炮	有没想过会给他人带来麻烦呢？不放鞭炮，爱护环境，更为他人着想	AGAINST
749	春节放鞭炮	但是冷烟花我还是觉得可以适当的放点，毕竟对于传统的春节这个是调节气氛的一个手段。但是要有个度，也要有个方式，比 http://t.cn/zYYofCz	FAVOR
750	春节放鞭炮	 穿新衣，戴新帽，舞龙舞狮放鞭炮！  春节是我们中华民族最隆重的传统佳节！老约翰绘本馆海 http://t.cn/zjENDV3	FAVOR
751	春节放鞭炮	以往人们大都以此种方式欢度春节。时代变迁，人们的观念也随之发生了变化，旅游、聚会、打麻将。。。这个春节你是怎么过的呢？@贵阳交通广播胡茜 @贵阳交通广播	NONE
752	春节放鞭炮	办年货，每个春节民俗都有着独特的传统年味儿。而这个春节，不妨关注@襄阳山水檀溪 对对春联，猜猜灯谜，感受浓浓的年味！还有机会获得5千元大奖！详情请扫描二维码。@赵传先	FAVOR
753	春节放鞭炮	包饺子等等。而且每个地方的风俗又不尽相同，你们那有什么样的风俗呢？欢迎留言[em]e100021[/em]	FAVOR
754	春节放鞭炮	为了向PM2.5宣战！倡议从自我做起，春节不放鞭炮，或者少放鞭炮@刘杰669 @漯河微公益 @平安中原 @沙澧卫士 @清风漯河 @纪许光 @车管小囡--禹州 @河南高速公安 @郑州海之韵瑜伽@平安漯河 我在:|沙北路	AGAINST
755	春节放鞭炮	但是在放鞭炮的时候一定要注意安全哦，过一个平安祥和的新年。	FAVOR
756	春节放鞭炮	比往年同期减少约19.5%。其中，大多数的临时销售网点进了货还没开门，不少摊主却都不约而同地对今年的烟花销售情况作了预估：不好做。	FAVOR
757	春节放鞭炮	元宵这类传统的节日了。开业放，乔迁放，结婚放，死了送葬也放，总而言之，一切以制作噪音打扰他人来过节，来宣告某些东西。 |新年快乐	AGAINST
758	春节放鞭炮	这项活动除了噪音之外，更重要的是空气污染，但愿大家都能够尽量减少放炮，或者不放鞭炮，过一个绿色欢乐的春节。	AGAINST
759	春节放鞭炮	是中国传统文化重要内容。 ----- 诸葛长青  中国文化，博大精 http://t.cn/zYiAci5	FAVOR
760	春节放鞭炮	空气弥漫着难闻的气味。有时候真的不知道传统，到底是好还是不好。祝福大家吧。	AGAINST
761	春节放鞭炮	还想如图中一样过年也捂着鼻子吗？敢不敢转发说出你的态度：今年春节参与环保，从我开始不放鞭炮！转下去！让更多的人看到！	AGAINST
762	春节放鞭炮	 今年春节就不放鞭炮了，低炭、环保的过个年。	AGAINST
763	春节放鞭炮	 倡议书提到，让文明、低碳、绿色、环保的生活方式深入人心，呼吁低碳环保过节，少放不放烟花爆竹。	AGAINST
764	春节放鞭炮	 形成一种非凡的软实力, 间接地影响外国的政经各方面, 提高中国在世界局势上的发言权, 不战而屈人之兵. 这就像春节放鞭炮一样,将家族的势力团结起来,形成一股向心力. 治国齐家平天下可达矣.	FAVOR
765	春节放鞭炮	但熬夜，吃油腻的食物，疲劳，娱乐，旅游已成为常态，但为什么这是美丽的皮肤的|春节长假肌...	NONE
766	春节放鞭炮	建议父母不放鞭炮。“春节不放鞭，赶走雾霾天”。	AGAINST
767	春节放鞭炮	供奉神明、舞狮、放鞭炮等传统项目在这里一个不落~！相信来这里将会让你度过一个难忘的除夕夜！@途秀	FAVOR
768	春节放鞭炮	而如今全国大范围的雾霾天气，严峻的垃圾处理问题，使得人们对鞭炮产生的污染都神经紧张起来。是否能放鞭炮的问题根源，也许在于地球环境已脆弱不堪，而我们还只把环保当做说说而已。	AGAINST
769	春节放鞭炮	贴贴春联，能够体会到传统节庆文化的活动好像不是很多。不知道微博上的朋友在自己家乡都是怎么过春节的？有没有什么特别让人觉得有年味儿的活动呢？	FAVOR
770	春节放鞭炮	春节放鞭炮肯定够了，我估计春节前不太会收到稿费了，其他刊物寄来的怕都要等到春节以后了。	FAVOR
771	春节放鞭炮	小孩子年三十干什么？LOL？打麻将？ 每天宣传这些有什么用,给她们涨工资，纳入编制,让他们也可以买起房。也不枉费他们的付出… |南新街	FAVOR
772	春节放鞭炮	粘窗花、挂上一树红灯笼，喜气洋洋过年了！ |北京·姜庄...	AGAINST
773	春节放鞭炮	乍暖还寒；3、雪城综合：这个大年，我市胃肠道病患者明显增加；4... --发布到微刊《雪城那点事儿》http://t.cn/zYXDHSj	NONE
774	春节放鞭炮	我不可能剥夺一个孩子对烟火对鞭炮对夜晚中闪亮的烟花热爱！我也不能想象一个不放鞭炮不识“夜明珠”不喜欢“荧光棒”的小女生将来会有什么“春节记忆”？ 出了“魔都”只为燃放无尽美丽的烟火…… |丹阳·埤城...	FAVOR
775	春节放鞭炮	版面关系，不一一艾特了～祝大家新年快乐，金蛇狂舞啊～发财了记得关照我	AGAINST
776	春节放鞭炮	每到春节放鞭炮的时候，我都会把拴在角落里的狗，仅仅捂住它的耳朵。今年当然也是这样的啦。	NONE
777	春节放鞭炮	咱老百姓开心，去去霉气，迎春。	FAVOR
778	春节放鞭炮	严重支持今年不放烟花炮竹。	AGAINST
779	春节放鞭炮	修车等小型服务业的暂时消失，疑惑于偌大的中华传统文明，春节的风俗除了又危险又吵闹又污染的放鞭炮就什么都没有了？	AGAINST
780	春节放鞭炮	天空蓝一点，远离雾霾，共创清新、优美生活环境！	AGAINST
781	春节放鞭炮	#春节回家九件事#1.跟奶奶说说话2贴春联3挂灯笼4放鞭炮5走亲戚6同学聚会7跟妈妈唠唠嗑8陪爸爸喝点儿酒9上坟祭祖@中国文明网@山东文明网	FAVOR
782	春节放鞭炮	借假期给自己充电，少了鞭炮，春节并不会显得乏味，更不会少了精彩。相反，多了安全，多了环保。http://t.cn/RwVMYqH	AGAINST
783	春节放鞭炮	压岁钱、看春晚、放鞭炮……还记得小时候怎么过春节吗？爸爸妈妈儿时的春节又是什么样子的？小编带你回顾这半个世纪以来，每个年代的年味儿都不同哦。By新华网	FAVOR
784	春节放鞭炮	》 -  民间习俗的形成脱离不开一定时期人们的劳动生活需求和社会发展质量的要求，所以，一种民间习俗形成和发展是也是具有一定时代性的... (来自 @头条博客) - |艾君：春节...	AGAINST
785	春节放鞭炮	是每一位市民的衷心期盼。让我们从自身做起，春节期间少放或不放烟花爆竹，为我们共同生存的环境，尽一份责任，过一个欢乐祥和的环保年！@余姚发布	AGAINST
786	春节放鞭炮	是不争事实。武汉晚报倡导“今年过年不放鞭”，并为身体力行的单位特设“开门大吉榜”，既图了吉利，又减少了污染，还节约了开支。如何既热闹又环保，来贡献你的智慧吧。人民日报	AGAINST
787	春节放鞭炮	导致有的小孩把鞭炮当做恶作剧的工具，对小动物，甚至是对人造成了不小的灾祸!请作为家长的人们一定要引起重视!008070 |中山西路	NONE
788	春节放鞭炮	 这个我想说，这个脑残的记者，不懂你就闭嘴；那个二逼踩气球的人，请你不要侮辱环保二字!	AGAINST
789	春节放鞭炮	我就想问问，北京的雾霾和春节放鞭炮有多大关系？造成雾霾的罪魁祸首，你们怎么不去制止一下呢？串子只能说别拿老百姓这点乐“别扯淡了”！	FAVOR
790	春节放鞭炮	以前过年家家户户开始吃年饭放鞭炮烟火，而现在因为社会的进步，空气的污染鞭炮烟火也禁止了。过年没有以前热闹了。最后我只想说社会在发展，人们在进步，但祖国还是应该保留我们的传统美德。	FAVOR
791	春节放鞭炮	逛庙会，每个春节民俗都有着独特的传统年味儿，我是民俗控，我爱春节也爱民俗！跟着乐居姐一起体味中国年俗里那些说不完的故事，道不尽的风情 http://t.cn/zYqPA5h	FAVOR
792	春节放鞭炮	有人疑问，为什么在美国枪是合法的，放鞭炮是违法的？	FAVOR
793	春节放鞭炮	又不安全，应该禁止燃放。对于这个观点，您怎么看？	NONE
794	春节放鞭炮	真不得由衷赞一个！天津路南侧海滨五路西侧小滩村干部宿舍楼旁一晚鞭炮齐鸣，礼花不断，真想问问，鞭炮哪来的？你不想呼吸，别人还不呼吸了？	AGAINST
795	春节放鞭炮	守岁、放鞭炮等形式辞旧迎新。如今，人们生活富裕了，许多传统民俗却逐渐逝去，记忆中过年的快乐时光不再，常常慨叹年味越来越淡了。这里我们通过老照片来感受下历史中的年味儿。	FAVOR
796	春节放鞭炮	鞭炮声响起，上班开始了！送给那个媒体的造蛋小编们！你们好可怜！#庐山吴健# |九江·九江...	FAVOR
797	春节放鞭炮	文明、安全的春节。说实话吧，是我买不起 我在:|东缉虎营	AGAINST
798	春节放鞭炮	是不争事实。春节期间主城区禁放鞭炮。新浪河南三门峡倡导今年#过年不放鞭#，需要你的支持！从我做起，为城市蓝天贡献一份力量！@平安中原 @平安三门峡 @平安三门峡灵宝 希望市环保局开通政务微博	AGAINST
799	春节放鞭炮	劳逸结合休息好，燃放鞭炮注意安全，特别是小朋友要看好！当然，为了我们清新的空气，建议大家尽量不放鞭炮，文明过新年！	AGAINST
800	春节放鞭炮	PM2.5与二氧化硫浓度急剧升高，市区大气污染加重。@石家庄共青团 呼吁广大市民过一个“绿色年”，春节期间尽量不放或少放鞭炮。	AGAINST
801	春节放鞭炮	浪费水果是否也得停？与一年365天满大街空跑的私家车、遮天蔽日的钢铁厂、污水横流的化工厂、造纸厂相比，我们应该指责传统嘛！	FAVOR
802	春节放鞭炮	而是为了环保。环保关系到我们每一个人！	AGAINST
803	春节放鞭炮	蜀黍提醒，春节将至，燃放烟花爆竹危害大，一定要注意消防安全，避免火灾及其它安全事故的发生，消防官兵提倡安全文明过春节，远离烟花爆竹。	AGAINST
804	春节放鞭炮	直至现在，震天的鞭炮将过年气氛推至高潮。	FAVOR
805	春节放鞭炮	@哈尔滨环保 ，祝新春愉快，羊年大吉！	NONE
806	春节放鞭炮	愚人节开些玩笑是娱乐，难得的；父母亲节感谢父母是孝顺，一定的；圣诞节管他谁的生日是狂欢，没错的……对自己的批评没错，对外来的喜爱也合理。这中间错了什么？	FAVOR
807	春节放鞭炮	而雾霾危害更大。去年元宵夜郑州PM2.5暴增3倍，飙升至678μg/m³！从自己做起拒绝烟花爆竹，还大家一片蓝天。同意的转！	AGAINST
808	春节放鞭炮	方向朝下倾斜；④最关键，雾霾天，所有烟花炮竹都不宜燃放！过春节，我要蓝天，不放鞭炮！	AGAINST
809	春节放鞭炮	小时候，春节来临之时，我们总会把鞭炮弄的多多的，小朋友们一起玩|【白峰·闲...	FAVOR
810	春节放鞭炮	过完年了，鞭炮你玩明白了吗？|微视	NONE
811	春节放鞭炮	看着这难得的好空气，决定：今年春节不放鞭炮。同意的转起来！	AGAINST
812	春节放鞭炮	为了我们能有一口稍微洁净的空气，请大家自觉不放鞭炮。爱护环境，从我做起！ 我在:|煤仓北路	AGAINST
813	春节放鞭炮	有人被环卫工心愿打动点赞转发，还有不少网友晒出“卖鞭炮大爷”的照片进行抵制。关于春节放鞭炮，看看沪上市民怎么说：http://t.cn/RwZmYod	NONE
814	春节放鞭炮	使百姓既省钱又安宁。真希望上海巿区过春节也＂不放鞭炮＂让我们过一个祥和，安全，愉快，健康的绿色环保＂淸新年＂。	AGAINST
815	春节放鞭炮	无限掘取的借口。中国也有春节放鞭炮的传统，考虑到对空气污染，很多城市都禁了。	AGAINST
816	春节放鞭炮	以往人们黎明起，放鞭炮，焚香拜神。转发这只财神爷，今年会发发发发发	FAVOR
817	春节放鞭炮	“春节期间少放烟花爆竹”文明倡议获得社会各界广泛关注和赞成。今天，一批知名人士纷纷响应倡议——“不放鞭炮一样能过热闹年 http://t.cn/8FLxBpG	AGAINST
818	春节放鞭炮	众口难调。新闻观察员张纯坚决支持放鞭炮，雾霾也就是最近三五年的事，而放鞭炮有三五千年，和雾霾有关吗。 |010700	FAVOR
819	春节放鞭炮	卖烟火的爷爷就晚回家。正所谓爷爷回家守恒定律。 要改变这种情况是政府的… http://t.cn/RwhBaSH（分享自 @知乎）	NONE
820	春节放鞭炮	为环保做点实事，今天女儿给我们买来了电子鞭炮。 我在:|榆中路	AGAINST
821	春节放鞭炮	环境更好，环保志愿者提出了今年过年不放鞭炮的倡议。元芳，你怎么看呢？（网络图）	AGAINST
822	春节放鞭炮	在此民警提醒，春节将至，燃放烟花爆竹危害大，一定要注意消防安全，避免火灾及其它安全事故的发生，提倡大家安全文明过春节，尽量远离烟花爆竹。	AGAINST
823	春节放鞭炮	每年过年原来梅城新县城过年是可以有放鞭炮习俗，不知道今年梅县成了梅县区还可以继续放吗，你支持梅县区可以放鞭炮吗？http://t.cn/8ksFWQu	FAVOR
824	春节放鞭炮	大悟春节不禁，武汉市区全禁，北京城区限放。个人觉得真不放也没什么。节日气氛是没小时候浓，但跟放鞭炮没啥关系。	FAVOR
825	春节放鞭炮	避免某些人抵触。自告奋勇临到新春钟声响起就跑到楼下模仿鞭炮声吼个10分钟。	AGAINST
826	春节放鞭炮	分享网易图集:「宜昌多部门呼吁春节不放鞭炮」 http://t.cn/Rw2CvVT	FAVOR
827	春节放鞭炮	爸爸妈妈春节好，合家欢乐庆团圆。2.恭喜恭喜新年到，爷爷奶奶抿嘴笑。爸爸妈妈来拜年，我在身后跟着瞧。祝福老人新年好，大家夸我懂礼貌。	FAVOR
828	春节放鞭炮	事实上能对环境少点污染就应该尽一份力，支持环保，从我做起嘛——感谢老公深明大义，倾情支持！	AGAINST
829	春节放鞭炮	身体健康，万事如意，马年行大运～！ 我在:|385省道	FAVOR
830	春节放鞭炮	近期，政府出台文件，春节期间（昨天起至大年初七），禁令解除，海宁可以燃放烟花爆竹。详情见：http://t.cn/RwqRjaV	FAVOR
831	春节放鞭炮	敲锣打鼓等习俗。了解中国传统习俗的同时，我们是否也可以多想想，当放鞭炮的老传统遭遇PM2.5的现代困境，我们可以怎么做？	NONE
832	春节放鞭炮	建议，对市民燃放鞭炮统一管理规范，比如指定具体燃放地点和时间，制定鞭炮销售法规等等，加大管制力度，还市民一个整洁祥和的春节环境！@青海网	AGAINST
833	春节放鞭炮	又一个新年热热闹闹地向我们走来。贴春联、放鞭炮、办年货，逛庙会，每个春节民俗都有着独特的传统年味儿，在这新旧交替之际阖家团圆之时，说一说你怎么过新年的？	AGAINST
834	春节放鞭炮	4.儿童要在大人看护下燃放；5.放鞭炮地点选在室外开阔地区；6.远离正在燃放的爆竹或焰火；7.放完不要马上靠近燃放区；8.点鞭炮时保持安全距离。	AGAINST
835	春节放鞭炮	拜年访友，拿压岁钱等一样，全家一起看春晚早已像年俗一般印在我的心田。不管别人怎么看你，我始终对你如同初恋。每当《难忘今宵》响起，这才点赞了我心中的过年！！！	FAVOR
836	春节放鞭炮	花椒等，厚度约铅笔的直径。放在锅里，大火烧，两面翻），作为一年的干粮补充，意味着日子红红火火，不缺吃的。	FAVOR
837	春节放鞭炮	我就不放了 现在政府又不禁止了 但是我也不放 问好 ——看到吴江张建林的博文《春节不放鞭炮》有感而发的评论。http://t.cn/zYQNTHA	AGAINST
838	春节放鞭炮	今个最大梗就挑战的红烧鱼失败了。但是出乎意料的扣肉味道不错。。。。开吃 |怒江傈僳族...	AGAINST
839	春节放鞭炮	近年来一些地方推出禁放、限放的措施。春节要不要放鞭炮，您怎么看？http://t.cn/R46EmuN	NONE
840	春节放鞭炮	市民可以在限制燃放区域内燃放烟花爆竹。车站、码头、机场、轻轨车辆和站点、商场及其他人口密集场所禁止燃放烟花爆竹。	NONE
841	春节放鞭炮	导致大气中的有害物质尤其是PM2.5浓度激增，严重污染空气。本报联合环保部门倡议，春节少放鞭炮，减少放鞭炮天数和放鞭炮数量，一起过个环保年。	AGAINST
842	春节放鞭炮	“绿色”春节的概念似乎被越来越多的人所认同。电子鞭炮和传统鞭炮，你更倾向于那种？今年春节，你放鞭炮了吗？	NONE
843	春节放鞭炮	节约用电,其实光标字“光盘”就可以了。调侃到说:干脆改名叫“陈光芒”吧，保证熠熠生辉。改名字对于标哥并不陌生，在2009年他就曾把老婆孩子的名字分别改成"张绿色"和“陈环保”。	AGAINST
844	春节放鞭炮	怎么叫一家团圆。不放鞭炮，不买年货，不路途辛苦，怎么体会回家的迫切心愿 详情:|我想回家	FAVOR
845	春节放鞭炮	年肝；P12那祠堂门上贴着的门神是可以打开看看的。门神、烛台、放鞭炮、舞龙、舞狮……儿时常见的农村的春节情景，如今已是难寻，不是不遗憾的	FAVOR
846	春节放鞭炮	贴春联、放鞭炮还是在走访亲友呢不管做什么，一家人其乐融融在一起就是最好的。凤凰知音在此也祝愿世界各地的会员朋友渡过一个喜庆、祥和、美满的春节~	FAVOR
847	春节放鞭炮	与去年同期43.04吨相比，略有减少。但不放有没有过年的气氛，试问春节放鞭炮对不对？	NONE
848	春节放鞭炮	焚烧冥币的祭奠方式，尽量采取鲜花祭祀、植树祭祀等一些时尚文明的祭祀方式。*衢江云溪派出所@浙江衢州公安	AGAINST
849	春节放鞭炮	让入土为安的传统反而变成陈腐的“旧观念”。试问，你敢干涉少数民族的殡葬习俗吗？你敢用行政手段强行从公务员开始推行殡葬“三不留”吗？	FAVOR
850	春节放鞭炮	拜大年……但总有这样一群人，他们在举国欢庆时坚守岗位，在万家团聚时默默奉献！我们指挥中心的搜救协调员、交管值班员人也是他们中的一员，他们全年无休！	FAVOR
851	春节放鞭炮	但也有人表示新年不放鞭炮就没了年味，如遭遇极端天气，则建议或者强制禁放。你支持哪边，理由？如果不燃，有何管理办法？	NONE
852	春节放鞭炮	同意的举手。	AGAINST
853	春节放鞭炮	要是下雪就更好了。中国最大的传统节日是春节。外国人阴历年底很少有人在自己国家放鞭炮，吃饺子。尽管中国在世界的影响力与日俱增。阿嚏，钻被窝，睡觉。	FAVOR
854	春节放鞭炮	我市市民少放或不放鞭炮，用环保的方式来欢度新春佳节，过了一个清新、环保、舒适的“低碳”春节。家住安惠苑的王明先生说：“希望更多的人加入不放鞭炮的行列。”详见：http://t.cn/RwC6xQD	AGAINST
855	春节放鞭炮	最近网上有一组图片特别火，环卫工老大爷和老伴拿着一张呼吁大家春节少放鞭炮让老伴早点回家的牌子。春节放鞭炮，你还支持么？来聊聊吧~	NONE
856	春节放鞭炮	拍摄了一组呼吁大家春节不放鞭炮的照片，通过此次宣传，树立全民自觉自愿“禁放”意识，真正体会到禁放人人有责，平安人人受益！祝愿所有人平平安安过春节！	AGAINST
857	春节放鞭炮	便有可能发生血的教训，所以家长们要注意孩子燃放鞭炮时的安全事项。在小编莉言语 看来：孩子放鞭炮的时候，大人一定要跟着看好孩子。	NONE
858	春节放鞭炮	济南市全民参与环保行动工作组、市环保局9日向广大市民发出倡议：今年春节期间少放或不放烟花爆竹，过一个文明祥和的环保年。　　烟花爆|少放鞭炮吧...	AGAINST
859	春节放鞭炮	大家一起帮忙来填写吧！ http://t.cn/Rwnx25D	NONE
