WORD	FREQ	FAVOR	AGAINST	NONE	SUPPORT
土库曼,库曼	9	7	2	0	0.777778
土库曼,土库	9	7	2	0	0.777778
土库,库曼	9	7	2	0	0.777778
土库,土库曼	9	7	2	0	0.777778
兜,客	6	6	0	0	1.000000
兜,交警	6	6	0	0	1.000000
兜,非法	5	5	0	0	1.000000
兜,禁	6	6	0	0	1.000000
ipad,pro	6	1	0	5	0.833333
号召,环保	7	0	7	0	1.000000
号召,今年	7	1	6	0	0.857143
号召,少	5	0	5	0	1.000000
腿,超女	9	0	0	9	1.000000
腿,美少女	9	0	0	9	1.000000
腿,无敌	9	0	0	9	1.000000
腿,锅铲	5	0	0	5	1.000000
腿,少女	9	0	0	9	1.000000
腿,小妹	5	0	0	5	1.000000
腿,帅	9	0	0	9	1.000000
腿,青春	10	1	0	9	0.900000
腿,任	9	0	0	9	1.000000
晚育,晚婚	12	2	9	1	0.750000
晚育,取消	11	0	10	1	0.909091
晚育,晚婚晚育	11	2	8	1	0.727273
晚育,假	5	0	4	1	0.800000
年夜饭,春晚	5	4	0	1	0.800000
年夜饭,夜饭	13	10	1	2	0.769231
年夜饭,贴	5	5	0	0	1.000000
年夜饭,年夜	13	10	1	2	0.769231
年夜饭,传统	10	8	0	2	0.800000
尾气,车尾	5	5	0	0	1.000000
尾气,汽车尾气	5	5	0	0	1.000000
尾气,排放	7	6	1	0	0.857143
尾气,汽车	7	7	0	0	1.000000
尾气,空气	5	4	1	0	0.800000
尾气,传统	5	4	1	0	0.800000
尾气,少	9	8	1	0	0.888889
就业,女性	6	0	5	1	0.833333
就业,解决	5	0	5	0	1.000000
对联,贴	12	10	1	1	0.833333
对联,饺子	8	6	2	0	0.750000
对联,节日	5	4	0	1	0.800000
对联,包	9	7	2	0	0.777778
对联,传统	11	10	0	1	0.909091
夜饭,春晚	5	4	0	1	0.800000
夜饭,年夜饭	13	10	1	2	0.769231
夜饭,贴	5	5	0	0	1.000000
夜饭,年夜	13	10	1	2	0.769231
夜饭,传统	10	8	0	2	0.800000
绿色,倡议	6	1	5	0	0.833333
绿色,环保	21	2	17	2	0.809524
绿色,减少	5	1	4	0	0.800000
绿色,烟花爆竹	9	0	8	1	0.888889
绿色,爆竹	12	0	11	1	0.916667
绿色,今年	9	0	7	2	0.777778
绿色,不放	5	0	5	0	1.000000
绿色,空气	5	1	4	0	0.800000
绿色,市民	5	0	4	1	0.800000
绿色,少	11	0	9	2	0.818182
绿色,烟花	11	0	10	1	0.909091
绿色,期间	5	0	4	1	0.800000
小土豆,首映	6	5	0	1	0.833333
小土豆,添个	6	5	0	1	0.833333
小土豆,首映礼	5	4	0	1	0.800000
小土豆,月份	7	7	0	0	1.000000
小土豆,合伙人	11	9	0	2	0.818182
小土豆,合伙	11	9	0	2	0.818182
小土豆,土豆	17	13	0	4	0.764706
小土豆,小土	17	13	0	4	0.764706
小土豆,添	11	9	0	2	0.818182
小土豆,伙伴	13	10	0	3	0.769231
小土豆,小伙伴	13	10	0	3	0.769231
小土豆,曝	5	5	0	0	1.000000
小土豆,小伙	13	10	0	3	0.769231
小土豆,梦想	12	10	0	2	0.833333
小土豆,电影	8	6	0	2	0.750000
小土,首映	6	5	0	1	0.833333
小土,添个	6	5	0	1	0.833333
小土,首映礼	5	4	0	1	0.800000
小土,月份	7	7	0	0	1.000000
小土,合伙人	11	9	0	2	0.818182
小土,合伙	11	9	0	2	0.818182
小土,土豆	17	13	0	4	0.764706
小土,小土豆	17	13	0	4	0.764706
小土,添	11	9	0	2	0.818182
小土,伙伴	13	10	0	3	0.769231
小土,小伙伴	13	10	0	3	0.769231
小土,曝	5	5	0	0	1.000000
小土,小伙	13	10	0	3	0.769231
小土,梦想	12	10	0	2	0.833333
小土,电影	8	6	0	2	0.750000
吃饺子,传统节日	6	5	0	1	0.833333
吃饺子,饺子	17	13	1	3	0.764706
吃饺子,节日	6	5	0	1	0.833333
吃饺子,传统	11	8	0	3	0.727273
鼓励,劳动力	5	0	5	0	1.000000
鼓励,劳动	5	0	5	0	1.000000
鼓励,动力	5	0	5	0	1.000000
鼓励,计划生育	8	1	7	0	0.875000
鼓励,计划	8	1	7	0	0.875000
鼓励,人口	6	0	6	0	1.000000
鼓励,然后	6	0	6	0	1.000000
环保,生存	5	0	5	0	1.000000
环保,环保局	11	0	11	0	1.000000
环保,从我做起	7	0	7	0	1.000000
环保,节约	6	0	6	0	1.000000
环保,浓度	5	0	5	0	1.000000
环保,蓝天	10	0	10	0	1.000000
环保,做起	10	0	10	0	1.000000
环保,碳	13	1	12	0	0.923077
环保,倡议	20	1	17	2	0.850000
环保,承诺	5	0	5	0	1.000000
环保,烧纸	5	0	4	1	0.800000
环保,发出	7	0	7	0	1.000000
环保,成都	6	0	5	1	0.833333
环保,今年春节	37	1	32	4	0.864865
环保,大气	5	0	5	0	1.000000
环保,倡导	7	1	6	0	0.857143
环保,产生	5	0	5	0	1.000000
环保,号召	7	0	7	0	1.000000
环保,绿色	21	2	17	2	0.809524
环保,鞭	6	1	5	0	0.833333
环保,低	14	1	13	0	0.928571
环保,祥和	6	0	6	0	1.000000
环保,城区	5	0	5	0	1.000000
环保,减少	17	3	12	2	0.705882
环保,愿者	5	1	4	0	0.800000
环保,欢乐	6	0	5	1	0.833333
环保,每	5	0	5	0	1.000000
环保,烟花爆竹	25	1	20	4	0.800000
环保,燃放烟花	16	0	13	3	0.812500
环保,贡献	5	1	4	0	0.800000
环保,放烟	17	0	13	4	0.764706
环保,爆竹	38	1	29	8	0.763158
环保,霾	28	0	20	8	0.714286
环保,市	6	0	6	0	1.000000
环保,一起	5	1	4	0	0.800000
环保,增加	5	0	4	1	0.800000
环保,今年	57	1	47	9	0.824561
环保,大力	5	0	4	1	0.800000
环保,过节	6	0	6	0	1.000000
环保,意识	8	0	7	1	0.875000
环保,明显	7	0	6	1	0.857143
环保,空气	31	1	24	6	0.774194
环保,呼吁	15	1	13	1	0.866667
环保,环境	25	1	20	4	0.800000
环保,过大年	9	1	8	0	0.888889
环保,燃放	24	0	18	6	0.750000
环保,市民	13	0	12	1	0.923077
环保,少	48	4	37	7	0.770833
环保,快乐	6	0	6	0	1.000000
环保,空气污染	13	1	10	2	0.769231
环保,烟花	42	3	32	7	0.761905
环保,期间	18	0	14	4	0.777778
环保,期盼	5	1	4	0	0.800000
环保,一份	6	0	6	0	1.000000
环保,热闹	7	1	6	0	0.857143
环保,为了	17	0	14	3	0.823529
环保,联合	8	0	8	0	1.000000
环保,禁	10	2	7	1	0.700000
法律,法律依据	8	1	6	1	0.750000
法律,依据	8	1	6	1	0.750000
法律,政府	8	1	6	1	0.750000
法律,执法	5	1	4	0	0.800000
总统,恐怖分子	5	4	1	0	0.800000
总统,支持	5	4	1	0	0.800000
工具,通工	17	0	15	2	0.882353
工具,交通工具	17	0	15	2	0.882353
工具,管理	7	0	7	0	1.000000
工具,禁	14	0	13	1	0.928571
式,断崖	13	0	12	1	0.923077
式,减少	13	0	12	1	0.923077
式,计划生育	5	0	5	0	1.000000
式,计划	5	0	5	0	1.000000
式,人口	7	0	6	1	0.857143
买不起,老百姓	7	0	7	0	1.000000
买不起,百姓	8	0	7	1	0.875000
买不起,汽车	8	0	8	0	1.000000
买不起,禁	11	0	10	1	0.909091
权力,禁	11	0	11	0	1.000000
拜年,贴	11	9	1	1	0.818182
拜年,传统节日	5	4	0	1	0.800000
拜年,压岁钱	6	5	0	1	0.833333
拜年,压岁	6	5	0	1	0.833333
拜年,节日	7	6	0	1	0.857143
拜年,传统	11	9	0	2	0.818182
同意,今年	5	0	5	0	1.000000
重点,交警	6	6	0	0	1.000000
重点,禁	8	6	1	1	0.750000
蜀黍,交警	6	6	0	0	1.000000
蜀黍,禁	7	7	0	0	1.000000
火灾,燃放烟花	5	0	4	1	0.800000
火灾,放烟	5	0	4	1	0.800000
火灾,爆竹	8	0	6	2	0.750000
火灾,传统	7	0	6	1	0.857143
火灾,燃放	8	0	6	2	0.750000
怀上,月份	5	4	0	1	0.800000
噪音,烟花爆竹	5	0	4	1	0.800000
噪音,爆竹	7	0	6	1	0.857143
噪音,空气	6	0	5	1	0.833333
噪音,燃放	5	0	4	1	0.800000
噪音,烟花	6	0	5	1	0.833333
公民,政府	5	0	5	0	1.000000
公民,禁	8	0	8	0	1.000000
路段,交警	5	5	0	0	1.000000
电车,禁	6	1	5	0	0.833333
法律依据,法律	8	1	6	1	0.750000
法律依据,依据	8	1	6	1	0.750000
来源,禁	5	0	0	5	1.000000
幼儿园,幼儿	8	6	2	0	0.750000
小车,禁	6	0	5	1	0.833333
宝安,交警	8	6	0	2	0.750000
宝安,禁	8	6	0	2	0.750000
各界,爆竹	5	0	4	1	0.800000
值,颜	5	4	0	1	0.800000
一律,禁	5	5	0	0	1.000000
老百姓,买不起	7	0	7	0	1.000000
老百姓,百姓	43	10	32	1	0.744186
老百姓,社会	7	0	7	0	1.000000
老百姓,政府	8	1	7	0	0.875000
老百姓,解决	6	0	6	0	1.000000
老百姓,汽车	9	1	8	0	0.888889
老百姓,禁	19	0	19	0	1.000000
外卖,餐饮业	27	3	24	0	0.888889
外卖,对准	27	3	24	0	0.888889
外卖,餐饮	28	3	24	1	0.857143
外卖,社会	5	0	5	0	1.000000
外卖,送	32	6	26	0	0.812500
外卖,车	5	1	4	0	0.800000
外卖,自行	29	3	24	2	0.827586
外卖,行车	29	3	24	2	0.827586
外卖,自行车	29	3	24	2	0.827586
外卖,只	28	3	25	0	0.892857
外卖,可	27	3	24	0	0.888889
外卖,禁	34	6	26	2	0.764706
一代,计划生育	6	1	5	0	0.833333
一代,计划	6	1	5	0	0.833333
春联,年货	10	9	1	0	0.900000
春联,亲戚	6	6	0	0	1.000000
春联,春晚	6	6	0	0	1.000000
春联,感受	6	6	0	0	1.000000
春联,贴	45	33	6	6	0.733333
春联,文化	6	5	1	0	0.833333
春联,喜欢	5	4	0	1	0.800000
春联,一起	8	8	0	0	1.000000
春联,味儿	9	7	2	0	0.777778
春联,回家	7	7	0	0	1.000000
春联,吃	6	5	0	1	0.833333
春联,传统	30	21	4	5	0.700000
春联,准备	5	4	1	0	0.800000
春联,红包	5	4	0	1	0.800000
操作,单手	11	11	0	0	1.000000
操作,单手操作	10	10	0	0	1.000000
操作,喜欢	5	4	1	0	0.800000
尽量,燃放烟花	6	0	6	0	1.000000
尽量,放烟	6	0	6	0	1.000000
尽量,燃放	9	0	7	2	0.777778
尽量,少	8	1	6	1	0.750000
尽量,烟花	8	0	6	2	0.750000
尽量,期间	5	0	4	1	0.800000
尽量,为了	5	0	4	1	0.800000
鞭,环保	6	1	5	0	0.833333
鞭,霾	6	0	6	0	1.000000
鞭,今年	5	1	4	0	0.800000
鞭,雾	5	0	5	0	1.000000
鞭,武汉	5	1	4	0	0.800000
道理,禁	8	1	7	0	0.875000
添,首映	5	4	0	1	0.800000
添,首映礼	5	4	0	1	0.800000
添,月份	7	7	0	0	1.000000
添,合伙人	7	6	0	1	0.857143
添,合伙	7	6	0	1	0.857143
添,土豆	11	9	0	2	0.818182
添,小土豆	11	9	0	2	0.818182
添,小土	11	9	0	2	0.818182
添,伙伴	9	7	0	2	0.777778
添,小伙伴	9	7	0	2	0.777778
添,小伙	9	7	0	2	0.777778
添,梦想	7	6	0	1	0.857143
添,电影	5	4	0	1	0.800000
有钱,没钱	5	0	5	0	1.000000
有钱,禁	9	0	9	0	1.000000
撞,逆行	5	5	0	0	1.000000
撞,交警	7	6	1	0	0.857143
拒绝,爆竹	5	1	4	0	0.800000
动力,劳动力	12	0	11	1	0.916667
动力,劳动	12	0	11	1	0.916667
动力,鼓励	5	0	5	0	1.000000
生产,政府	5	0	5	0	1.000000
生产,禁	13	0	13	0	1.000000
感受,春联	6	6	0	0	1.000000
感受,贴	8	8	0	0	1.000000
感受,味儿	5	5	0	0	1.000000
感受,传统	13	11	1	1	0.846154
低,碳	14	1	13	0	0.928571
低,今年春节	7	0	7	0	1.000000
低,环保	14	1	13	0	0.928571
低,爆竹	5	0	5	0	1.000000
低,今年	8	0	8	0	1.000000
低,环境	6	1	5	0	0.833333
低,传统	5	1	4	0	0.800000
低,少	10	1	9	0	0.900000
低,烟花	6	1	5	0	0.833333
低,为了	6	1	5	0	0.833333
贴,年货	11	10	1	0	0.909091
贴,亲戚	7	7	0	0	1.000000
贴,新衣	5	5	0	0	1.000000
贴,春晚	7	7	0	0	1.000000
贴,门神	5	4	0	1	0.800000
贴,中华民族	6	6	0	0	1.000000
贴,户户	5	5	0	0	1.000000
贴,家户	5	5	0	0	1.000000
贴,家家户户	5	5	0	0	1.000000
贴,团圆	8	7	1	0	0.875000
贴,有趣	5	4	1	0	0.800000
贴,穿	5	5	0	0	1.000000
贴,家家	6	6	0	0	1.000000
贴,年夜饭	5	5	0	0	1.000000
贴,对联	12	10	1	1	0.833333
贴,夜饭	5	5	0	0	1.000000
贴,拜年	11	9	1	1	0.818182
贴,春联	45	33	6	6	0.733333
贴,感受	8	8	0	0	1.000000
贴,中华	6	6	0	0	1.000000
贴,热热闹闹	5	4	1	0	0.800000
贴,热热	5	4	1	0	0.800000
贴,文化	10	9	1	0	0.900000
贴,烟花爆竹	6	1	5	0	0.833333
贴,饺子	18	13	3	2	0.722222
贴,喜欢	6	5	0	1	0.833333
贴,年夜	5	5	0	0	1.000000
贴,爆竹	6	1	5	0	0.833333
贴,一起	10	9	1	0	0.900000
贴,民族	8	6	0	2	0.750000
贴,味儿	10	8	2	0	0.800000
贴,节日	17	12	0	5	0.705882
贴,回家	8	8	0	0	1.000000
贴,吃	10	9	0	1	0.900000
贴,传统	44	34	4	6	0.772727
贴,妈妈	5	5	0	0	1.000000
贴,快乐	5	4	1	0	0.800000
贴,红包	5	4	0	1	0.800000
贴,越来越	7	6	0	1	0.857143
贴,越来	7	6	0	1	0.857143
这里,传统	5	5	0	0	1.000000
上路,汽车	6	0	5	1	0.833333
上路,禁	18	3	14	1	0.777778
祥和,环保	6	0	6	0	1.000000
祥和,烟花	5	0	4	1	0.800000
清理,禁	5	0	4	1	0.800000
清新,空气	8	0	6	2	0.750000
清新,少	6	0	6	0	1.000000
晚婚晚育,晚婚	11	2	8	1	0.727273
晚婚晚育,取消	9	0	8	1	0.888889
晚婚晚育,晚育	11	2	8	1	0.727273
无证,驾驶	8	6	1	1	0.750000
无证,非法	5	4	0	1	0.800000
无证,禁	9	7	1	1	0.777778
排放,尾气	7	6	1	0	0.857143
城区,环保	5	0	5	0	1.000000
城区,烟花爆竹	5	1	4	0	0.800000
城区,燃放烟花	5	1	4	0	0.800000
城区,放烟	5	1	4	0	0.800000
城区,今年	5	1	4	0	0.800000
城区,空气	5	0	5	0	1.000000
中华,隆重	5	4	0	1	0.800000
中华,中华民族	17	14	2	1	0.823529
中华,贴	6	6	0	0	1.000000
中华,传统节日	7	6	0	1	0.857143
中华,文化	5	4	0	1	0.800000
中华,民族	17	14	2	1	0.823529
中华,节日	8	7	0	1	0.875000
中华,传统	21	17	2	2	0.809524
减少,断崖	13	0	12	1	0.923077
减少,今年春节	9	0	7	2	0.777778
减少,产生	5	0	5	0	1.000000
减少,绿色	5	1	4	0	0.800000
减少,环保	17	3	12	2	0.705882
减少,式	13	0	12	1	0.923077
减少,计划生育	5	0	5	0	1.000000
减少,霾	14	0	13	1	0.928571
减少,今年	17	1	13	3	0.764706
减少,汽车	5	1	4	0	0.800000
减少,雾	11	0	10	1	0.909091
减少,计划	5	0	5	0	1.000000
减少,人口	8	0	7	1	0.875000
减少,空气	15	3	11	1	0.733333
减少,垃圾	6	0	5	1	0.833333
减少,环境	7	0	7	0	1.000000
减少,市民	6	0	5	1	0.833333
减少,或者	6	1	5	0	0.833333
抓,车	11	1	9	1	0.818182
抓,自行	5	1	4	0	0.800000
抓,行车	5	1	4	0	0.800000
抓,自行车	5	1	4	0	0.800000
抓,禁	28	6	21	1	0.750000
权利,女性	6	0	5	1	0.833333
权利,禁	9	0	7	2	0.777778
变成,禁	7	0	6	1	0.857143
青春,超女	9	0	0	9	1.000000
青春,美少女	9	0	0	9	1.000000
青春,无敌	9	0	0	9	1.000000
青春,锅铲	5	0	0	5	1.000000
青春,少女	9	0	0	9	1.000000
青春,小妹	5	0	0	5	1.000000
青春,帅	10	1	0	9	0.900000
青春,腿	10	1	0	9	0.900000
青春,任	9	0	0	9	1.000000
浪费,环境	5	0	5	0	1.000000
民众,禁	10	1	7	2	0.700000
团聚,饺子	7	6	1	0	0.857143
团聚,节日	5	4	0	1	0.800000
团聚,回家	5	5	0	0	1.000000
团聚,包	5	4	1	0	0.800000
团聚,传统	7	6	0	1	0.857143
员工,时间表	9	0	0	9	1.000000
员工,同一	8	0	0	8	1.000000
员工,扎堆	8	0	0	8	1.000000
员工,申请	9	0	0	9	1.000000
员工,避免	8	0	0	8	1.000000
员工,根据	9	0	0	9	1.000000
员工,须	7	0	1	6	0.857143
员工,随着	9	0	0	9	1.000000
员工,工作	9	0	1	8	0.888889
员工,提前	9	0	0	9	1.000000
员工,长春	8	0	0	8	1.000000
车祸,禁	6	1	5	0	0.833333
热热闹闹,贴	5	4	1	0	0.800000
热热,贴	5	4	1	0	0.800000
愿者,环保	5	1	4	0	0.800000
主题,传统	5	4	1	0	0.800000
严,禁	5	0	0	5	1.000000
百姓,买不起	8	0	7	1	0.875000
百姓,老百姓	43	10	32	1	0.744186
百姓,刀切	5	0	5	0	1.000000
百姓,一刀切	5	0	5	0	1.000000
百姓,社会	10	0	10	0	1.000000
百姓,政府	14	2	12	0	0.857143
百姓,一刀	5	0	5	0	1.000000
百姓,解决	7	0	7	0	1.000000
百姓,经济	5	1	4	0	0.800000
百姓,汽车	10	1	8	1	0.800000
百姓,自行	6	0	5	1	0.833333
百姓,传统	6	5	1	0	0.833333
百姓,行车	6	0	5	1	0.833333
百姓,自行车	6	0	5	1	0.833333
百姓,只	6	1	5	0	0.833333
百姓,管理	6	0	6	0	1.000000
百姓,可	5	1	4	0	0.800000
百姓,禁	36	0	33	3	0.916667
计划生育,断崖	5	0	5	0	1.000000
计划生育,鼓励	8	1	7	0	0.875000
计划生育,式	5	0	5	0	1.000000
计划生育,一代	6	1	5	0	0.833333
计划生育,减少	5	0	5	0	1.000000
计划生育,计划	38	6	27	5	0.710526
计划生育,人口	14	1	12	1	0.857143
计划生育,可	5	0	4	1	0.800000
政,懒	18	1	15	2	0.833333
政,政府	9	0	9	0	1.000000
政,管理	8	0	8	0	1.000000
政,禁	20	3	16	1	0.800000
载客,交警	9	8	0	1	0.888889
刀切,百姓	5	0	5	0	1.000000
刀切,一刀切	17	2	12	3	0.705882
刀切,政府	8	2	6	0	0.750000
刀切,一刀	17	2	12	3	0.705882
刀切,禁	13	2	10	1	0.769231
一刀切,百姓	5	0	5	0	1.000000
一刀切,刀切	17	2	12	3	0.705882
一刀切,政府	8	2	6	0	0.750000
一刀切,一刀	17	2	12	3	0.705882
一刀切,禁	13	2	10	1	0.769231
想想,逼	5	0	4	1	0.800000
传统节日,中华民族	7	6	0	1	0.857143
传统节日,吃饺子	6	5	0	1	0.833333
传统节日,拜年	5	4	0	1	0.800000
传统节日,中华	7	6	0	1	0.857143
传统节日,文化	5	5	0	0	1.000000
传统节日,饺子	9	8	0	1	0.888889
传统节日,喜欢	6	6	0	0	1.000000
传统节日,元宵节	5	5	0	0	1.000000
传统节日,节日	37	26	4	7	0.702703
传统节日,吃	6	5	1	0	0.833333
传统节日,传统	37	26	4	7	0.702703
传统节日,正月	5	4	0	1	0.800000
规划,禁	5	0	4	1	0.800000
行人,交警	6	6	0	0	1.000000
幼儿,幼儿园	8	6	2	0	0.750000
依据,法律	8	1	6	1	0.750000
依据,法律依据	8	1	6	1	0.750000
文化,新衣	5	5	0	0	1.000000
文化,穿	5	5	0	0	1.000000
文化,春联	6	5	1	0	0.833333
文化,贴	10	9	1	0	0.900000
文化,中华	5	4	0	1	0.800000
文化,传统节日	5	5	0	0	1.000000
文化,元宵节	5	5	0	0	1.000000
文化,节日	7	6	1	0	0.857143
文化,吃	7	7	0	0	1.000000
文化,空气	5	4	0	1	0.800000
文化,传统	34	28	3	3	0.823529
文化,烟花	5	4	0	1	0.800000
文化,热闹	5	5	0	0	1.000000
伙伴,首映	5	4	0	1	0.800000
伙伴,大姚	5	5	0	0	1.000000
伙伴,首映礼	5	4	0	1	0.800000
伙伴,月份	6	6	0	0	1.000000
伙伴,合伙人	8	6	0	2	0.750000
伙伴,合伙	8	6	0	2	0.750000
伙伴,土豆	14	11	0	3	0.785714
伙伴,小土豆	13	10	0	3	0.769231
伙伴,小土	13	10	0	3	0.769231
伙伴,添	9	7	0	2	0.777778
伙伴,梦想	9	7	0	2	0.777778
驾驶,无证	8	6	1	1	0.750000
驾驶,禁	9	8	1	0	0.888889
欢乐,环保	6	0	5	1	0.833333
欢乐,爆竹	6	0	5	1	0.833333
欢乐,环境	5	0	4	1	0.800000
欢乐,烟花	5	0	4	1	0.800000
暴力,禁	8	2	6	0	0.750000
故事,传统	6	5	1	0	0.833333
收入,政府	5	0	5	0	1.000000
收入,禁	6	0	6	0	1.000000
难道,政府	6	0	6	0	1.000000
难道,只能	5	1	4	0	0.800000
难道,工作	6	0	6	0	1.000000
难道,禁	11	2	9	0	0.818182
每,蓝天	5	0	5	0	1.000000
每,环保	5	0	5	0	1.000000
每,爆竹	6	0	6	0	1.000000
每,霾	5	0	5	0	1.000000
每,今年	5	0	4	1	0.800000
每,烟花	5	0	5	0	1.000000
烟花爆竹,环保局	6	0	6	0	1.000000
烟花爆竹,蓝天	5	0	5	0	1.000000
烟花爆竹,做起	5	0	5	0	1.000000
烟花爆竹,倡议	13	0	11	2	0.846154
烟花爆竹,发出	5	0	5	0	1.000000
烟花爆竹,产生	5	0	5	0	1.000000
烟花爆竹,绿色	9	0	8	1	0.888889
烟花爆竹,环保	25	1	20	4	0.800000
烟花爆竹,噪音	5	0	4	1	0.800000
烟花爆竹,贴	6	1	5	0	0.833333
烟花爆竹,城区	5	1	4	0	0.800000
烟花爆竹,燃放烟花	19	1	16	2	0.842105
烟花爆竹,放烟	19	1	16	2	0.842105
烟花爆竹,霾	14	1	11	2	0.785714
烟花爆竹,市	5	0	4	1	0.800000
烟花爆竹,过节	5	0	4	1	0.800000
烟花爆竹,雾	11	1	8	2	0.727273
烟花爆竹,空气	22	1	18	3	0.818182
烟花爆竹,呼吁	8	1	6	1	0.750000
烟花爆竹,环境	10	0	9	1	0.900000
烟花爆竹,燃放	30	2	22	6	0.733333
烟花爆竹,市民	14	1	12	1	0.857143
烟花爆竹,临近	5	1	4	0	0.800000
烟花爆竹,少	31	3	25	3	0.806452
烟花爆竹,空气污染	8	0	6	2	0.750000
烟花爆竹,期间	14	0	11	3	0.785714
烟花爆竹,禁放	5	1	4	0	0.800000
烟花爆竹,为了	5	0	4	1	0.800000
烟花爆竹,禁	5	0	5	0	1.000000
饺子,春晚	5	5	0	0	1.000000
饺子,对联	8	6	2	0	0.750000
饺子,吃饺子	17	13	1	3	0.764706
饺子,贴	18	13	3	2	0.722222
饺子,团聚	7	6	1	0	0.857143
饺子,传统节日	9	8	0	1	0.888889
饺子,节日	10	9	0	1	0.900000
饺子,吃	9	8	0	1	0.888889
饺子,包	17	12	4	1	0.705882
饺子,传统	25	19	1	5	0.760000
社会,餐饮业	5	0	5	0	1.000000
社会,对准	5	0	5	0	1.000000
社会,餐饮	5	0	5	0	1.000000
社会,老百姓	7	0	7	0	1.000000
社会,外卖	5	0	5	0	1.000000
社会,百姓	10	0	10	0	1.000000
社会,政府	9	1	7	1	0.777778
社会,和谐	5	0	5	0	1.000000
社会,送	6	0	6	0	1.000000
社会,谁	7	1	6	0	0.857143
社会,骑	5	0	4	1	0.800000
社会,简单	5	0	4	1	0.800000
社会,本	5	0	5	0	1.000000
社会,自行	7	0	7	0	1.000000
社会,子女	8	0	8	0	1.000000
社会,传统	5	5	0	0	1.000000
社会,行车	7	0	7	0	1.000000
社会,自行车	7	0	7	0	1.000000
社会,市民	5	0	4	1	0.800000
社会,工作	6	0	6	0	1.000000
社会,靠	5	0	5	0	1.000000
社会,独生	5	1	4	0	0.800000
社会,只	12	1	11	0	0.916667
社会,管理	8	0	6	2	0.750000
社会,可	5	0	5	0	1.000000
社会,禁	32	0	25	7	0.781250
政府,底层	6	0	6	0	1.000000
政府,懒	7	0	7	0	1.000000
政府,法律	8	1	6	1	0.750000
政府,公民	5	0	5	0	1.000000
政府,老百姓	8	1	7	0	0.875000
政府,生产	5	0	5	0	1.000000
政府,百姓	14	2	12	0	0.857143
政府,政	9	0	9	0	1.000000
政府,刀切	8	2	6	0	0.750000
政府,一刀切	8	2	6	0	0.750000
政府,收入	5	0	5	0	1.000000
政府,难道	6	0	6	0	1.000000
政府,社会	9	1	7	1	0.777778
政府,恐怖分子	9	8	1	0	0.888889
政府,做法	5	0	5	0	1.000000
政府,人员	5	0	5	0	1.000000
政府,一刀	8	2	6	0	0.750000
政府,经济	7	0	6	1	0.857143
政府,分子	9	8	1	0	0.888889
政府,服务	7	0	6	1	0.857143
政府,车	5	0	5	0	1.000000
政府,简单	5	0	4	1	0.800000
政府,汽车	14	0	14	0	1.000000
政府,反	5	4	1	0	0.800000
政府,根本	6	0	6	0	1.000000
政府,自行	7	0	6	1	0.857143
政府,行车	7	0	6	1	0.857143
政府,自行车	7	0	6	1	0.857143
政府,限	5	0	5	0	1.000000
政府,工作	8	2	6	0	0.750000
政府,只	7	1	6	0	0.857143
政府,管理	14	2	11	1	0.785714
政府,发展	6	0	5	1	0.833333
政府,逼	8	0	7	1	0.875000
政府,人民	10	1	9	0	0.900000
政府,领导	5	1	4	0	0.800000
政府,禁	54	6	41	7	0.759259
喜欢,春联	5	4	0	1	0.800000
喜欢,操作	5	4	1	0	0.800000
喜欢,贴	6	5	0	1	0.833333
喜欢,传统节日	6	6	0	0	1.000000
喜欢,挺	6	5	0	1	0.833333
喜欢,尺寸	7	6	0	1	0.857143
喜欢,节日	8	8	0	0	1.000000
喜欢,觉得	8	8	0	0	1.000000
喜欢,为了	6	5	0	1	0.833333
燃放烟花,倡议	9	0	8	1	0.888889
燃放烟花,环保	16	0	13	3	0.812500
燃放烟花,火灾	5	0	4	1	0.800000
燃放烟花,尽量	6	0	6	0	1.000000
燃放烟花,城区	5	1	4	0	0.800000
燃放烟花,烟花爆竹	19	1	16	2	0.842105
燃放烟花,不放	5	0	4	1	0.800000
燃放烟花,空气	19	1	16	2	0.842105
燃放烟花,呼吁	8	2	6	0	0.750000
燃放烟花,环境	8	0	7	1	0.875000
燃放烟花,少	18	2	14	2	0.777778
燃放烟花,期间	11	1	8	2	0.727273
小伙伴,首映	5	4	0	1	0.800000
小伙伴,大姚	5	5	0	0	1.000000
小伙伴,首映礼	5	4	0	1	0.800000
小伙伴,月份	6	6	0	0	1.000000
小伙伴,合伙人	8	6	0	2	0.750000
小伙伴,合伙	8	6	0	2	0.750000
小伙伴,土豆	14	11	0	3	0.785714
小伙伴,小土豆	13	10	0	3	0.769231
小伙伴,小土	13	10	0	3	0.769231
小伙伴,添	9	7	0	2	0.777778
小伙伴,梦想	9	7	0	2	0.777778
年夜,春晚	5	4	0	1	0.800000
年夜,年夜饭	13	10	1	2	0.769231
年夜,夜饭	13	10	1	2	0.769231
年夜,贴	5	5	0	0	1.000000
年夜,节日	5	4	0	1	0.800000
年夜,吃	10	7	1	2	0.700000
负责,禁	5	1	4	0	0.800000
请问,禁	6	1	5	0	0.833333
分析,销量	5	1	0	4	0.800000
不知,传统	5	5	0	0	1.000000
元宵节,传统节日	5	5	0	0	1.000000
元宵节,文化	5	5	0	0	1.000000
元宵节,节日	7	6	0	1	0.857143
元宵节,传统	10	9	0	1	0.900000
贡献,环保	5	1	4	0	0.800000
贡献,今年	6	1	5	0	0.833333
