ID	TARGET	TEXT
225	朝鲜核试验	朝鲜核试验对中国有好处，可以有效的牵制美日韩。打个比方，如果中国是一个大哥的话，那当大哥的必须得有一个不怕死的二逼小弟在前面耍虎。
226	朝鲜核试验	养条看门狗，不好好看门还老吓唬主人，主人还不敢不给骨头吃？
227	朝鲜核试验	如果没有了朝鲜，咱就成地球上最无耻的国家了。
228	朝鲜核试验	中国在选边问题上，竞然站到了美国一边，看々中国给予朝鲜开出的制裁清单，就全明白了，烈士的鲜血真要白流了！
229	朝鲜核试验	地图显示，距离中国最近137，但新闻说距离长白山110，你们的意思是想说长白山是朝鲜的啦？
230	朝鲜核试验	三胖独裁无赖不敢走出国门半步。
231	朝鲜核试验	朝鲜是疯子没错，但是朝鲜不傻。
232	朝鲜核试验	朝鲜核试验万一失败了，先不说别的国家，自己就把自己灭了。[doge][doge][doge]
233	朝鲜核试验	彻底解决？现在已经不好解决了。最好的时机是他第一次核爆炸之前，可是当时的领导人不作为，已经养虎为患了。
234	朝鲜核试验	我看 三胖子离挨揍不远了！！
235	朝鲜核试验	养了一条疯狗，迟早哪天咬到自己。。。
236	朝鲜核试验	这就是三胖对中国的回报吗？看看长春和沈阳在哪儿？良心大大的坏！[话筒]
237	朝鲜核试验	若朝鲜核试验地震达到6.0级，就可能引发长白山喷发。长白山一旦喷发，其烈度指数可达7.4级左右，而其破坏性能量的60%将倾泻于中国一侧；如果核试验失败产生严重核泄漏……我美丽的家乡、迤逦多姿的长白山、大东北地区将变成什么样？简直难以想象。
238	朝鲜核试验	如果我们那时没发展核武器根本就不可能有什么改革开放，在这点上我支持朝鲜，在自己国家利益上又不支持它发展。
239	朝鲜核试验	我们一直以为朝鲜是我们的战略缓冲区，闹了半天才明白，原来中国是朝鲜的战略缓冲大区……
240	朝鲜核试验	你要不控制三胖，他一想要钱就出王炸，这谁也受不了…
241	朝鲜核试验	真正受难的是东三省，永久性荒芜！
242	朝鲜核试验	抗美援朝中国牺牲那么多人就是为了现在家门口有一群疯子拿核武器威胁美帝之名，害的自己睡不着觉？     核污染怎么办？东北人怎么活?
243	朝鲜核试验	东北危级，华北危级，中华民族危级
244	朝鲜核试验	我想知道有没有什么核污染
245	朝鲜核试验	我真心的希望国家能够以实际行动来制止朝鲜的核武实验，太可怕的了。我也希望“砖家”们下回闭上你们那张找不到重点的嘴，祈祷和平，祈祷半岛和平。
246	朝鲜核试验	金家三代流氓政府，跟当年的红色高棉一样，全都是因为国家有了一个贪婪狂妄的独裁者家族，都是热衷屠杀的反人类罪。全世界比朝鲜地域广阔，资源丰富，占有地理优势，且无核的国家有很多，又有多少会因此受到美国威胁并必须靠拥核自卫。全世界打击的只是这个无耻的独裁政权而已。
247	朝鲜核试验	距离中国不足百公里，三胖到底是要威胁谁？
248	朝鲜核试验	所以说就算朝鲜有核武器对中国也构不成威胁，我相信这么多年的邻居，一旦朝鲜有二心，中国发动斩首行动的效率绝对大于美国。相比来说美国才是威胁。
249	朝鲜核试验	邻有恶犬，岂容酣眠[生病]
250	朝鲜核试验	我都说了，环球时报是朝鲜的报纸
251	朝鲜核试验	你妹啊离我们这么近
252	朝鲜核试验	谁信啊，距离我国边境才14KM！
253	朝鲜核试验	现在只能说中国人民和朝鲜的友谊，道已不同，难相为盟。
254	朝鲜核试验	今天五毛几乎不见了
255	朝鲜核试验	我国还有啥环境可影响？影响雾霾纯度？
256	朝鲜核试验	估计政府现在正在给三胖子准备年货，赶紧送过去呢
257	朝鲜核试验	这都欺负到家门口了，联合国还投赞成票支持呢，能告诉我是一群猪管理中国吗
258	朝鲜核试验	朝鲜把其核设施建在距中国边境如此近的地方，固然有国土狭小因素，但不排除以中国为挡箭牌的考虑。一来可令美国因担心有可能伤及中国而对朝罢手；二来中国也可能担心遭受池鱼之灾而反对对朝动武，这种布置可同时制约美、中两个大国朝核政策，一箭双雕。
259	朝鲜核试验	三胖作死，作着作着就习惯了，我预言一下吧：将来等收拾了美帝在亚太的野心以后，三胖绝对要拉清单的。
260	朝鲜核试验	不想笑，这是一条很沉重的微博，跟这条新闻一样沉重。
261	朝鲜核试验	朝鲜核试不管真假，威力如何，都是一件非常值得关注的事件。千里长堤，溃于蚁穴。朝鲜，密切关注，确保其在我控制之中，把危险消失于无形！ 
262	朝鲜核试验	中朝友好？别逗了，沒几个中国人想和它友好!白眼狼灭之!
263	朝鲜核试验	我觉得是三胖没站稳，走路摔了一跤，于是地震了
264	朝鲜核试验	南郭先生的狼啊
265	朝鲜核试验	世界需要一场战争来解救各种危机！到时候穷人上战场，富人玩移民！
266	朝鲜核试验	朝鲜已危及天朝的自身安全！！！
267	朝鲜核试验	真撕破脸了
268	朝鲜核试验	朝鲜三胖不怕泄漏吗，真作死
269	朝鲜核试验	赶紧动手吧！干掉金三胖！
270	朝鲜核试验	东北人民真可怜，天天害怕金三胖发神经！[挖鼻]
271	朝鲜核试验	以后拿着这玩意来中国耍，妈妈再也不会担心我要不到饭了。
272	朝鲜核试验	大家不必紧张，按朝鲜的水平，就算是瞄准了中国，弹头也可能落在韩国。[doge]
273	朝鲜核试验	奇怪了！五毛同志们呢？！
274	朝鲜核试验	是不是导弹得飞到中国境内才会发现？每年花那么多钱上防御系统上，就这样？
275	朝鲜核试验	流氓国家，美帝早晚会灭了你们的，而且是分分钟的事儿
276	朝鲜核试验	真抱歉，又让中国东北人民受精了[doge]
277	朝鲜核试验	抗美援朝的的胜利果实！打脸么？
278	朝鲜核试验	闺蜜说，全世界都报道朝鲜核爆了，中国报道朝鲜地震了，就这政府，闹笑话都不是一般水平。 
279	朝鲜核试验	在中国家门口进行核试验，中方居然一无所知，请问中国的军方和情报机构是吃屎的吗？你们真有能力保家卫国吗？[怒]
280	朝鲜核试验	真应该把朝鲜这个国家灭了 把金三胖送到国际法院
281	朝鲜核试验	为什么要支持这样一个国家？？难道是物以类聚人以群分？？？
282	朝鲜核试验	搞的东北都地震了
283	朝鲜核试验	话说。。。朝鲜全境离我们也都是“仅有XXX公里吧”
284	朝鲜核试验	被三胖子抽成包子脸了
285	朝鲜核试验	宁愿挨中国近点也要离南韩远点，因为不好惹
286	朝鲜核试验	就想问问，朝鲜的核技术是自己研发的吗？
287	朝鲜核试验	环球的文章和外交部的表态并不矛盾
288	朝鲜核试验	有核武器的国家有多少个，为什么朝鲜不能有？
289	朝鲜核试验	卧榻之侧岂容他人鼻鼾
290	朝鲜核试验	严重抗议，离中国这么近。
291	朝鲜核试验	离中国不到200公里，好怕怕
292	朝鲜核试验	想想当年跑到主席面前鼻涕一把泪一把的请求支援，现在呢，胆肥了，不服管了[哼][哼]
293	朝鲜核试验	过年前要一点红包，包子也行大哥！
294	朝鲜核试验	全世界发来贺电#朝鲜核爆#
295	朝鲜核试验	那可以鲜血拧成的爱啊，你国赵家一定要好好珍惜！
296	朝鲜核试验	外交部如此说，前者是为了在国际上避嫌；后者是为了维稳安抚国内民众情绪！ 而且还能尽量不得罪三胖！  可实际上傻瓜才相信离中国边境那么近的核爆对东北会没有污染！    有毒食品这样说、雾霾这样说…… 对不起，你的信用已透支！！！
297	朝鲜核试验	干高丽棒子
298	朝鲜核试验	只能在本国爆炸有个鸟用，自焚用啊！发射个穿天猴都没弄明白的主！
299	朝鲜核试验	朝鲜又核爆，这次中国真的该管管了
300	朝鲜核试验	人穷被人欺，马善被人骑！朝鲜被制裁了这么多年能拥有核武相当不容易了！我们如果没有拥有这些东西，现在的发展未必比他们好……
301	朝鲜核试验	我们不要再喂白眼狼了。朝鲜又在拿核武器威胁恐吓中国了。这个一直被我们喂养的专制政权连抗美援朝的历史都不认可。
302	朝鲜核试验	一直不是玩窜天猴了？这回改玩麻雷子了？
303	朝鲜核试验	我相信我们伟大的国家，一定会严厉制裁朝鲜。以解前一段时间被美国闯领海领空的恶气。
304	朝鲜核试验	我们赵国和朝鲜是盟友，3胖放心的炸吧！
305	朝鲜核试验	朝鲜现在突然杀出来，中日韩都没有好日子过，大家的汇率堪忧
306	朝鲜核试验	当初朝鲜搞核武器的时候，国内很多傻逼一致叫好，说可以震慑美国。 现在呢，那帮傻逼不吭声了，美国太远，棒子的核武器只能震慑中国。
307	朝鲜核试验	那么一点动静我真的不信你们成功了[偷笑]
308	朝鲜核试验	三胖子还是继续用所谓的氢弹自慰吧！
309	朝鲜核试验	就是个地震，然后拿来说成核试验，零成本的核威胁。
310	朝鲜核试验	长白山成为活火山以后门票更贵了。
311	朝鲜核试验	朝鮮和俄羅斯，東北連一個出海口都不留我們！餓死困死你們！
312	朝鲜核试验	很奇怪这么多怕辐射的，怎么对朝鲜核爆没反应了? 这可比基站、 X 光机、路由器啊吓人多了吧?
313	朝鲜核试验	朝鲜核爆，中国居然事前不知情，离中国那么近，居然不知情，看来要用一下狂犬疫苗了是朝鲜还是中国呢 
314	朝鲜核试验	哈哈][嘻嘻][偷笑]三哥威武！！！
315	朝鲜核试验	作为通化人民我表示看了之后害怕了。
316	朝鲜核试验	都是当年自己当凯子整出来的，害人害己！
317	朝鲜核试验	作为订有友好条约的国家，朝对中方隐瞒如此重大的动作，已经完全无视条约的存在，无视此举对中国国家安全的影响。鉴于此，中方也完全不必在意这个条约的存在，不必为朝方蛮干所造成的后果埋单。用一句外交词令来说，就是 “由此造成的一切后果将由朝方自己承担”。
318	朝鲜核试验	我有三个问题: 1. 东北人口持续减少跟隔壁住了个疯子流氓有没有关系？ 2. 谁养大这个疯子的？ 3. 一旦失控，我们有没有冷酷但高效的应对措施？
319	朝鲜核试验	朝鲜太自私了，鲜血铸成的友谊不是勒索的借口！
320	朝鲜核试验	谁叫我们老百姓摊上了这么个无能政府和白眼狼棒子国邻居！[doge]
321	朝鲜核试验	爸爸对你恩重如山  你缺枪口对着爸爸
322	朝鲜核试验	世界是大家，要和平共处，不是个别国家说了算，要靠大家共同努力
323	朝鲜核试验	即使那样，我也只会坚决反对，谁让我们是鲜血铸成的友谊呢？
324	朝鲜核试验	#朝鲜核试验# 朝鲜核试验不仅给美韩部署萨德系统的借口，更对中国产生了现实的威胁，传闻称朝鲜可能拥有“死手系统”，如果此事为真，对中国将是最致命的威胁
325	朝鲜核试验	牺牲几十万志愿军换来的就是这种结果？
326	朝鲜核试验	又是一记响亮的掌声？
327	朝鲜核试验	谁在威胁朝鲜半岛和平进程？一周来，由于不听话的孩子朝鲜核试验，世界纷纷谴责朝鲜，尤其是美日韩更有了制裁朝鲜的借口。我们中国既不能庇护朝鲜，也不能随波逐流，只能因势利导。朝鲜停止核试验，进而销毁核武器，随即核大国也销毁核武器。朝韩双方停止一切针对对方的军演和联合军演。撤出驻韩美军。
328	朝鲜核试验	天朝外交最大之败笔
329	朝鲜核试验	这次对小户型有了一个非常直观的理解， 在家放个屁都能影响邻居
330	朝鲜核试验	三胖万寿无疆，洪福齐天。[doge]
331	朝鲜核试验	你们那也叫氢弹？？充其量是一个矿难事故
332	朝鲜核试验	这就是我朝的老朋友，江湖一起混的小弟[怒]。
333	朝鲜核试验	我感觉朝鲜这样的无赖国家拥有核武器受伤害最大的是中国啊！中国直接接壤的俄罗斯、印度、巴基斯坦、朝鲜都有核武器，中国是世界上唯一快被核武器包围的国家啊！有些人还在幸灾乐祸，目光短浅啊！害的是我们自己！可悲！
334	朝鲜核试验	松原地震就这帮高丽棒子弄的吧[思考]
335	朝鲜核试验	话说前几天还看新闻说中国的某位高官访问朝鲜，怎么央视说朝鲜核试验没通知我们？这下中国尴尬啦……
336	朝鲜核试验	说实话，如果真的一无所知，我们的情报机构应该去吃屎。
337	朝鲜核试验	中国应迅速派出轰炸机将其摧毁
338	朝鲜核试验	三胖为啥看不开？一辈子，让国人过得好点，跟着天朝混饭吃多好
339	朝鲜核试验	太早了，窜天猴等过年再放吧[喵喵][喵喵][喵喵]
340	朝鲜核试验	三孩这屁放的
341	朝鲜核试验	中国发言人:希望朝韩各方能冷静克制，通过对话解决朝核问题，希望朝鲜尽快回到六方会谈上来，中国的对朝核方针是一贯的，坚持朝鲜半岛无核化，坚持维护东北亚的和平和稳定。
342	朝鲜核试验	我朝表示高度关注，一会新闻强烈谴责[怒骂]
343	朝鲜核试验	灭了朝鲜！
344	朝鲜核试验	鳄龟不流鼻涕：朝鲜的做法是对的。只能靠自己。
345	朝鲜核试验	导弹射就射了，咋地？咬我啊？ 关键是朝鲜已经吃准了地球上这些虚伪的大国。 你要让他当棋子，让要让你“吃不了兜着走”。 朝鲜核试验的事还没有说完，这次又发导弹，这世界好像完全被朝鲜掌控了。 谁敢惹他？当今世界还真找不出。不管，大国们的口号喊得多么响当当。
346	朝鲜核试验	独裁政府早就该消失了！
347	朝鲜核试验	如果这次试验是针对美国的话，就请用华盛顿时间。
348	朝鲜核试验	三胖二流子、饲料不够吃了、开始要耍泼！
349	朝鲜核试验	朝鲜人民和世界人民一样都是热爱和平的民族！愿中鲜人民的深厚友谊世代流长！
350	朝鲜核试验	朝鲜核爆我们最遭殃。别扯什么对抗美帝的事了，20年内朝鲜的核弹都扔不到美帝国土上，最大的受害者是韩国，日本，中国。先不说底下核爆对环境污染如何，就三胖这调性，摆明是拿核弹要挟全世界节奏。中国还尼玛护着，早晚核弹炸裤裆里。
351	朝鲜核试验	但愿飞到脑袋上时不要一无所知！！！
352	朝鲜核试验	三胖你自己作死别连累你天朝爷爷
353	朝鲜核试验	世界上有两个永远也也实现不了的承诺:朝鲜半岛的战争威胁和中国外交部的抗议[doge]
354	朝鲜核试验	你说，万一国际社会出兵强制朝鲜无核，就算之后退走，将来他们的历史书上会不会写八国联军入侵平壤？？？会不会教导孩子牢记国耻日？？？哪怕他们做的，明明是错的！
355	朝鲜核试验	朝鲜不应该发展核武器。开放口岸，尽快融入到国际社会，才能发展。不发展，历史会让金家王朝毁灭的。
356	朝鲜核试验	感觉就是你娃在学校打了老师 家长毫不知情[doge]
357	朝鲜核试验	朝鲜宣布今天氢弹核试成功，这样的邻居好危险，也说明中国之前的对朝政策的完全失败！这样的国家我想比所谓的帝国主义更危险！谁是我们的威胁？不是美国，不是韩国，也不是日本，恰恰是一直扶持的朝鲜！
358	朝鲜核试验	朝鲜核爆氢弹，引发地震，这种肆意妄为比恐怖主义更可怕[抓狂]
359	朝鲜核试验	朝鲜咋不在韩国边界试验，还是害怕美国
360	朝鲜核试验	造成今天的局面是中国的战略失误，首先中国不维护朝鲜，造成朝鲜发展核武，其次，中国在国际上被其他国家当成朝鲜同伙，被歪曲误解，有损国家形象，最后，核武实验和存放地点离中国太近，中国大陆东北必受其害。
361	朝鲜核试验	朝鲜悍然实验核武器 看来是冬天不好过啊 缺粮缺油 不过这次爆炸相当于不到6000吨TNT当量 这个原子弹可够小的了
362	朝鲜核试验	就知道事后瞎BB，平时投反对票咋不多想想？
363	朝鲜核试验	能灭了朝鲜这个垃圾国家吗，又在我们家门口核试验。
364	朝鲜核试验	赶紧组织爱国爱党的小粉红、五毛大军，成立新的志愿军支援朝鲜去吧，这样国内能清净点 
365	朝鲜核试验	东北是我国的大粮仓，就在边界附近，一旦发生核事故，很难说不影响我国的粮食问题。
366	朝鲜核试验	朝鲜研究核武器也是无奈之举！希望国际社会，不要把过错全部都怪在朝鲜政府头上！都要有一点慈善情怀！望世界和平，人民幸福！
367	朝鲜核试验	庆帝不在乎，什么岩浆、核辐射，只要不蔓延到北京就继续谴责装样子。
368	朝鲜核试验	朝鲜半岛有核，中国负绝对责任
369	朝鲜核试验	不知有多少政治犯做了试验品
370	朝鲜核试验	你妈了个巴子！
371	朝鲜核试验	此次核爆炸已成功缓解京津冀雾霾现状。[傻眼][傻眼][傻眼]
372	朝鲜核试验	北棒的原子弹射程才打不到美国呢 明显倒霉的都是邻居
373	朝鲜核试验	朝鲜官方恨中国不给钱，朝鲜民众恨中国延续了他们数十年的奴隶生涯。朝鲜的核弹打不到美国、日本，也不会打同宗同属的韩国，只会用古董歼轰机扔向东北。别以为我们防空力量强大，朝鲜的歼击机2010年还闯进辽宁抚顺呢[抓狂]
374	朝鲜核试验	中国的狗屁砖家还说不会影响中国，真怀疑这些砖家是卖国贼
375	朝鲜核试验	地震不算影响？这环境的范畴太小了吧？？？？
376	朝鲜核试验	难道不是三胖摔了一跤？还有三胖谁给你的开火权？！
377	朝鲜核试验	我有个好主意，把长白山都送给朝鲜，让朝鲜自己害自己去[偷笑][偷笑][偷笑]
378	朝鲜核试验	其他霸权国家都还没和朝鲜开始口舌之争，中国大陆倒是提前磨刀霍霍了[哼]
379	朝鲜核试验	大哥。我准备核爆了！啥时候？9.8.7.6.5。。。
380	朝鲜核试验	猪饲料车掉头！不发货了，哼！！！[白眼]
381	朝鲜核试验	雪主怀孕庆祝，元帅觉得放二脚踢动静不大……
382	朝鲜核试验	所以我国不是严厉谴责了吗！！！
383	朝鲜核试验	清朝时洋人曾说“华人与狗不得入内”？因外国人认为当时中国人智力和狗一水平。解放多年了，受先进思想这么多年的洗脑，我以为这话在中国是过时了。可通过朝鲜核爆后国人的表现，皇帝光着屁股高喊反对，觉得洋人当年说的有理，不全是污蔑，现还有不少国人智力不如狗，倡议：朱人与狗不得光屁股。请自重
384	朝鲜核试验	赵国无耻
385	朝鲜核试验	我家在中超边境，鸭绿江上游很窄，有的地方不到100米。这几年经常晚上8 9点以后总会听到地下有爆炸声传来，然后房子的玻璃就开始哗啦哗啦的响，冬天也是如此。煤矿已经停产了，石场冬天不开工。村里人都怀疑是朝鲜在做什么，地底的爆炸声已经响了几年了。
386	朝鲜核试验	朝鲜向不给他们经济援助的国家放核弹吧。
387	朝鲜核试验	金正恩宣布：10年，要让朝鲜宇航员登陆太阳！ 美国记者问道，太阳温度那么高怎么登上去？顿时鸦雀无声。大家不知怎样回答。 这时金将军缓缓说道，我们天黑去！顿时全场朝鲜人响起雷鸣般掌声，正在看电视直播的奥巴马，冷笑对周围的同僚说："这二逼，天黑了根本没太阳” 白宫内也响起了雷鸣般的掌声！！
388	朝鲜核试验	不管是个人还是政府还是国家，只要做错事都是要付出代价的，中国政府支持的朝鲜独裁政权，搞核武器威胁韩国和中国，国内老百姓每年饿死十万。中国政府无条件支持朝鲜独裁政权作恶，当第二次朝鲜战争再次爆发的时候，首先遭殃的就是中国。
389	朝鲜核试验	朝鮮又在亂搞什麼核武器 這就像熊孩子拿到真手槍一樣危險 ——“他不給我糖吃 我要打死他”
390	朝鲜核试验	中国外交政策的彻底失败！在家附近安装了个核弹头，借口竟然是为了防止美帝！可笑！朝鲜的核弹头第一个使用的对象很可能是北京！中国危险了……
391	朝鲜核试验	居然有不少国民为朝鲜核试验叫好，真的不知道该说什么。中国已经被几个有核武的国家包围了。
392	朝鲜核试验	南海压力减少。未必是坏事。
393	朝鲜核试验	无论留着朝鲜有啥好处，负面作用太大了。建议人大质证外交部。
394	朝鲜核试验	朝拚命把氢弹试爆了，今后的任务主要是防止他擦枪走火，要不然先受害的肯定是邻居。
395	朝鲜核试验	这得多少人吃多少烤红薯才能积这么多人体尾气啊？[doge]
396	朝鲜核试验	朝鲜为啥找了个一脸苦相的大妈来播报此等盛事？乍一看我还以为是金三胖着急去投胎当猪搞个炸弹玩自杀了朝鲜在开追悼会呢。
397	朝鲜核试验	沈阳长春要倒霉了，离得这么近，万一核泄漏了，后果不堪设想
398	朝鲜核试验	穷书生考上了功名当了官，就开始压迫下一个穷书生[doge]
399	朝鲜核试验	离中国边境85公里，离长春330公里，这是爆给谁看呢[怒][怒]。这就好比邻居是个疯子，整日的胡求耍大刀，没准有一天刀都脱手了←_←
400	朝鲜核试验	金书记为了保住金氏政权，自己也清楚自己的实力，闹一闹就算了，肯定不会过火，就是过过嘴瘾，如果真的先发制人，那第一个灭亡的肯定是金氏政权，这个道理他肯定也明白。
401	转基因食品	【视频： 阿彪大讲堂——科普转基因大米】 （分享自 @优酷） #28全国转基因大米品尝会# 转基因产品在我们身边很多，并不可怕，你吃过也用过。抗虫转基因大米有好处。了解转基因，破除恐惧。我敢吃，我在吃。
402	转基因食品	不知道转基因大米什么时候才有的卖呀。今天和@蔓越小莓 科学妈一起参加深圳的转基因大米品尝会。分享大家传播科学知识的经验
403	转基因食品	只想说一句话,安全与否,转基因是大势所趋,与其打压,不如想办法验证安全性和寻找提高安全性的方法[思考] 人类基因时时刻刻都因各种原因突变着,我不相信转基因大米能比雾霾更厉害[黑线] #科学进步大势所趋#
404	转基因食品	【袁隆平：转基因大米还在试验阶段并未面市】他表示，对于转基因不能一概而论，有些转基因不是食品，例如棉，我们现在约80%、90%的棉都是转基因抗虫棉，没有问题的。还有像大豆，(每年)从美国进口的几千万吨大豆，都是转基因，有一种抗除草剂基因，这样的大豆我们现在都在吃。
405	转基因食品	【北青报：盲目挺转与反转都是危险的】8月17日是我国转基因产业化的一个重要时间节点，已获安全证书的两种转基因抗虫水稻到期。不能因为转基因大米的安全证书快到期了，就拼命忽悠，说国家粮食安全重要，必须要靠转基因大米来解决，这样做实际上是把整个转基因都带到死胡同去了。
406	转基因食品	支持转基因，我也是做科研滴（虽然不是转基因），搞科研的通常会支持转基因，因为很了解。但是现在的媒体，对科学一无所知，很大程度上误导了大众，而在这个领域研究了几十年的科学家的声音却听不到，真是种悲哀。最后一句真理：南都的都是纯sb
407	转基因食品	[可爱]他们根本不知道什么转基因不转基因的好吧。这样写太容易引发舆论和争论了。也许人就是什么好吃些就吃什么，根本就存着为了利益伤害别人的心里。现在不也没能证明转基因伤害人吗？吃了那么久，要不是舆论引发你们所谓的文化人还不是继续吃…你们都不懂更别说他们了。
408	转基因食品	我是学这个的，说实话看见这么多误解转基因的觉得很心痛。转基因并不是含有有害成分而是没法证明它对人体无害，加上推广转基因会对传统制种公司有非常大的影响，所以才会通过舆论来压制转基因。每次大型的转基因反对潮，归根结底都是这些种子公司在操纵。
409	转基因食品	第二季的稻子普遍比第一季的口感好，由于日照时间长，早晚温差大，糖类聚集更丰富，所以营养也更丰富，因此，粮农都愿意留着二季稻来做口粮，他们也不傻，不吃一季稻是因为不好吃，不是因为它是转基因。种过粮食的人表示，文章的逻辑不严谨。
410	转基因食品	计算一下成本，种抗虫稻，其实不过是省了一点农药钱和打农药的工夫。而在转基因大米是否适合人害食用这一科题未定性的情况下，就开始滥种，甚至偷卖，流入市场。简直涉嫌故意杀人，或者投毒。
411	转基因食品	作用于虫子的物质并不一定会作用于人，懒得再解释。另外，反对转基因的专家有几个是这个领域的？都是一些什么作家、主持人之类的，可不可笑？你们只是对未知事物的恐惧而已，恐惧来源于无知。你全家才遭雷劈，滚你的吧。
412	转基因食品	我们一边呼唤民主一边又根据自己的喜好用莫须有的罪名强行遏杀转基因的种植。我们因为不原意吃所以就不可以种。这样的民主思维只有呵呵了。
413	转基因食品	农民根本不知道什么转基因不转基因的。以前家里种的高产玉米我们自己也不吃，原因很简单口感不好。记者为啥不问下农民不吃的原因是知道它是转基因不能吃，还是口感不好不想吃。
414	转基因食品	转基因的食用史已经有十几年了，没有一例因食用转基因食物而导致事故的案例。另外，这种事情只能证实，无法证伪，如果非要找出副作用的案例，这就像是耍流氓，因为如果你从科学的层面了解了转基因，就会觉得这种疑问是多么的可笑。
415	转基因食品	能不能具体说明转基因水稻还有哪些特殊成分，这些成分会对人体有什么坏处。老农没文化，会认为：卧槽，这水稻虫子都不吃，肯定有毒。但是请给出科学依据、事实案例证明转基因的危害。现在说转基因有害的文章满天飞，但没有一个能说出科学依据的，都是些疑似危害，说难听点就是拉不出屎怪地球没吸引力的
416	转基因食品	呵了个呵 农民不吃能说明什么！？是他们证实了转基因真的有问题？还是因为蠢？
417	转基因食品	[话筒][围观][围观][围观][围观][围观][围观]人民公诉:转基因种子公司非法出售转基因种子危害百姓健康至少10年的法律责任……人民公诉:政府监管部门监管缺失严重渎职涉嫌腐败！彻查中国转基因腐败利益链条[怒][怒][怒][怒][怒]…中国的转基因鼠辈已走到绝路，遭雷劈去吧！…不得好死，下18层地狱去吧…
418	转基因食品	法律面前，人人平等…违法事实确凿案情重大立即公诉[怒]农业部，转基因种子公司…1.欧盟查出中国转基因污染在2004年，百姓不知情的情况下吃了转基因大米至少10年，媒体见证了转基因犯罪集团目无国法欺骗百姓，农业部严重渎职[怒]；2.案中案《转基因安全证书》实验造假涉嫌诈骗非法获利，立即公诉张启发
419	转基因食品	现在的实际情况是挺转的没有选择，只能吃进口转基因食用油。惠农利民，有利环境的技术被压制，我们还得继续忍受环境的破坏，农药的残留。种田的效益下降，大量农田撂荒，这些都是反转的成果。
420	转基因食品	转基因大米2009年就获得安全证书，和普通大米同样安全。既然同样安全，那测试的意义在哪里？只会误导消费者。崔化钠反转已经成为笑话，你想陪绑和他一起打滚？想较真想讨个明白是好事，可惜用错了地方，你还是问问崔化钠他的公益基金为什么不公开账目。
421	转基因食品	老百姓名牌穿不起，好车买不起，大房子住不起，难道想吃顿对人体有益的菜饭都不行吗，至少你让我知道哪个是转基因哪个是非转基因，就算贵一点我也要非转基因的食材，从有关部门到农民你们都等于谋财害命，因果报应下地狱就知道再多钱也赎不了你们的罪过！
422	转基因食品	支持转基因，被反转围剿；反对滥种，被支持转基因派围剿。王局有难了。稳健派就是很难讨好人的。
423	转基因食品	鼓吹让大家去检测的，一是无知的反转，二是无良的想卖检测仪的。 你去年搞了个嘉年华就想推销罗云波的检测仪，可惜云无心沉不气给弄砸了。你今年不过是想再推一次而已！
424	转基因食品	如果全地球有7亿人，可以不吃转基因；但是全球有70亿人，还都想一辈子吃饱、活八九十年、多子多孙还养几个宠物猫狗，那么人类必然得吃转基因用核电[挖鼻屎]
425	转基因食品	质疑转基因的大概都是文科生，或者没上过高中基础生物的人，转基因是什么都不知道就人云亦云
426	转基因食品	既如此滥种，谁也无法幸免，你们都吃了不少年转基因的大米，不是一样生龙活虎深夜喷水，这难道不是反证了转基因大米的安全？
427	转基因食品	转基因是否安全是科学问题，滥用是管理不善，不希望没有人因这次滥用事件从而攻击转基因的安全问题，这里指的是那种已经批准上市或者取得安全证书的转基因。
428	转基因食品	王志安你别在这里蒙人！你买的那五袋大米真是随机的吗？检测出含有转基因成分的那三袋全部是转基因大米还是混入了一部分？比例多大？欧盟检测报告只报告检出转基因成分，含量是多少？0.01%也是检出吧？。另外，欧盟检出的批次占总批次多的比例是多？这些你都没有调查结果，只提检出，这不是制造恐慌？
429	转基因食品	从挺转围剿谩骂你的程度来看，转基因估计泛滥的已经非常严重了，否则谁有闲工夫骂你，还有好心劝告你以后转基因的食品千万别再试吃了，将对人身体有害的基因片段导入种子在理论上是成立的就是一般的转基因专家都可以做到，不要迷信专家，科学可信，并不代表科学家也可信！
430	转基因食品	不用测试了，崔永元有鉴别绝招：养几只鸟。如果鸟吃了，就不转基因的；如果鸟不吃，就是转基因的。
431	转基因食品	既然转基因很安全，支持转基因的也千千万万，转基因科学家们为何不从中挑选几万各个年龄段的志愿者，素质好的，有科学精神的试吃几年或者几十年，再进行评估？何必要偷偷摸摸大规模种植并偷偷的推向市场，不让人们有选择的权利？？？
432	转基因食品	黄大昉这糟老头子，写了篇挺转的文章，资深院士阅后评价：气势汹汹，不知所云
433	转基因食品	都不知那些搞转基因的怎么想的，是不是觉得中国太多，想灭些吗？
434	转基因食品	转基因作物滥种之所以非常危险，不是简单因为转基因不安全，而是因为转基因作物的品性是可以改变的。通过同样的基因技术，科学家既可以研制出健康无害的抗虫大米，也可以研制出传播疾病的超级蚊子。只有靠政府把关才能保证基因技术用在正路。政府并不一定永远是对的，但没有政府把关更加危险！
435	转基因食品	转基因转的是已知基因，杂交混杂一堆无序基因，化学辐射育种的变异更不可控，但如果没有以上这些科技，小麦亩产就只有150斤，水稻最多300斤，全国80%的人口老老实实种地吧！
436	转基因食品	你先问问转基因之前的育种安全吗？化学育种、辐射育种（包括中国吹嘘的太空育种），大剂量杀死一半种子，在剩下的种子里面找变异，你不害怕吗？
